timestamp,station_complex_id,station_complex,passenger_exits
2025-05-05 00:00:00,450,103 St-Corona Plaza (7),286.4756
2025-05-05 00:00:00,451,Junction Blvd (7),317.9064
2025-05-05 00:00:00,452,90 St-Elmhurst Av (7),231.3843
2025-05-05 00:00:00,453,82 St-Jackson Hts (7),122.8311
2025-05-05 00:00:00,455,69 St (7),53.8168
2025-05-05 00:00:00,456,61 St-Woodside (7),115.6126
2025-05-05 00:00:00,457,52 St (7),57.7973
2025-05-05 00:00:00,458,46 St-Bliss St (7),112.5079
2025-05-05 00:00:00,459,40 St-Lowery St (7),74.7405
2025-05-05 00:00:00,460,33 St-Rawson St (7),21.8928
2025-05-05 00:00:00,461,"Queensboro Plaza (7,N,W)",78.7006
2025-05-05 00:00:00,463,Hunters Point Av (7),18.9488
2025-05-05 00:00:00,464,Vernon Blvd-Jackson Av (7),71.4332
2025-05-05 00:00:00,471,34 St-Hudson Yards (7),49.4532
2025-05-05 00:00:00,475,96 St (Q),79.6059
2025-05-05 00:00:00,476,86 St (Q),90.8345
2025-05-05 00:00:00,477,72 St (Q),65.8644
2025-05-05 00:00:00,601,"14 St (F,M,1,2,3)/6 Av (L)",116.3041
2025-05-05 00:00:00,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",172.8409
2025-05-05 00:00:00,603,"149 St-Grand Concourse (2,4,5)",56.1804
2025-05-05 00:00:00,604,"161 St-Yankee Stadium (B,D,4)",167.5814
2025-05-05 00:00:00,605,"168 St (A,C,1)",123.68299999999999
2025-05-05 00:00:00,606,"Court Sq (E,G,M,7)",101.2204
2025-05-05 00:00:00,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",240.1279
2025-05-05 00:00:00,608,"4 Av (F,G)/9 St (R)",40.3512
2025-05-05 00:00:00,609,"Bryant Pk (B,D,F,M)/5 Av (7)",94.4251
2025-05-05 00:00:00,610,"Grand Central-42 St (S,4,5,6,7)",283.0739
2025-05-05 00:00:00,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",567.8954
