transit_timestamp,station_complex_id,station_complex,borough,latitude,longitude,passenger_entries,passenger_exits,exit_data_available,scheduled_trains,schedule_data_available,hour,day_of_week,is_weekend
2025-05-05 00:00:00,222,Roosevelt Island (M),Manhattan,40.759144,-73.95326,14.0,52.0179,1,2.0,1,0,0,0
2025-05-05 00:00:00,223,"Lexington Av/63 St (M,Q)",Manhattan,40.76463,-73.96611,107.0,45.4118,1,5.0,1,0,0,0
2025-05-05 00:00:00,224,57 St (M),Manhattan,40.763973,-73.97745,89.0,35.603300000000004,1,1.0,1,0,0,0
2025-05-05 00:00:00,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",Manhattan,40.758663,-73.98133,327.0,59.9529,1,3.0,1,0,0,0
2025-05-05 00:00:00,228,"23 St (F,M)",Manhattan,40.742878,-73.99282,84.0,33.3806,1,1.0,1,0,0,0
2025-05-05 00:00:00,231,"Grand St (B,D)",Manhattan,40.718266,-73.99375,98.0,59.5235,1,1.0,1,0,0,0
2025-05-05 00:00:00,232,2 Av (F),Manhattan,40.7234,-73.98994,110.0,55.4083,1,1.0,1,0,0,0
2025-05-05 00:00:00,234,East Broadway (F),Manhattan,40.713715,-73.99017,49.0,60.5585,1,1.0,1,0,0,0
2025-05-05 00:00:00,235,York St (F),Brooklyn,40.701397,-73.98675,49.0,36.6058,1,1.0,1,0,0,0
2025-05-05 00:00:00,236,"Bergen St (F,G)",Brooklyn,40.686146,-73.99086,1.0,21.9722,1,,0,0,0,0
2025-05-05 00:00:00,237,"Carroll St (F,G)",Brooklyn,40.6803,-73.99505,15.0,21.1788,1,,0,0,0,0
2025-05-05 00:00:00,238,"Smith-9 Sts (F,G)",Brooklyn,40.67358,-73.99596,8.0,14.0385,1,,0,0,0,0
2025-05-05 00:00:00,240,"7 Av (F,G)",Brooklyn,40.66627,-73.98031,17.0,25.982,1,,0,0,0,0
2025-05-05 00:00:00,241,"15 St-Prospect Park (F,G)",Brooklyn,40.660366,-73.97949,5.0,11.1735,1,,0,0,0,0
2025-05-05 00:00:00,242,"Fort Hamilton Pkwy (F,G)",Brooklyn,40.650784,-73.97578,2.0,16.1917,1,,0,0,0,0
2025-05-05 00:00:00,243,"Church Av (F,G)",Brooklyn,40.64404,-73.979675,12.0,60.9384,1,,0,0,0,0
2025-05-05 00:00:00,245,18 Av (F),Brooklyn,40.629753,-73.976974,5.0,13.7596,1,,0,0,0,0
2025-05-05 00:00:00,246,Avenue I (F),Brooklyn,40.62532,-73.97613,4.0,3.6048,1,,0,0,0,0
2025-05-05 00:00:00,249,Avenue P (F),Brooklyn,40.608944,-73.97302,2.0,9.1722,1,,0,0,0,0
2025-05-05 00:00:00,250,Kings Hwy (F),Brooklyn,40.603218,-73.97236,4.0,9.5538,1,1.0,1,0,0,0
2025-05-05 00:00:00,252,Avenue X (F),Brooklyn,40.58962,-73.97425,1.0,10.2367,1,,0,0,0,0
2025-05-05 00:00:00,254,Jamaica-179 St (F),Queens,40.712646,-73.78381,29.0,119.6797,1,3.0,1,0,0,0
2025-05-05 00:00:00,255,169 St (F),Queens,40.71047,-73.7936,13.0,71.1814,1,4.0,1,0,0,0
2025-05-05 00:00:00,256,Parsons Blvd (F),Queens,40.707565,-73.80333,15.0,66.3618,1,3.0,1,0,0,0
2025-05-05 00:00:00,257,Sutphin Blvd (F),Queens,40.70546,-73.81071,12.0,43.9011,1,3.0,1,0,0,0
2025-05-05 00:00:00,258,"Briarwood (E,F)",Queens,40.70918,-73.82057,11.0,23.1847,1,6.0,1,0,0,0
2025-05-05 00:00:00,259,"Kew Gardens-Union Tpke (E,F)",Queens,40.71444,-73.83101,65.0,120.8569,1,5.0,1,0,0,0
2025-05-05 00:00:00,260,"75 Av (E,F)",Queens,40.71833,-73.837326,4.0,11.5211,1,5.0,1,0,0,0
2025-05-05 00:00:00,261,"Forest Hills-71 Av (E,F,M,R)",Queens,40.72169,-73.84452,49.0,94.5708,1,5.0,1,0,0,0
2025-05-05 00:00:00,262,"67 Av (M,R)",Queens,40.726524,-73.85272,3.0,30.0814,1,5.0,1,0,0,0
2025-05-05 00:00:00,263,"63 Dr-Rego Park (M,R)",Queens,40.729847,-73.8616,23.0,65.101,1,5.0,1,0,0,0
2025-05-05 00:00:00,264,"Woodhaven Blvd (M,R)",Queens,40.733105,-73.86923,24.0,103.1515,1,5.0,1,0,0,0
2025-05-05 00:00:00,265,"Grand Av-Newtown (M,R)",Queens,40.737015,-73.87722,30.0,128.6245,1,4.0,1,0,0,0
2025-05-05 00:00:00,266,"Elmhurst Av (M,R)",Queens,40.742455,-73.88202,9.0,112.8355,1,4.0,1,0,0,0
2025-05-05 00:00:00,268,"65 St (M,R)",Queens,40.74967,-73.89845,3.0,29.566,1,4.0,1,0,0,0
2025-05-05 00:00:00,269,"Northern Blvd (M,R)",Queens,40.752884,-73.906006,5.0,38.3901,1,4.0,1,0,0,0
2025-05-05 00:00:00,270,"46 St (M,R)",Queens,40.756313,-73.91333,23.0,47.3674,1,4.0,1,0,0,0
2025-05-05 00:00:00,271,"Steinway St (M,R)",Queens,40.756878,-73.92074,53.0,60.6334,1,4.0,1,0,0,0
2025-05-05 00:00:00,272,"36 St (M,R)",Queens,40.75204,-73.92878,22.0,17.3152,1,3.0,1,0,0,0
2025-05-05 00:00:00,273,"Queens Plaza (E,F,R)",Queens,40.748974,-73.93724,21.0,80.8453,1,1.0,1,0,0,0
2025-05-05 00:00:00,276,"5 Av/53 St (E,F)",Manhattan,40.760166,-73.97523,11.0,12.2729,1,1.0,1,0,0,0
