transit_timestamp,station_complex_id,scheduled_trains,station_name,borough
2025-05-05 05:00:00,85,7,75 St-Elderts Ln,Q
2025-05-05 05:00:00,86,7,Cypress Hills,B
2025-05-05 05:00:00,87,8,Crescent St,B
2025-05-05 05:00:00,88,8,Norwood Av,B
2025-05-05 05:00:00,89,8,Cleveland St,B
2025-05-05 05:00:00,90,7,Van Siclen Av,B
2025-05-05 05:00:00,91,7,Alabama Av,B
2025-05-05 05:00:00,93,7,Chauncey St,B
2025-05-05 05:00:00,94,7,Halsey St,B
2025-05-05 05:00:00,95,7,Gates Av,B
2025-05-05 05:00:00,96,8,Kosciuszko St,B
2025-05-05 05:00:00,97,14,Myrtle Av,B
2025-05-05 05:00:00,98,11,Flushing Av,B
2025-05-05 05:00:00,99,10,Lorimer St,B
2025-05-05 05:00:00,100,10,Hewes St,B
2025-05-05 05:00:00,101,9,Marcy Av,B
2025-05-05 05:00:00,103,6,Bowery,M
2025-05-05 05:00:00,107,4,Broad St,M
2025-05-05 05:00:00,108,7,Middle Village-Metropolitan Av,Q
2025-05-05 05:00:00,109,10,Fresh Pond Rd,Q
2025-05-05 05:00:00,110,10,Forest Av,Q
2025-05-05 05:00:00,111,10,Seneca Av,Q
2025-05-05 05:00:00,113,10,Knickerbocker Av,B
2025-05-05 05:00:00,114,9,Central Av,B
2025-05-05 05:00:00,118,9,3 Av,M
2025-05-05 05:00:00,119,9,1 Av,M
2025-05-05 05:00:00,120,10,Bedford Av,B
2025-05-05 05:00:00,122,10,Graham Av,B
2025-05-05 05:00:00,123,11,Grand St,B
2025-05-05 05:00:00,124,11,Montrose Av,B
2025-05-05 05:00:00,125,11,Morgan Av,B
2025-05-05 05:00:00,126,10,Jefferson St,B
2025-05-05 05:00:00,127,11,DeKalb Av,B
2025-05-05 05:00:00,129,10,Halsey St,B
2025-05-05 05:00:00,130,10,Wilson Av,B
2025-05-05 05:00:00,131,12,Bushwick Av-Aberdeen St,B
2025-05-05 05:00:00,133,12,Atlantic Av,B
2025-05-05 05:00:00,134,11,Sutter Av,B
2025-05-05 05:00:00,135,11,Livonia Av,B
2025-05-05 05:00:00,136,12,New Lots Av,B
2025-05-05 05:00:00,137,12,East 105 St,B
2025-05-05 05:00:00,138,5,Canarsie-Rockaway Pkwy,B
2025-05-05 05:00:00,141,6,Park Pl,B
2025-05-05 05:00:00,143,4,Inwood-207 St,M
2025-05-05 05:00:00,144,7,Dyckman St,M
2025-05-05 05:00:00,145,7,190 St,M
2025-05-05 05:00:00,146,7,181 St,M
2025-05-05 05:00:00,147,6,175 St,M
2025-05-05 05:00:00,149,6,163 St-Amsterdam Av,M
2025-05-05 05:00:00,150,7,155 St,M
2025-05-05 05:00:00,152,9,135 St,M
2025-05-05 05:00:00,153,18,125 St,M
2025-05-05 05:00:00,154,9,116 St,M
2025-05-05 05:00:00,155,9,Cathedral Pkwy (110 St),M
2025-05-05 05:00:00,156,8,103 St,M
2025-05-05 05:00:00,157,8,96 St,M
2025-05-05 05:00:00,158,8,86 St,M
2025-05-05 05:00:00,159,8,81 St-Museum of Natural History,M
2025-05-05 05:00:00,160,7,72 St,M
2025-05-05 05:00:00,162,14,50 St,M
2025-05-05 05:00:00,164,16,34 St-Penn Station,M
2025-05-05 05:00:00,165,14,23 St,M
2025-05-05 05:00:00,168,15,Spring St,M
2025-05-05 05:00:00,169,16,Canal St,M
2025-05-05 05:00:00,173,8,High St,B
2025-05-05 05:00:00,175,19,Hoyt-Schermerhorn Sts,B
2025-05-05 05:00:00,176,8,Lafayette Av,B
2025-05-05 05:00:00,177,8,Clinton-Washington Avs,B
2025-05-05 05:00:00,179,9,Nostrand Av,B
2025-05-05 05:00:00,180,8,Kingston-Throop Avs,B
2025-05-05 05:00:00,181,9,Utica Av,B
2025-05-05 05:00:00,182,8,Ralph Av,B
2025-05-05 05:00:00,183,8,Rockaway Av,B
2025-05-05 05:00:00,185,8,Liberty Av,B
2025-05-05 05:00:00,186,8,Van Siclen Av,B
2025-05-05 05:00:00,187,8,Shepherd Av,B
2025-05-05 05:00:00,188,13,Euclid Av,B
2025-05-05 05:00:00,189,12,Grant Av,B
2025-05-05 05:00:00,190,12,80 St,Q
2025-05-05 05:00:00,191,12,88 St,Q
2025-05-05 05:00:00,192,12,Rockaway Blvd,Q
2025-05-05 05:00:00,193,6,104 St,Q
2025-05-05 05:00:00,194,6,111 St,Q
2025-05-05 05:00:00,195,3,Ozone Park-Lefferts Blvd,Q
2025-05-05 05:00:00,196,3,Aqueduct Racetrack,Q
2025-05-05 05:00:00,197,6,Aqueduct-N Conduit Av,Q
2025-05-05 05:00:00,198,3,Howard Beach-JFK Airport,Q
2025-05-05 05:00:00,200,6,Beach 90 St,Q
2025-05-05 05:00:00,201,6,Beach 98 St,Q
2025-05-05 05:00:00,202,6,Beach 105 St,Q
2025-05-05 05:00:00,203,3,Rockaway Park-Beach 116 St,Q
2025-05-05 05:00:00,204,6,Beach 67 St,Q
2025-05-05 05:00:00,205,6,Beach 60 St,Q
2025-05-05 05:00:00,206,6,Beach 44 St,Q
2025-05-05 05:00:00,207,6,Beach 36 St,Q
2025-05-05 05:00:00,208,6,Beach 25 St,Q
2025-05-05 05:00:00,209,3,Far Rockaway-Mott Av,Q
2025-05-05 05:00:00,210,4,Norwood-205 St,Bx
2025-05-05 05:00:00,211,11,Bedford Park Blvd,Bx
2025-05-05 05:00:00,212,11,Kingsbridge Rd,Bx
2025-05-05 05:00:00,213,11,Fordham Rd,Bx
2025-05-05 05:00:00,214,10,182-183 Sts,Bx
2025-05-05 05:00:00,215,10,Tremont Av,Bx
2025-05-05 05:00:00,216,9,174-175 Sts,Bx
2025-05-05 05:00:00,217,9,170 St,Bx
2025-05-05 05:00:00,218,10,167 St,Bx
2025-05-05 05:00:00,220,9,155 St,M
2025-05-05 05:00:00,221,9,21 St-Queensbridge,Q
2025-05-05 05:00:00,222,8,Roosevelt Island,M
2025-05-05 05:00:00,223,15,Lexington Av/63 St,M
2025-05-05 05:00:00,224,8,57 St,M
2025-05-05 05:00:00,225,17,47-50 Sts-Rockefeller Ctr,M
2025-05-05 05:00:00,228,11,23 St,M
2025-05-05 05:00:00,231,7,Grand St,M
2025-05-05 05:00:00,232,7,2 Av,M
2025-05-05 05:00:00,234,7,East Broadway,M
2025-05-05 05:00:00,235,7,York St,B
2025-05-05 05:00:00,236,18,Bergen St,B
2025-05-05 05:00:00,237,18,Carroll St,B
2025-05-05 05:00:00,238,18,Smith-9 Sts,B
2025-05-05 05:00:00,240,18,7 Av,B
2025-05-05 05:00:00,241,18,15 St-Prospect Park,B
2025-05-05 05:00:00,242,17,Fort Hamilton Pkwy,B
2025-05-05 05:00:00,243,13,Church Av,B
2025-05-05 05:00:00,244,8,Ditmas Av,B
2025-05-05 05:00:00,245,8,18 Av,B
2025-05-05 05:00:00,246,8,Avenue I,B
2025-05-05 05:00:00,247,8,Bay Pkwy,B
2025-05-05 05:00:00,248,8,Avenue N,B
2025-05-05 05:00:00,249,8,Avenue P,B
2025-05-05 05:00:00,250,8,Kings Hwy,B
2025-05-05 05:00:00,251,9,Avenue U,B
2025-05-05 05:00:00,252,8,Avenue X,B
2025-05-05 05:00:00,253,8,Neptune Av,B
2025-05-05 05:00:00,254,6,Jamaica-179 St,Q
2025-05-05 05:00:00,255,10,169 St,Q
2025-05-05 05:00:00,256,9,Parsons Blvd,Q
2025-05-05 05:00:00,257,9,Sutphin Blvd,Q
2025-05-05 05:00:00,258,17,Briarwood,Q
2025-05-05 05:00:00,259,15,Kew Gardens-Union Tpke,Q
2025-05-05 05:00:00,260,16,75 Av,Q
2025-05-05 05:00:00,261,23,Forest Hills-71 Av,Q
2025-05-05 05:00:00,262,16,67 Av,Q
2025-05-05 05:00:00,263,16,63 Dr-Rego Park,Q
2025-05-05 05:00:00,264,16,Woodhaven Blvd,Q
2025-05-05 05:00:00,265,18,Grand Av-Newtown,Q
2025-05-05 05:00:00,266,17,Elmhurst Av,Q
2025-05-05 05:00:00,268,16,65 St,Q
2025-05-05 05:00:00,269,15,Northern Blvd,Q
2025-05-05 05:00:00,270,15,46 St,Q
2025-05-05 05:00:00,271,15,Steinway St,Q
2025-05-05 05:00:00,272,15,36 St,Q
2025-05-05 05:00:00,273,11,Queens Plaza,Q
2025-05-05 05:00:00,276,10,5 Av/53 St,M
2025-05-05 05:00:00,277,13,7 Av,M
2025-05-05 05:00:00,278,10,Jamaica Center-Parsons/Archer,Q
2025-05-05 05:00:00,279,17,Sutphin Blvd-Archer Av-JFK Airport,Q
2025-05-05 05:00:00,280,9,Jamaica-Van Wyck,Q
2025-05-05 05:00:00,282,8,21 St,Q
2025-05-05 05:00:00,283,9,Greenpoint Av,B
2025-05-05 05:00:00,284,9,Nassau Av,B
2025-05-05 05:00:00,286,10,Broadway,B
2025-05-05 05:00:00,287,10,Flushing Av,B
2025-05-05 05:00:00,288,9,Myrtle-Willoughby Avs,B
2025-05-05 05:00:00,289,10,Bedford-Nostrand Avs,B
2025-05-05 05:00:00,290,10,Classon Av,B
2025-05-05 05:00:00,291,10,Clinton-Washington Avs,B
2025-05-05 05:00:00,292,10,Fulton St,B
2025-05-05 05:00:00,293,7,Van Cortlandt Park-242 St,Bx
2025-05-05 05:00:00,294,10,238 St,Bx
2025-05-05 05:00:00,295,10,231 St,Bx
2025-05-05 05:00:00,296,10,Marble Hill-225 St,M
2025-05-05 05:00:00,297,10,215 St,M
2025-05-05 05:00:00,298,10,207 St,M
2025-05-05 05:00:00,299,10,Dyckman St,M
2025-05-05 05:00:00,300,10,191 St,M
2025-05-05 05:00:00,301,9,181 St,M
2025-05-05 05:00:00,303,9,157 St,M
2025-05-05 05:00:00,304,10,145 St,M
2025-05-05 05:00:00,305,9,137 St-City College,M
2025-05-05 05:00:00,306,9,125 St,M
2025-05-05 05:00:00,307,9,116 St-Columbia University,M
2025-05-05 05:00:00,308,9,Cathedral Pkwy (110 St),M
2025-05-05 05:00:00,309,9,103 St,M
2025-05-05 05:00:00,310,23,96 St,M
2025-05-05 05:00:00,311,12,86 St,M
2025-05-05 05:00:00,312,12,79 St,M
2025-05-05 05:00:00,313,23,72 St,M
2025-05-05 05:00:00,314,13,66 St-Lincoln Center,M
2025-05-05 05:00:00,316,14,50 St,M
2025-05-05 05:00:00,318,21,34 St-Penn Station,M
2025-05-05 05:00:00,319,13,28 St,M
2025-05-05 05:00:00,320,13,23 St,M
2025-05-05 05:00:00,321,13,18 St,M
2025-05-05 05:00:00,323,13,Christopher St-Stonewall,M
2025-05-05 05:00:00,324,13,Houston St,M
2025-05-05 05:00:00,325,13,Canal St,M
2025-05-05 05:00:00,326,14,Franklin St,M
2025-05-05 05:00:00,327,18,Chambers St,M
2025-05-05 05:00:00,328,6,WTC Cortlandt,M
2025-05-05 05:00:00,329,7,Rector St,M
2025-05-05 05:00:00,333,11,Wall St,M
2025-05-05 05:00:00,334,9,Clark St,B
2025-05-05 05:00:00,336,10,Hoyt St,B
2025-05-05 05:00:00,337,20,Nevins St,B
2025-05-05 05:00:00,339,20,Bergen St,B
2025-05-05 05:00:00,340,21,Grand Army Plaza,B
2025-05-05 05:00:00,341,21,Eastern Pkwy-Brooklyn Museum,B
2025-05-05 05:00:00,343,13,Nostrand Av,B
2025-05-05 05:00:00,344,12,Kingston Av,B
2025-05-05 05:00:00,345,13,Crown Hts-Utica Av,B
2025-05-05 05:00:00,346,13,Sutter Av-Rutland Rd,B
2025-05-05 05:00:00,347,13,Saratoga Av,B
2025-05-05 05:00:00,348,13,Rockaway Av,B
2025-05-05 05:00:00,349,13,Junius St,B
2025-05-05 05:00:00,350,13,Pennsylvania Av,B
2025-05-05 05:00:00,351,13,Van Siclen Av,B
2025-05-05 05:00:00,352,9,New Lots Av,B
2025-05-05 05:00:00,353,9,President St-Medgar Evers College,B
2025-05-05 05:00:00,354,9,Sterling St,B
2025-05-05 05:00:00,355,9,Winthrop St,B
2025-05-05 05:00:00,356,8,Church Av,B
2025-05-05 05:00:00,357,8,Beverly Rd,B
2025-05-05 05:00:00,358,8,Newkirk Av-Little Haiti,B
2025-05-05 05:00:00,359,4,Flatbush Av-Brooklyn College,B
2025-05-05 05:00:00,360,8,Pelham Bay Park,Bx
2025-05-05 05:00:00,361,11,Buhre Av,Bx
2025-05-05 05:00:00,362,10,Middletown Rd,Bx
2025-05-05 05:00:00,363,10,Westchester Sq-E Tremont Av,Bx
2025-05-05 05:00:00,364,11,Zerega Av,Bx
2025-05-05 05:00:00,365,11,Castle Hill Av,Bx
2025-05-05 05:00:00,366,12,Parkchester,Bx
2025-05-05 05:00:00,367,12,St Lawrence Av,Bx
2025-05-05 05:00:00,368,11,Morrison Av-Soundview,Bx
2025-05-05 05:00:00,369,11,Elder Av,Bx
2025-05-05 05:00:00,370,11,Whitlock Av,Bx
2025-05-05 05:00:00,371,11,Hunts Point Av,Bx
2025-05-05 05:00:00,372,11,Longwood Av,Bx
2025-05-05 05:00:00,373,10,E 149 St,Bx
2025-05-05 05:00:00,374,10,E 143 St-St Mary's St,Bx
2025-05-05 05:00:00,375,10,Cypress Av,Bx
2025-05-05 05:00:00,376,11,Brook Av,Bx
2025-05-05 05:00:00,377,11,3 Av-138 St,Bx
2025-05-05 05:00:00,378,8,Woodlawn,Bx
2025-05-05 05:00:00,379,12,Mosholu Pkwy,Bx
2025-05-05 05:00:00,380,12,Bedford Park Blvd-Lehman College,Bx
2025-05-05 05:00:00,381,11,Kingsbridge Rd,Bx
2025-05-05 05:00:00,382,10,Fordham Rd,Bx
2025-05-05 05:00:00,383,10,183 St,Bx
2025-05-05 05:00:00,384,10,Burnside Av,Bx
2025-05-05 05:00:00,385,10,176 St,Bx
2025-05-05 05:00:00,386,11,Mt Eden Av,Bx
2025-05-05 05:00:00,387,11,170 St,Bx
2025-05-05 05:00:00,388,10,167 St,Bx
2025-05-05 05:00:00,391,14,138 St-Grand Concourse,Bx
2025-05-05 05:00:00,392,24,125 St,M
2025-05-05 05:00:00,393,14,116 St,M
2025-05-05 05:00:00,394,14,110 St,M
2025-05-05 05:00:00,395,13,103 St,M
2025-05-05 05:00:00,396,12,96 St,M
2025-05-05 05:00:00,397,23,86 St,M
2025-05-05 05:00:00,398,13,77 St,M
2025-05-05 05:00:00,399,13,68 St-Hunter College,M
2025-05-05 05:00:00,403,13,33 St,M
2025-05-05 05:00:00,404,12,28 St,M
2025-05-05 05:00:00,405,13,23 St-Baruch College,M
2025-05-05 05:00:00,407,12,Astor Pl,M
2025-05-05 05:00:00,409,12,Spring St,M
2025-05-05 05:00:00,413,13,Wall St,M
2025-05-05 05:00:00,414,12,Bowling Green,M
2025-05-05 05:00:00,416,5,Wakefield-241 St,Bx
2025-05-05 05:00:00,417,8,Nereid Av,Bx
2025-05-05 05:00:00,418,8,233 St,Bx
2025-05-05 05:00:00,419,8,225 St,Bx
2025-05-05 05:00:00,420,8,219 St,Bx
2025-05-05 05:00:00,421,9,Gun Hill Rd,Bx
2025-05-05 05:00:00,422,8,Burke Av,Bx
2025-05-05 05:00:00,423,8,Allerton Av,Bx
2025-05-05 05:00:00,424,8,Pelham Pkwy,Bx
2025-05-05 05:00:00,425,8,Bronx Park East,Bx
2025-05-05 05:00:00,426,16,E 180 St,Bx
2025-05-05 05:00:00,427,13,West Farms Sq-E Tremont Av,Bx
2025-05-05 05:00:00,428,12,174 St,Bx
2025-05-05 05:00:00,429,13,Freeman St,Bx
2025-05-05 05:00:00,430,12,Simpson St,Bx
2025-05-05 05:00:00,431,12,Intervale Av,Bx
2025-05-05 05:00:00,432,12,Prospect Av,Bx
2025-05-05 05:00:00,433,12,Jackson Av,Bx
2025-05-05 05:00:00,434,11,3 Av-149 St,Bx
2025-05-05 05:00:00,436,6,Harlem-148 St,M
2025-05-05 05:00:00,437,8,145 St,M
2025-05-05 05:00:00,438,16,135 St,M
2025-05-05 05:00:00,439,16,125 St,M
2025-05-05 05:00:00,440,16,116 St,M
2025-05-05 05:00:00,441,15,110 St-Malcolm X Plaza,M
2025-05-05 05:00:00,442,5,Eastchester-Dyre Av,Bx
2025-05-05 05:00:00,443,9,Baychester Av,Bx
2025-05-05 05:00:00,444,9,Gun Hill Rd,Bx
2025-05-05 05:00:00,445,9,Pelham Pkwy,Bx
2025-05-05 05:00:00,446,9,Morris Park,Bx
2025-05-05 05:00:00,447,9,Flushing-Main St,Q
2025-05-05 05:00:00,448,13,Mets-Willets Point,Q
2025-05-05 05:00:00,449,12,111 St,Q
2025-05-05 05:00:00,450,12,103 St-Corona Plaza,Q
2025-05-05 05:00:00,451,11,Junction Blvd,Q
2025-05-05 05:00:00,452,11,90 St-Elmhurst Av,Q
2025-05-05 05:00:00,453,11,82 St-Jackson Hts,Q
2025-05-05 05:00:00,455,11,69 St,Q
2025-05-05 05:00:00,456,11,61 St-Woodside,Q
2025-05-05 05:00:00,457,12,61 St-Woodside,Q
2025-05-05 05:00:00,458,12,61 St-Woodside,Q
2025-05-05 05:00:00,459,12,61 St-Woodside,Q
2025-05-05 05:00:00,460,12,61 St-Woodside,Q
2025-05-05 05:00:00,461,11,61 St-Woodside,Q
2025-05-05 05:00:00,463,12,Hunters Point Av,Q
2025-05-05 05:00:00,464,11,Vernon Blvd-Jackson Av,Q
2025-05-05 05:00:00,471,5,34 St-Hudson Yards,M
2025-05-05 05:00:00,475,4,96 St,M
2025-05-05 05:00:00,476,8,86 St,M
2025-05-05 05:00:00,477,8,72 St,M
2025-05-05 05:00:00,501,4,St George,SI
2025-05-05 05:00:00,502,4,Tompkinsville,SI
2025-05-05 05:00:00,503,4,Stapleton,SI
2025-05-05 05:00:00,504,4,Clifton,SI
2025-05-05 05:00:00,505,5,Grasmere,SI
2025-05-05 05:00:00,506,5,Old Town,SI
2025-05-05 05:00:00,507,4,Dongan Hills,SI
2025-05-05 05:00:00,508,4,Jefferson Av,SI
2025-05-05 05:00:00,509,4,Grant City,SI
2025-05-05 05:00:00,510,4,New Dorp,SI
2025-05-05 05:00:00,511,4,Oakwood Heights,SI
2025-05-05 05:00:00,512,4,Bay Terrace,SI
2025-05-05 05:00:00,513,5,Great Kills,SI
2025-05-05 05:00:00,514,5,Eltingville,SI
2025-05-05 05:00:00,515,5,Annadale,SI
2025-05-05 05:00:00,516,5,Huguenot,SI
2025-05-05 05:00:00,517,5,Prince's Bay,SI
2025-05-05 05:00:00,518,5,Pleasant Plains,SI
2025-05-05 05:00:00,519,5,Richmond Valley,SI
2025-05-05 05:00:00,522,3,Tottenville,SI
2025-05-05 05:00:00,523,5,Arthur Kill,SI
2025-05-05 05:00:00,601,41,14 St/6 Av,M
2025-05-05 05:00:00,602,37,34 St-Herald Sq,M
2025-05-05 05:00:00,603,10,149 St-Grand Concourse,Bx
2025-05-05 05:00:00,604,20,161 St-Yankee Stadium,Bx
2025-05-05 05:00:00,605,18,168 St-Washington Hts,M
2025-05-05 05:00:00,606,26,Court Sq-23 St,Q
2025-05-05 05:00:00,607,31,34 St-Herald Sq,M
2025-05-05 05:00:00,608,39,4 Av-9 St,B
2025-05-05 05:00:00,609,29,42 St-Bryant Pk/5 Av,M
2025-05-05 05:00:00,610,36,Grand Central-42 St,M
2025-05-05 05:00:00,611,57,Times Sq-42 St/Port Authority Bus Terminal,M
2025-05-05 05:00:00,612,23,Lexington Av/51-53 Sts,M
2025-05-05 05:00:00,613,31,Lexington Av/59 St,M
2025-05-05 05:00:00,614,30,59 St-Columbus Circle,M
2025-05-05 05:00:00,615,14,62 St/New Utrecht Av,B
2025-05-05 05:00:00,616,32,Jackson Hts-Roosevelt Av/74 St-Broadway,Q
2025-05-05 05:00:00,617,49,Atlantic Av-Barclays Ctr,B
2025-05-05 05:00:00,618,19,14 St/8 Av,M
2025-05-05 05:00:00,619,27,Broadway-Lafayette St/Bleecker St,M
2025-05-05 05:00:00,620,31,Borough Hall/Court St,B
2025-05-05 05:00:00,621,9,Broadway Junction,B
2025-05-05 05:00:00,622,24,Brooklyn Bridge-City Hall/Chambers St,M
2025-05-05 05:00:00,623,26,Canal St,M
2025-05-05 05:00:00,624,30,Chambers St/WTC/Park Place/Cortlandt St,M
2025-05-05 05:00:00,625,15,Delancey St-Essex St,M
2025-05-05 05:00:00,626,28,Franklin Av-Medgar Evers College/Botanic Garden,B
2025-05-05 05:00:00,627,11,Franklin Av,B
2025-05-05 05:00:00,628,31,Fulton St,M
2025-05-05 05:00:00,629,20,Metropolitan Av/Lorimer St,B
2025-05-05 05:00:00,630,11,Myrtle-Wyckoff Avs,Q
2025-05-05 05:00:00,635,13,Whitehall St-South Ferry,M
2025-05-05 05:00:00,636,28,Jay St-MetroTech,B
2025-05-05 06:00:00,1,10,Astoria-Ditmars Blvd,Q
2025-05-05 06:00:00,2,15,Astoria Blvd,Q
2025-05-05 06:00:00,3,15,30 Av,Q
2025-05-05 06:00:00,4,15,Broadway,Q
2025-05-05 06:00:00,5,15,36 Av,Q
2025-05-05 06:00:00,6,14,39 Av-Dutch Kills,Q
2025-05-05 06:00:00,8,26,5 Av/59 St,M
2025-05-05 06:00:00,9,38,57 St-7 Av,M
2025-05-05 06:00:00,10,28,49 St,M
2025-05-05 06:00:00,13,13,28 St,M
2025-05-05 06:00:00,14,13,23 St,M
2025-05-05 06:00:00,16,14,8 St-NYU,M
2025-05-05 06:00:00,17,12,Prince St,M
2025-05-05 06:00:00,20,11,City Hall,M
2025-05-05 06:00:00,22,12,Rector St,M
2025-05-05 06:00:00,26,44,DeKalb Av,B
2025-05-05 06:00:00,28,22,Union St,B
2025-05-05 06:00:00,30,22,Prospect Av,B
2025-05-05 06:00:00,31,21,25 St,B
2025-05-05 06:00:00,32,32,36 St,B
2025-05-05 06:00:00,33,15,45 St,B
2025-05-05 06:00:00,34,15,53 St,B
2025-05-05 06:00:00,35,23,59 St,B
2025-05-05 06:00:00,36,12,Bay Ridge Av,B
2025-05-05 06:00:00,37,12,77 St,B
2025-05-05 06:00:00,38,11,86 St,B
2025-05-05 06:00:00,39,7,Bay Ridge-95 St,B
2025-05-05 06:00:00,41,21,7 Av,B
2025-05-05 06:00:00,42,26,Prospect Park,B
2025-05-05 06:00:00,43,12,Parkside Av,B
2025-05-05 06:00:00,44,21,Church Av,B
2025-05-05 06:00:00,45,12,Beverley Rd,B
2025-05-05 06:00:00,46,12,Cortelyou Rd,B
2025-05-05 06:00:00,47,21,Newkirk Plaza,B
2025-05-05 06:00:00,48,12,Avenue H,B
2025-05-05 06:00:00,49,11,Avenue J,B
2025-05-05 06:00:00,50,12,Avenue M,B
2025-05-05 06:00:00,51,21,Kings Hwy,B
2025-05-05 06:00:00,52,11,Avenue U,B
2025-05-05 06:00:00,53,11,Neck Rd,B
2025-05-05 06:00:00,54,20,Sheepshead Bay,B
2025-05-05 06:00:00,55,18,Brighton Beach,B
2025-05-05 06:00:00,56,11,Ocean Pkwy,B
2025-05-05 06:00:00,57,22,W 8 St-NY Aquarium,B
2025-05-05 06:00:00,58,25,Coney Island-Stillwell Av,B
2025-05-05 06:00:00,59,10,9 Av,B
2025-05-05 06:00:00,60,9,Fort Hamilton Pkwy,B
2025-05-05 06:00:00,61,9,50 St,B
2025-05-05 06:00:00,62,10,55 St,B
2025-05-05 06:00:00,64,11,71 St,B
2025-05-05 06:00:00,65,11,79 St,B
2025-05-05 06:00:00,66,9,18 Av,B
2025-05-05 06:00:00,67,9,20 Av,B
2025-05-05 06:00:00,68,10,Bay Pkwy,B
2025-05-05 06:00:00,69,10,25 Av,B
2025-05-05 06:00:00,70,11,Bay 50 St,B
2025-05-05 06:00:00,71,11,8 Av,B
2025-05-05 06:00:00,72,12,Fort Hamilton Pkwy,B
2025-05-05 06:00:00,74,11,18 Av,B
2025-05-05 06:00:00,75,10,20 Av,B
2025-05-05 06:00:00,76,11,Bay Pkwy,B
2025-05-05 06:00:00,77,11,Kings Hwy,B
2025-05-05 06:00:00,78,11,Avenue U,B
2025-05-05 06:00:00,79,11,86 St,B
2025-05-05 06:00:00,80,10,121 St,Q
2025-05-05 06:00:00,81,10,111 St,Q
2025-05-05 06:00:00,82,11,104 St,Q
2025-05-05 06:00:00,83,11,Woodhaven Blvd,Q
2025-05-05 06:00:00,84,11,85 St-Forest Pkwy,Q
2025-05-05 06:00:00,85,11,75 St-Elderts Ln,Q
2025-05-05 06:00:00,86,11,Cypress Hills,B
2025-05-05 06:00:00,87,11,Crescent St,B
2025-05-05 06:00:00,88,10,Norwood Av,B
2025-05-05 06:00:00,89,10,Cleveland St,B
2025-05-05 06:00:00,90,11,Van Siclen Av,B
2025-05-05 06:00:00,91,11,Alabama Av,B
2025-05-05 06:00:00,93,10,Chauncey St,B
2025-05-05 06:00:00,94,9,Halsey St,B
2025-05-05 06:00:00,95,8,Gates Av,B
2025-05-05 06:00:00,96,8,Kosciuszko St,B
2025-05-05 06:00:00,97,20,Myrtle Av,B
2025-05-05 06:00:00,98,19,Flushing Av,B
2025-05-05 06:00:00,99,19,Lorimer St,B
2025-05-05 06:00:00,100,20,Hewes St,B
2025-05-05 06:00:00,101,20,Marcy Av,B
2025-05-05 06:00:00,103,9,Bowery,M
2025-05-05 06:00:00,107,4,Broad St,M
2025-05-05 06:00:00,108,6,Middle Village-Metropolitan Av,Q
2025-05-05 06:00:00,109,11,Fresh Pond Rd,Q
2025-05-05 06:00:00,110,11,Forest Av,Q
2025-05-05 06:00:00,111,10,Seneca Av,Q
2025-05-05 06:00:00,113,10,Knickerbocker Av,B
2025-05-05 06:00:00,114,11,Central Av,B
2025-05-05 06:00:00,118,19,3 Av,M
2025-05-05 06:00:00,119,19,1 Av,M
2025-05-05 06:00:00,120,20,Bedford Av,B
2025-05-05 06:00:00,122,19,Graham Av,B
2025-05-05 06:00:00,123,19,Grand St,B
2025-05-05 06:00:00,124,19,Montrose Av,B
2025-05-05 06:00:00,125,19,Morgan Av,B
2025-05-05 06:00:00,126,20,Jefferson St,B
2025-05-05 06:00:00,127,19,DeKalb Av,B
2025-05-05 06:00:00,129,20,Halsey St,B
2025-05-05 06:00:00,130,19,Wilson Av,B
2025-05-05 06:00:00,131,18,Bushwick Av-Aberdeen St,B
2025-05-05 06:00:00,133,19,Atlantic Av,B
2025-05-05 06:00:00,134,19,Sutter Av,B
2025-05-05 06:00:00,135,19,Livonia Av,B
2025-05-05 06:00:00,136,19,New Lots Av,B
2025-05-05 06:00:00,137,19,East 105 St,B
2025-05-05 06:00:00,138,8,Canarsie-Rockaway Pkwy,B
2025-05-05 06:00:00,141,10,Park Pl,B
2025-05-05 06:00:00,143,8,Inwood-207 St,M
2025-05-05 06:00:00,144,13,Dyckman St,M
2025-05-05 06:00:00,145,13,190 St,M
2025-05-05 06:00:00,146,13,181 St,M
2025-05-05 06:00:00,147,14,175 St,M
2025-05-05 06:00:00,149,11,163 St-Amsterdam Av,M
2025-05-05 06:00:00,150,11,155 St,M
2025-05-05 06:00:00,152,17,135 St,M
2025-05-05 06:00:00,153,38,125 St,M
2025-05-05 06:00:00,154,16,116 St,M
2025-05-05 06:00:00,155,17,Cathedral Pkwy (110 St),M
2025-05-05 06:00:00,156,18,103 St,M
2025-05-05 06:00:00,157,18,96 St,M
2025-05-05 06:00:00,158,18,86 St,M
2025-05-05 06:00:00,159,18,81 St-Museum of Natural History,M
2025-05-05 06:00:00,160,18,72 St,M
2025-05-05 06:00:00,162,23,50 St,M
2025-05-05 06:00:00,164,32,34 St-Penn Station,M
2025-05-05 06:00:00,165,23,23 St,M
2025-05-05 06:00:00,168,24,Spring St,M
2025-05-05 06:00:00,169,35,Canal St,M
2025-05-05 06:00:00,173,21,High St,B
2025-05-05 06:00:00,175,33,Hoyt-Schermerhorn Sts,B
2025-05-05 06:00:00,176,10,Lafayette Av,B
2025-05-05 06:00:00,177,10,Clinton-Washington Avs,B
