transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude
2025-05-05 00:00:00,subway,31,25 St (R),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2.0,0.0,40.660397,-73.99809
2025-05-05 00:00:00,subway,316,50 St (1),Manhattan,metrocard,Metrocard - Unlimited 30-Day,6.0,0.0,40.761726,-73.98385
2025-05-05 00:00:00,subway,339,"Bergen St (2,3)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,3.0,0.0,40.68083,-73.9751
2025-05-05 00:00:00,subway,363,Westchester Sq-E Tremont Av (6),Bronx,metrocard,Metrocard - Other,2.0,0.0,40.839893,-73.84295
2025-05-05 00:00:00,subway,38,86 St (R),Brooklyn,omny,OMNY - Seniors & Disability,1.0,0.0,40.62269,-74.0284
2025-05-05 00:00:00,subway,381,Kingsbridge Rd (4),Bronx,omny,OMNY - Students,2.0,0.0,40.86776,-73.89717
2025-05-05 00:00:00,subway,476,86 St (Q),Manhattan,metrocard,Metrocard - Full Fare,5.0,0.0,40.77789,-73.95179
2025-05-05 00:00:00,subway,601,"14 St/6 Av (1,2,3,L,F,M)",Manhattan,omny,OMNY - Seniors & Disability,2.0,0.0,40.737797,-73.997734
2025-05-05 00:00:00,subway,628,"Fulton St (2,3,4,5,A,C,J,Z)",Manhattan,metrocard,Metrocard - Full Fare,16.0,0.0,40.71009,-74.007835
2025-05-05 00:00:00,subway,74,18 Av (N),Brooklyn,omny,OMNY - Students,1.0,0.0,40.62067,-73.99042
2025-05-05 00:00:00,subway,100,"Hewes St (M,J)",Brooklyn,omny,OMNY - Students,2.0,0.0,40.70687,-73.95343
2025-05-05 00:00:00,subway,122,Graham Av (L),Brooklyn,omny,OMNY - Seniors & Disability,2.0,0.0,40.714565,-73.94405
2025-05-05 00:00:00,subway,179,"Nostrand Av (A,C)",Brooklyn,omny,OMNY - Students,6.0,0.0,40.68044,-73.950424
2025-05-05 00:00:00,subway,20,"City Hall (R,W)",Manhattan,omny,OMNY - Other,1.0,0.0,40.713284,-74.00698
2025-05-05 00:00:00,subway,318,"34 St-Penn Station (1,2,3)",Manhattan,metrocard,Metrocard - Seniors & Disability,3.0,0.0,40.750374,-73.99106
2025-05-05 00:00:00,subway,326,Franklin St (1),Manhattan,omny,OMNY - Full Fare,12.0,0.0,40.71932,-74.00689
2025-05-05 00:00:00,subway,334,"Clark St (2,3)",Brooklyn,metrocard,Metrocard - Full Fare,2.0,0.0,40.697468,-73.99309
2025-05-05 00:00:00,subway,373,E 149 St (6),Bronx,metrocard,Metrocard - Full Fare,1.0,1.0,40.81212,-73.9041
2025-05-05 00:00:00,subway,39,Bay Ridge-95 St (R),Brooklyn,omny,OMNY - Students,1.0,0.0,40.616623,-74.030876
2025-05-05 00:00:00,subway,397,"86 St (4,5,6)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,9.0,0.0,40.77949,-73.95559
2025-05-05 00:00:00,subway,399,68 St-Hunter College (6),Manhattan,omny,OMNY - Full Fare,31.0,4.0,40.768143,-73.96387
2025-05-05 00:00:00,subway,418,"233 St (2,5)",Bronx,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.893192,-73.857475
2025-05-05 00:00:00,subway,449,111 St (7),Queens,omny,OMNY - Full Fare,7.0,2.0,40.75173,-73.85533
2025-05-05 00:00:00,subway,456,61 St-Woodside (7),Queens,omny,OMNY - Full Fare,21.0,0.0,40.74563,-73.902985
2025-05-05 00:00:00,subway,623,"Canal St (6,J,Z,N,Q,R,W)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,10.0,0.0,40.7187,-74.00058
2025-05-05 00:00:00,subway,9,"57 St-7 Av (N,Q,R,W)",Manhattan,metrocard,Metrocard - Fair Fare,3.0,0.0,40.764664,-73.98066
2025-05-05 00:00:00,subway,192,Rockaway Blvd (A),Queens,omny,OMNY - Students,1.0,0.0,40.680428,-73.84386
2025-05-05 00:00:00,subway,235,York St (F),Brooklyn,metrocard,Metrocard - Full Fare,5.0,0.0,40.701397,-73.98675
2025-05-05 00:00:00,subway,270,"46 St (M,R)",Queens,omny,OMNY - Students,1.0,0.0,40.756313,-73.91333
2025-05-05 00:00:00,subway,316,50 St (1),Manhattan,omny,OMNY - Fair Fare,1.0,0.0,40.761726,-73.98385
2025-05-05 00:00:00,subway,319,28 St (1),Manhattan,omny,OMNY - Full Fare,37.0,0.0,40.747215,-73.99336
2025-05-05 00:00:00,subway,371,Hunts Point Av (6),Bronx,metrocard,Metrocard - Fair Fare,2.0,1.0,40.82095,-73.89055
2025-05-05 00:00:00,subway,395,103 St (6),Manhattan,omny,OMNY - Students,1.0,0.0,40.7906,-73.94748
2025-05-05 00:00:00,subway,407,Astor Pl (6),Manhattan,metrocard,Metrocard - Unlimited 7-Day,4.0,0.0,40.730053,-73.99107
2025-05-05 00:00:00,subway,416,Wakefield-241 St (2),Bronx,metrocard,Metrocard - Unlimited 30-Day,2.0,0.0,40.903126,-73.85062
2025-05-05 00:00:00,subway,443,Baychester Av (5),Bronx,metrocard,Metrocard - Other,2.0,0.0,40.878662,-73.83859
2025-05-05 00:00:00,subway,6,"39 Av-Dutch Kills (N,W)",Queens,omny,OMNY - Students,2.0,0.0,40.75288,-73.932755
2025-05-05 00:00:00,subway,64,71 St (D),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.61959,-73.99886
2025-05-05 00:00:00,subway,66,18 Av (D),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.607952,-74.00174
2025-05-05 00:00:00,subway,150,155 St (C),Manhattan,metrocard,Metrocard - Other,4.0,0.0,40.830517,-73.94151
2025-05-05 00:00:00,subway,186,Van Siclen Av (C),Brooklyn,metrocard,Metrocard - Full Fare,1.0,0.0,40.67271,-73.89036
2025-05-05 00:00:00,subway,237,"Carroll St (F,G)",Brooklyn,metrocard,Metrocard - Full Fare,1.0,0.0,40.6803,-73.99505
2025-05-05 00:00:00,subway,264,"Woodhaven Blvd (M,R)",Queens,omny,OMNY - Students,1.0,0.0,40.733105,-73.86923
2025-05-05 00:00:00,subway,295,231 St (1),Bronx,omny,OMNY - Students,1.0,0.0,40.878857,-73.90483
2025-05-05 00:00:00,subway,324,Houston St (1),Manhattan,omny,OMNY - Other,1.0,0.0,40.728252,-74.00536
2025-05-05 00:00:00,subway,360,Pelham Bay Park (6),Bronx,metrocard,Metrocard - Other,5.0,0.0,40.852463,-73.82812
2025-05-05 00:00:00,subway,428,"174 St (2,5)",Bronx,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.837288,-73.88773
2025-05-05 00:00:00,subway,436,Harlem-148 St (3),Manhattan,omny,OMNY - Full Fare,1.0,0.0,40.82388,-73.93647
2025-05-05 00:00:00,subway,10,"49 St (N,R,W)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,11.0,0.0,40.7599,-73.98414
2025-05-05 00:00:00,subway,136,New Lots Av (L),Brooklyn,metrocard,Metrocard - Full Fare,3.0,1.0,40.658733,-73.89923
2025-05-05 00:00:00,subway,175,"Hoyt-Schermerhorn Sts (A,C,G)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.688484,-73.985
2025-05-05 00:00:00,subway,183,Rockaway Av (C),Brooklyn,omny,OMNY - Students,3.0,0.0,40.67834,-73.91195
2025-05-05 00:00:00,subway,190,80 St (A),Queens,omny,OMNY - Fair Fare,1.0,0.0,40.67937,-73.85899
2025-05-05 00:00:00,subway,303,157 St (1),Manhattan,omny,OMNY - Fair Fare,1.0,0.0,40.83404,-73.94489
2025-05-05 00:00:00,subway,314,66 St-Lincoln Center (1),Manhattan,metrocard,Metrocard - Other,7.0,0.0,40.77344,-73.98221
2025-05-05 00:00:00,subway,347,Saratoga Av (3),Brooklyn,metrocard,Metrocard - Fair Fare,1.0,0.0,40.661453,-73.91633
2025-05-05 00:00:00,subway,365,Castle Hill Av (6),Bronx,omny,OMNY - Full Fare,7.0,0.0,40.834255,-73.85122
2025-05-05 00:00:00,subway,394,110 St (6),Manhattan,omny,OMNY - Students,2.0,0.0,40.79502,-73.94425
2025-05-05 00:00:00,subway,413,"Wall St (4,5)",Manhattan,metrocard,Metrocard - Fair Fare,1.0,0.0,40.707558,-74.01186
2025-05-05 00:00:00,subway,427,"West Farms Sq-E Tremont Av (2,5)",Bronx,metrocard,Metrocard - Unlimited 30-Day,2.0,0.0,40.840294,-73.88005
2025-05-05 00:00:00,subway,58,"Coney Island-Stillwell Av (D,F,N,Q)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2.0,0.0,40.577423,-73.98123
2025-05-05 00:00:00,subway,58,"Coney Island-Stillwell Av (D,F,N,Q)",Brooklyn,omny,OMNY - Full Fare,20.0,2.0,40.577423,-73.98123
2025-05-05 00:00:00,subway,606,"Court Sq-23 St (7,E,F,G)",Queens,metrocard,Metrocard - Full Fare,2.0,0.0,40.747143,-73.94503
2025-05-05 00:00:00,subway,616,"Jackson Hts-Roosevelt Av/74 St-Broadway (7,E,F,M,R)",Queens,omny,OMNY - Students,7.0,1.0,40.746746,-73.891365
2025-05-05 00:00:00,staten_island_railway,502,Tompkinsville (SIR),Staten Island,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.636948,-74.07484
2025-05-05 00:00:00,subway,149,163 St-Amsterdam Av (C),Manhattan,omny,OMNY - Fair Fare,1.0,0.0,40.836014,-73.939896
2025-05-05 00:00:00,subway,16,"8 St-NYU (R,W)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,4.0,0.0,40.730328,-73.99263
2025-05-05 00:00:00,subway,17,"Prince St (R,W)",Manhattan,omny,OMNY - Seniors & Disability,1.0,0.0,40.72433,-73.9977
2025-05-05 00:00:00,subway,210,Norwood-205 St (D),Bronx,metrocard,Metrocard - Fair Fare,1.0,0.0,40.87481,-73.87885
2025-05-05 00:00:00,subway,245,18 Av (F),Brooklyn,omny,OMNY - Full Fare,5.0,0.0,40.629753,-73.976974
2025-05-05 00:00:00,subway,259,"Kew Gardens-Union Tpke (E,F)",Queens,metrocard,Metrocard - Fair Fare,2.0,0.0,40.71444,-73.83101
2025-05-05 00:00:00,subway,278,"Jamaica Center-Parsons/Archer (E,J,Z)",Queens,omny,OMNY - Full Fare,34.0,16.0,40.70215,-73.80111
2025-05-05 00:00:00,subway,292,Fulton St (G),Brooklyn,metrocard,Metrocard - Other,1.0,0.0,40.68712,-73.97537
2025-05-05 00:00:00,subway,295,231 St (1),Bronx,metrocard,Metrocard - Unlimited 7-Day,3.0,0.0,40.878857,-73.90483
2025-05-05 00:00:00,subway,312,79 St (1),Manhattan,omny,OMNY - Fair Fare,1.0,0.0,40.783936,-73.97992
2025-05-05 00:00:00,subway,343,Nostrand Av (3),Brooklyn,omny,OMNY - Full Fare,3.0,0.0,40.669846,-73.95046
2025-05-05 00:00:00,subway,399,68 St-Hunter College (6),Manhattan,metrocard,Metrocard - Unlimited 7-Day,3.0,0.0,40.768143,-73.96387
2025-05-05 00:00:00,subway,423,"Allerton Av (2,5)",Bronx,metrocard,Metrocard - Unlimited 7-Day,2.0,0.0,40.865463,-73.867355
2025-05-05 00:00:00,subway,439,"125 St (2,3)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,9.0,0.0,40.807755,-73.945496
2025-05-05 00:00:00,subway,458,46 St-Bliss St (7),Queens,metrocard,Metrocard - Fair Fare,2.0,0.0,40.743134,-73.918434
2025-05-05 00:00:00,subway,610,"Grand Central-42 St (4,5,6,7,S)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,34.0,0.0,40.75199,-73.977356
2025-05-05 00:00:00,subway,114,Central Av (M),Brooklyn,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.697857,-73.9274
2025-05-05 00:00:00,subway,143,Inwood-207 St (A),Manhattan,metrocard,Metrocard - Full Fare,4.0,0.0,40.868073,-73.9199
2025-05-05 00:00:00,subway,162,"50 St (C,E)",Manhattan,metrocard,Metrocard - Other,1.0,0.0,40.762455,-73.985985
2025-05-05 00:00:00,subway,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",Manhattan,metrocard,Metrocard - Full Fare,21.0,0.0,40.758663,-73.98133
2025-05-05 00:00:00,subway,232,2 Av (F),Manhattan,omny,OMNY - Full Fare,77.0,1.0,40.7234,-73.98994
2025-05-05 00:00:00,subway,259,"Kew Gardens-Union Tpke (E,F)",Queens,omny,OMNY - Seniors & Disability,1.0,1.0,40.71444,-73.83101
2025-05-05 00:00:00,subway,261,"Forest Hills-71 Av (E,F,M,R)",Queens,metrocard,Metrocard - Other,10.0,0.0,40.72169,-73.84452
2025-05-05 00:00:00,subway,287,Flushing Av (G),Brooklyn,metrocard,Metrocard - Fair Fare,3.0,0.0,40.70038,-73.95023
2025-05-05 00:00:00,subway,311,86 St (1),Manhattan,metrocard,Metrocard - Fair Fare,4.0,0.0,40.788643,-73.97622
2025-05-05 00:00:00,subway,314,66 St-Lincoln Center (1),Manhattan,metrocard,Metrocard - Fair Fare,2.0,0.0,40.77344,-73.98221
2025-05-05 00:00:00,subway,360,Pelham Bay Park (6),Bronx,metrocard,Metrocard - Unlimited 7-Day,2.0,0.0,40.852463,-73.82812
2025-05-05 00:00:00,subway,388,167 St (4),Bronx,omny,OMNY - Other,1.0,1.0,40.835537,-73.9214
2025-05-05 00:00:00,subway,413,"Wall St (4,5)",Manhattan,omny,OMNY - Students,3.0,0.0,40.707558,-74.01186
2025-05-05 00:00:00,subway,455,69 St (7),Queens,metrocard,Metrocard - Unlimited 7-Day,3.0,0.0,40.746326,-73.8964
2025-05-05 00:00:00,subway,57,"W 8 St-NY Aquarium (F,Q)",Brooklyn,omny,OMNY - Full Fare,1.0,0.0,40.576126,-73.97594
2025-05-05 00:00:00,subway,608,"4 Av-9 St (F,G,R)",Brooklyn,metrocard,Metrocard - Other,1.0,0.0,40.67056,-73.989044
2025-05-05 00:00:00,subway,635,"Whitehall St-South Ferry (1,R,W)",Manhattan,metrocard,Metrocard - Other,7.0,0.0,40.702576,-74.01333
2025-05-05 00:00:00,subway,71,8 Av (N),Brooklyn,omny,OMNY - Full Fare,9.0,0.0,40.635063,-74.01172
2025-05-05 00:00:00,subway,94,Halsey St (J),Brooklyn,omny,OMNY - Full Fare,8.0,2.0,40.68637,-73.91656
2025-05-05 00:00:00,subway,100,"Hewes St (M,J)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,7.0,0.0,40.70687,-73.95343
2025-05-05 00:00:00,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Fair Fare,2.0,0.0,40.73285,-73.98612
2025-05-05 00:00:00,subway,179,"Nostrand Av (A,C)",Brooklyn,omny,OMNY - Full Fare,35.0,1.0,40.68044,-73.950424
2025-05-05 00:00:00,subway,271,"Steinway St (M,R)",Queens,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.756878,-73.92074
2025-05-05 00:00:00,subway,292,Fulton St (G),Brooklyn,omny,OMNY - Full Fare,5.0,0.0,40.68712,-73.97537
2025-05-05 00:00:00,subway,383,183 St (4),Bronx,omny,OMNY - Students,1.0,0.0,40.858406,-73.90388
2025-05-05 00:00:00,subway,385,176 St (4),Bronx,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.84848,-73.9118
2025-05-05 00:00:00,subway,392,"125 St (4,5,6)",Manhattan,omny,OMNY - Full Fare,75.0,9.0,40.80414,-73.93759
2025-05-05 00:00:00,subway,431,"Intervale Av (2,5)",Bronx,metrocard,Metrocard - Full Fare,1.0,0.0,40.82218,-73.896736
2025-05-05 00:00:00,subway,90,"Van Siclen Av (J,Z)",Brooklyn,metrocard,Metrocard - Full Fare,1.0,0.0,40.678024,-73.891685
2025-05-05 00:00:00,subway,96,Kosciuszko St (J),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.69334,-73.92882
2025-05-05 00:00:00,subway,211,"Bedford Park Blvd (B,D)",Bronx,metrocard,Metrocard - Fair Fare,2.0,0.0,40.873245,-73.88714
2025-05-05 00:00:00,subway,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",Manhattan,omny,OMNY - Fair Fare,5.0,0.0,40.758663,-73.98133
2025-05-05 00:00:00,subway,271,"Steinway St (M,R)",Queens,metrocard,Metrocard - Unlimited 7-Day,3.0,0.0,40.756878,-73.92074
2025-05-05 00:00:00,subway,307,116 St-Columbia University (1),Manhattan,omny,OMNY - Fair Fare,2.0,0.0,40.80772,-73.96411
2025-05-05 00:00:00,subway,309,103 St (1),Manhattan,omny,OMNY - Full Fare,19.0,0.0,40.799446,-73.968376
2025-05-05 00:00:00,subway,32,"36 St (D,N,R)",Brooklyn,omny,OMNY - Full Fare,27.0,0.0,40.655144,-74.00355
2025-05-05 00:00:00,subway,369,Elder Av (6),Bronx,omny,OMNY - Students,2.0,0.0,40.828583,-73.87916
2025-05-05 00:00:00,subway,380,Bedford Park Blvd-Lehman College (4),Bronx,metrocard,Metrocard - Full Fare,1.0,0.0,40.873413,-73.89006
2025-05-05 00:00:00,subway,477,72 St (Q),Manhattan,metrocard,Metrocard - Unlimited 30-Day,6.0,0.0,40.7688,-73.95843
2025-05-05 00:00:00,subway,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",Manhattan,metrocard,Metrocard - Full Fare,25.0,0.0,40.74964,-73.987885
2025-05-05 00:00:00,subway,618,"14 St/8 Av (A,C,E,L)",Manhattan,omny,OMNY - Full Fare,219.0,2.0,40.740334,-74.00214
2025-05-05 00:00:00,subway,630,"Myrtle-Wyckoff Avs (M,L)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0,40.699623,-73.91199
2025-05-05 00:00:00,subway,119,1 Av (L),Manhattan,omny,OMNY - Full Fare,113.0,5.0,40.730953,-73.98163
2025-05-05 00:00:00,subway,212,"Kingsbridge Rd (B,D)",Bronx,metrocard,Metrocard - Unlimited 7-Day,2.0,0.0,40.866978,-73.89351
2025-05-05 00:00:00,subway,216,"174-175 Sts (B,D)",Bronx,metrocard,Metrocard - Unlimited 7-Day,2.0,0.0,40.8459,-73.91013
2025-05-05 00:00:00,subway,221,21 St-Queensbridge (M),Queens,metrocard,Metrocard - Unlimited 7-Day,7.0,0.0,40.754204,-73.94283
2025-05-05 00:00:00,subway,258,"Briarwood (E,F)",Queens,metrocard,Metrocard - Other,3.0,0.0,40.70918,-73.82057
2025-05-05 00:00:00,subway,347,Saratoga Av (3),Brooklyn,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.661453,-73.91633
2025-05-05 00:00:00,subway,347,Saratoga Av (3),Brooklyn,omny,OMNY - Students,2.0,0.0,40.661453,-73.91633
2025-05-05 00:00:00,subway,413,"Wall St (4,5)",Manhattan,omny,OMNY - Seniors & Disability,1.0,0.0,40.707558,-74.01186
2025-05-05 00:00:00,subway,421,"Gun Hill Rd (2,5)",Bronx,metrocard,Metrocard - Fair Fare,2.0,0.0,40.87785,-73.86626
2025-05-05 00:00:00,subway,602,"14 St-Union Sq (4,5,6,L,N,Q,R,W)",Manhattan,metrocard,Metrocard - Fair Fare,13.0,0.0,40.735065,-73.99042
2025-05-05 00:00:00,subway,605,"168 St-Washington Hts (1,A,C)",Manhattan,metrocard,Metrocard - Full Fare,4.0,0.0,40.840637,-73.93985
2025-05-05 00:00:00,subway,608,"4 Av-9 St (F,G,R)",Brooklyn,metrocard,Metrocard - Full Fare,3.0,0.0,40.67056,-73.989044
2025-05-05 00:00:00,subway,618,"14 St/8 Av (A,C,E,L)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,17.0,0.0,40.740334,-74.00214
2025-05-05 00:00:00,subway,624,"Chambers St/WTC/Park Place/Cortlandt St (2,3,A,C,E,R,W)",Manhattan,omny,OMNY - Fair Fare,1.0,0.0,40.712605,-74.00955
2025-05-05 00:00:00,subway,635,"Whitehall St-South Ferry (1,R,W)",Manhattan,omny,OMNY - Students,4.0,1.0,40.702576,-74.01333
2025-05-05 00:00:00,subway,101,"Marcy Av (M,J,Z)",Brooklyn,omny,OMNY - Full Fare,2.0,0.0,40.70836,-73.957756
2025-05-05 00:00:00,subway,214,"182-183 Sts (B,D)",Bronx,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.856094,-73.90074
2025-05-05 00:00:00,subway,216,"174-175 Sts (B,D)",Bronx,omny,OMNY - Fair Fare,1.0,0.0,40.8459,-73.91013
2025-05-05 00:00:00,subway,269,"Northern Blvd (M,R)",Queens,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.752884,-73.906006
2025-05-05 00:00:00,subway,280,Jamaica-Van Wyck (E),Queens,omny,OMNY - Students,2.0,0.0,40.702564,-73.81686
2025-05-05 00:00:00,subway,337,"Nevins St (2,3,4,5)",Brooklyn,metrocard,Metrocard - Other,11.0,0.0,40.688248,-73.98049
2025-05-05 00:00:00,subway,430,"Simpson St (2,5)",Bronx,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.824074,-73.89307
2025-05-05 00:00:00,subway,447,Flushing-Main St (7),Queens,metrocard,Metrocard - Unlimited 30-Day,11.0,0.0,40.7596,-73.83003
2025-05-05 00:00:00,subway,619,"Broadway-Lafayette St/Bleecker St (6,B,D,F,M)",Manhattan,omny,OMNY - Seniors & Disability,3.0,0.0,40.725605,-73.99543
2025-05-05 00:00:00,subway,77,Kings Hwy (N),Brooklyn,metrocard,Metrocard - Full Fare,1.0,0.0,40.603924,-73.980354
2025-05-05 00:00:00,subway,195,Ozone Park-Lefferts Blvd (A),Queens,metrocard,Metrocard - Fair Fare,4.0,1.0,40.68595,-73.8258
2025-05-05 00:00:00,subway,271,"Steinway St (M,R)",Queens,metrocard,Metrocard - Full Fare,3.0,0.0,40.756878,-73.92074
2025-05-05 00:00:00,subway,311,86 St (1),Manhattan,metrocard,Metrocard - Unlimited 30-Day,5.0,0.0,40.788643,-73.97622
2025-05-05 00:00:00,subway,333,"Wall St (2,3)",Manhattan,omny,OMNY - Students,2.0,0.0,40.70682,-74.0091
2025-05-05 00:00:00,subway,347,Saratoga Av (3),Brooklyn,omny,OMNY - Other,1.0,1.0,40.661453,-73.91633
2025-05-05 00:00:00,subway,368,Morrison Av-Soundview (6),Bronx,metrocard,Metrocard - Other,4.0,0.0,40.82952,-73.87452
2025-05-05 00:00:00,subway,398,77 St (6),Manhattan,metrocard,Metrocard - Full Fare,8.0,0.0,40.77362,-73.95988
2025-05-05 00:00:00,subway,602,"14 St-Union Sq (4,5,6,L,N,Q,R,W)",Manhattan,omny,OMNY - Students,10.0,0.0,40.735065,-73.99042
2025-05-05 00:00:00,subway,614,"59 St-Columbus Circle (1,A,C,B,D)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,32.0,0.0,40.768272,-73.981834
2025-05-05 00:00:00,subway,623,"Canal St (6,J,Z,N,Q,R,W)",Manhattan,omny,OMNY - Full Fare,84.0,0.0,40.7187,-74.00058
2025-05-05 00:00:00,subway,629,"Metropolitan Av/Lorimer St (G,L)",Brooklyn,omny,OMNY - Fair Fare,1.0,0.0,40.71343,-73.95084
2025-05-05 00:00:00,subway,89,Cleveland St (J),Brooklyn,omny,OMNY - Seniors & Disability,1.0,0.0,40.679947,-73.884636
2025-05-05 00:00:00,subway,94,Halsey St (J),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,2.0,0.0,40.68637,-73.91656
2025-05-05 00:00:00,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Unlimited 30-Day,4.0,0.0,40.730953,-73.98163
2025-05-05 00:00:00,subway,124,Montrose Av (L),Brooklyn,omny,OMNY - Full Fare,28.0,0.0,40.70774,-73.93985
2025-05-05 00:00:00,subway,234,East Broadway (F),Manhattan,omny,OMNY - Full Fare,32.0,0.0,40.713715,-73.99017
2025-05-05 00:00:00,subway,28,Union St (R),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.677315,-73.98311
2025-05-05 00:00:00,subway,284,Nassau Av (G),Brooklyn,omny,OMNY - Full Fare,27.0,0.0,40.724636,-73.95128
2025-05-05 00:00:00,subway,286,Broadway (G),Brooklyn,omny,OMNY - Full Fare,11.0,0.0,40.706093,-73.95031
2025-05-05 00:00:00,subway,311,86 St (1),Manhattan,metrocard,Metrocard - Other,1.0,0.0,40.788643,-73.97622
2025-05-05 00:00:00,subway,320,23 St (1),Manhattan,omny,OMNY - Seniors & Disability,1.0,1.0,40.74408,-73.99566
2025-05-05 00:00:00,subway,391,"138 St-Grand Concourse (4,5)",Bronx,metrocard,Metrocard - Other,1.0,0.0,40.813225,-73.92985
2025-05-05 00:00:00,subway,392,"125 St (4,5,6)",Manhattan,metrocard,Metrocard - Other,10.0,0.0,40.80414,-73.93759
2025-05-05 00:00:00,subway,621,"Broadway Junction (A,C,J,Z,L)",Brooklyn,omny,OMNY - Full Fare,18.0,0.0,40.678898,-73.90436
2025-05-05 00:00:00,subway,9,"57 St-7 Av (N,Q,R,W)",Manhattan,metrocard,Metrocard - Full Fare,16.0,1.0,40.764664,-73.98066
2025-05-05 00:00:00,subway,217,"170 St (B,D)",Bronx,omny,OMNY - Full Fare,4.0,0.0,40.839306,-73.9134
2025-05-05 00:00:00,subway,254,Jamaica-179 St (F),Queens,metrocard,Metrocard - Full Fare,1.0,1.0,40.712646,-73.78381
2025-05-05 00:00:00,subway,270,"46 St (M,R)",Queens,metrocard,Metrocard - Fair Fare,1.0,0.0,40.756313,-73.91333
2025-05-05 00:00:00,subway,358,"Newkirk Av-Little Haiti (2,5)",Brooklyn,omny,OMNY - Students,1.0,0.0,40.63997,-73.94841
2025-05-05 00:00:00,subway,369,Elder Av (6),Bronx,metrocard,Metrocard - Other,2.0,0.0,40.828583,-73.87916
2025-05-05 00:00:00,subway,381,Kingsbridge Rd (4),Bronx,omny,OMNY - Full Fare,6.0,0.0,40.86776,-73.89717
2025-05-05 00:00:00,subway,392,"125 St (4,5,6)",Manhattan,omny,OMNY - Students,7.0,0.0,40.80414,-73.93759
2025-05-05 00:00:00,subway,403,33 St (6),Manhattan,metrocard,Metrocard - Fair Fare,2.0,0.0,40.746082,-73.98208
2025-05-05 00:00:00,subway,416,Wakefield-241 St (2),Bronx,metrocard,Metrocard - Full Fare,3.0,0.0,40.903126,-73.85062
2025-05-05 00:00:00,subway,59,9 Av (D),Brooklyn,metrocard,Metrocard - Full Fare,2.0,0.0,40.646294,-73.99432
2025-05-05 00:00:00,subway,610,"Grand Central-42 St (4,5,6,7,S)",Manhattan,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.75199,-73.977356
2025-05-05 00:00:00,subway,14,"23 St (R,W)",Manhattan,metrocard,Metrocard - Fair Fare,2.0,0.0,40.741302,-73.98934
2025-05-05 00:00:00,subway,173,"High St (A,C)",Brooklyn,omny,OMNY - Other,1.0,0.0,40.699337,-73.99053
2025-05-05 00:00:00,subway,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",Manhattan,metrocard,Metrocard - Fair Fare,10.0,0.0,40.758663,-73.98133
2025-05-05 00:00:00,subway,254,Jamaica-179 St (F),Queens,metrocard,Metrocard - Unlimited 30-Day,4.0,0.0,40.712646,-73.78381
2025-05-05 00:00:00,subway,257,Sutphin Blvd (F),Queens,metrocard,Metrocard - Unlimited 30-Day,2.0,0.0,40.70546,-73.81071
2025-05-05 00:00:00,subway,308,Cathedral Pkwy (110 St) (1),Manhattan,metrocard,Metrocard - Other,2.0,0.0,40.803967,-73.96685
2025-05-05 00:00:00,subway,351,Van Siclen Av (3),Brooklyn,omny,OMNY - Full Fare,3.0,0.0,40.665447,-73.8894
2025-05-05 00:00:00,subway,377,3 Av-138 St (6),Bronx,metrocard,Metrocard - Full Fare,5.0,0.0,40.810474,-73.92614
