transit_timestamp,station_complex_id,station_complex,borough,latitude,longitude,passenger_entries
2025-05-05 06:00:00,188,"Euclid Av (A,C)",Brooklyn,40.675377,-73.87211,744.0
2025-05-05 06:00:00,189,Grant Av (A),Brooklyn,40.677044,-73.86505,384.0
2025-05-05 06:00:00,190,80 St (A),Queens,40.67937,-73.85899,316.0
2025-05-05 06:00:00,191,88 St (A),Queens,40.679844,-73.85147,264.0
2025-05-05 06:00:00,192,Rockaway Blvd (A),Queens,40.680428,-73.84386,642.0
2025-05-05 06:00:00,193,104 St (A),Queens,40.68171,-73.837685,183.0
2025-05-05 06:00:00,194,111 St (A),Queens,40.68433,-73.83216,253.0
2025-05-05 06:00:00,195,Ozone Park-Lefferts Blvd (A),Queens,40.68595,-73.8258,741.0
2025-05-05 06:00:00,196,Aqueduct Racetrack (A),Queens,40.672096,-73.83592,11.0
2025-05-05 06:00:00,197,Aqueduct-N Conduit Av (A),Queens,40.668236,-73.83406,75.0
2025-05-05 06:00:00,198,Howard Beach-JFK Airport (A),Queens,40.660477,-73.8303,605.0
2025-05-05 06:00:00,210,Norwood-205 St (D),Bronx,40.87481,-73.87885,389.0
2025-05-05 06:00:00,211,"Bedford Park Blvd (B,D)",Bronx,40.873245,-73.88714,428.0
2025-05-05 06:00:00,212,"Kingsbridge Rd (B,D)",Bronx,40.866978,-73.89351,471.0
2025-05-05 06:00:00,213,"Fordham Rd (B,D)",Bronx,40.861298,-73.89775,468.0
2025-05-05 06:00:00,214,"182-183 Sts (B,D)",Bronx,40.856094,-73.90074,257.0
2025-05-05 06:00:00,215,"Tremont Av (B,D)",Bronx,40.85041,-73.90523,584.0
2025-05-05 06:00:00,216,"174-175 Sts (B,D)",Bronx,40.8459,-73.91013,195.0
2025-05-05 06:00:00,217,"170 St (B,D)",Bronx,40.839306,-73.9134,315.0
2025-05-05 06:00:00,218,"167 St (B,D)",Bronx,40.83377,-73.91844,402.0
2025-05-05 06:00:00,220,"155 St (B,D)",Manhattan,40.830135,-73.93821,122.0
2025-05-05 06:00:00,221,21 St-Queensbridge (M),Queens,40.754204,-73.94283,355.0
2025-05-05 06:00:00,222,Roosevelt Island (M),Manhattan,40.759144,-73.95326,191.0
2025-05-05 06:00:00,223,"Lexington Av/63 St (M,Q)",Manhattan,40.76463,-73.96611,157.0
2025-05-05 06:00:00,224,57 St (M),Manhattan,40.763973,-73.97745,57.0
2025-05-05 06:00:00,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",Manhattan,40.758663,-73.98133,127.0
2025-05-05 06:00:00,228,"23 St (F,M)",Manhattan,40.742878,-73.99282,206.0
2025-05-05 06:00:00,231,"Grand St (B,D)",Manhattan,40.718266,-73.99375,211.0
2025-05-05 06:00:00,232,2 Av (F),Manhattan,40.7234,-73.98994,171.0
2025-05-05 06:00:00,234,East Broadway (F),Manhattan,40.713715,-73.99017,253.0
2025-05-05 06:00:00,235,York St (F),Brooklyn,40.701397,-73.98675,123.0
2025-05-05 06:00:00,236,"Bergen St (F,G)",Brooklyn,40.686146,-73.99086,168.0
2025-05-05 06:00:00,237,"Carroll St (F,G)",Brooklyn,40.6803,-73.99505,234.0
2025-05-05 06:00:00,238,"Smith-9 Sts (F,G)",Brooklyn,40.67358,-73.99596,90.0
2025-05-05 06:00:00,240,"7 Av (F,G)",Brooklyn,40.66627,-73.98031,225.0
2025-05-05 06:00:00,241,"15 St-Prospect Park (F,G)",Brooklyn,40.660366,-73.97949,136.0
2025-05-05 06:00:00,242,"Fort Hamilton Pkwy (F,G)",Brooklyn,40.650784,-73.97578,244.0
2025-05-05 06:00:00,243,"Church Av (F,G)",Brooklyn,40.64404,-73.979675,450.0
2025-05-05 06:00:00,244,Ditmas Av (F),Brooklyn,40.63612,-73.97817,197.0
2025-05-05 06:00:00,245,18 Av (F),Brooklyn,40.629753,-73.976974,155.0
2025-05-05 06:00:00,246,Avenue I (F),Brooklyn,40.62532,-73.97613,47.0
2025-05-05 06:00:00,247,Bay Pkwy (F),Brooklyn,40.62077,-73.975266,75.0
2025-05-05 06:00:00,248,Avenue N (F),Brooklyn,40.61514,-73.9742,176.0
2025-05-05 06:00:00,249,Avenue P (F),Brooklyn,40.608944,-73.97302,164.0
2025-05-05 06:00:00,250,Kings Hwy (F),Brooklyn,40.603218,-73.97236,170.0
2025-05-05 06:00:00,251,Avenue U (F),Brooklyn,40.59606,-73.97336,121.0
2025-05-05 06:00:00,252,Avenue X (F),Brooklyn,40.58962,-73.97425,152.0
2025-05-05 06:00:00,253,Neptune Av (F),Brooklyn,40.581013,-73.97457,75.0
2025-05-05 06:00:00,254,Jamaica-179 St (F),Queens,40.712646,-73.78381,1782.0
2025-05-05 06:00:00,255,169 St (F),Queens,40.71047,-73.7936,492.0
2025-05-05 06:00:00,256,Parsons Blvd (F),Queens,40.707565,-73.80333,479.0
2025-05-05 06:00:00,257,Sutphin Blvd (F),Queens,40.70546,-73.81071,332.0
2025-05-05 06:00:00,258,"Briarwood (E,F)",Queens,40.70918,-73.82057,331.0
2025-05-05 06:00:00,259,"Kew Gardens-Union Tpke (E,F)",Queens,40.71444,-73.83101,1302.0
2025-05-05 06:00:00,260,"75 Av (E,F)",Queens,40.71833,-73.837326,153.0
2025-05-05 06:00:00,261,"Forest Hills-71 Av (E,F,M,R)",Queens,40.72169,-73.84452,1256.0
2025-05-05 06:00:00,262,"67 Av (M,R)",Queens,40.726524,-73.85272,419.0
2025-05-05 06:00:00,263,"63 Dr-Rego Park (M,R)",Queens,40.729847,-73.8616,717.0
2025-05-05 06:00:00,264,"Woodhaven Blvd (M,R)",Queens,40.733105,-73.86923,1169.0
2025-05-05 06:00:00,265,"Grand Av-Newtown (M,R)",Queens,40.737015,-73.87722,1368.0
2025-05-05 06:00:00,266,"Elmhurst Av (M,R)",Queens,40.742455,-73.88202,871.0
2025-05-05 06:00:00,268,"65 St (M,R)",Queens,40.74967,-73.89845,241.0
2025-05-05 06:00:00,269,"Northern Blvd (M,R)",Queens,40.752884,-73.906006,416.0
2025-05-05 06:00:00,270,"46 St (M,R)",Queens,40.756313,-73.91333,335.0
2025-05-05 06:00:00,271,"Steinway St (M,R)",Queens,40.756878,-73.92074,383.0
2025-05-05 06:00:00,272,"36 St (M,R)",Queens,40.75204,-73.92878,58.0
2025-05-05 06:00:00,273,"Queens Plaza (E,F,R)",Queens,40.748974,-73.93724,275.0
2025-05-05 06:00:00,276,"5 Av/53 St (E,F)",Manhattan,40.760166,-73.97523,29.0
2025-05-05 06:00:00,277,"7 Av (E,B,D)",Manhattan,40.762863,-73.981636,105.0
2025-05-05 06:00:00,278,"Jamaica Center-Parsons/Archer (E,J,Z)",Queens,40.70215,-73.80111,2517.0
2025-05-05 06:00:00,279,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",Queens,40.700485,-73.80797,1707.0
2025-05-05 06:00:00,280,Jamaica-Van Wyck (E),Queens,40.702564,-73.81686,300.0
2025-05-05 06:00:00,282,21 St (G),Queens,40.744064,-73.94972,48.0
2025-05-05 06:00:00,283,Greenpoint Av (G),Brooklyn,40.731354,-73.95445,200.0
2025-05-05 06:00:00,284,Nassau Av (G),Brooklyn,40.724636,-73.95128,175.0
2025-05-05 06:00:00,286,Broadway (G),Brooklyn,40.706093,-73.95031,166.0
2025-05-05 06:00:00,287,Flushing Av (G),Brooklyn,40.70038,-73.95023,90.0
2025-05-05 06:00:00,288,Myrtle-Willoughby Avs (G),Brooklyn,40.69457,-73.94904,207.0
2025-05-05 06:00:00,289,Bedford-Nostrand Avs (G),Brooklyn,40.68963,-73.95352,258.0
2025-05-05 06:00:00,290,Classon Av (G),Brooklyn,40.688873,-73.96007,158.0
2025-05-05 06:00:00,291,Clinton-Washington Avs (G),Brooklyn,40.688087,-73.96684,89.0
2025-05-05 06:00:00,292,Fulton St (G),Brooklyn,40.68712,-73.97537,130.0
2025-05-05 06:00:00,293,Van Cortlandt Park-242 St (1),Bronx,40.889248,-73.89858,468.0
2025-05-05 06:00:00,294,238 St (1),Bronx,40.884666,-73.90087,283.0
2025-05-05 06:00:00,295,231 St (1),Bronx,40.878857,-73.90483,486.0
2025-05-05 06:00:00,296,Marble Hill-225 St (1),Manhattan,40.87456,-73.90983,233.0
2025-05-05 06:00:00,297,215 St (1),Manhattan,40.869446,-73.915276,56.0
2025-05-05 06:00:00,298,207 St (1),Manhattan,40.86462,-73.91882,252.0
2025-05-05 06:00:00,299,Dyckman St (1),Manhattan,40.86053,-73.92554,293.0
2025-05-05 06:00:00,300,191 St (1),Manhattan,40.855225,-73.92941,379.0
2025-05-05 06:00:00,301,181 St (1),Manhattan,40.849506,-73.93359,441.0
2025-05-05 06:00:00,303,157 St (1),Manhattan,40.83404,-73.94489,441.0
2025-05-05 06:00:00,304,145 St (1),Manhattan,40.82655,-73.95036,370.0
2025-05-05 06:00:00,305,137 St-City College (1),Manhattan,40.822006,-73.953674,349.0
2025-05-05 06:00:00,306,125 St (1),Manhattan,40.815582,-73.958374,157.0
2025-05-05 06:00:00,307,116 St-Columbia University (1),Manhattan,40.80772,-73.96411,62.0
2025-05-05 06:00:00,308,Cathedral Pkwy (110 St) (1),Manhattan,40.803967,-73.96685,165.0
2025-05-05 06:00:00,309,103 St (1),Manhattan,40.799446,-73.968376,197.0
2025-05-05 06:00:00,310,"96 St (1,2,3)",Manhattan,40.79392,-73.97232,574.0
2025-05-05 06:00:00,311,86 St (1),Manhattan,40.788643,-73.97622,222.0
2025-05-05 06:00:00,312,79 St (1),Manhattan,40.783936,-73.97992,149.0
2025-05-05 06:00:00,313,"72 St (1,2,3)",Manhattan,40.778454,-73.98197,409.0
2025-05-05 06:00:00,314,66 St-Lincoln Center (1),Manhattan,40.77344,-73.98221,144.0
2025-05-05 06:00:00,316,50 St (1),Manhattan,40.761726,-73.98385,111.0
2025-05-05 06:00:00,318,"34 St-Penn Station (1,2,3)",Manhattan,40.750374,-73.99106,2640.0
2025-05-05 06:00:00,319,28 St (1),Manhattan,40.747215,-73.99336,69.0
2025-05-05 06:00:00,320,23 St (1),Manhattan,40.74408,-73.99566,77.0
2025-05-05 06:00:00,321,18 St (1),Manhattan,40.74104,-73.99787,42.0
2025-05-05 06:00:00,323,Christopher St-Stonewall (1),Manhattan,40.73342,-74.00291,79.0
2025-05-05 06:00:00,324,Houston St (1),Manhattan,40.728252,-74.00536,64.0
2025-05-05 06:00:00,325,Canal St (1),Manhattan,40.722855,-74.00628,28.0
2025-05-05 06:00:00,326,Franklin St (1),Manhattan,40.71932,-74.00689,43.0
2025-05-05 06:00:00,327,"Chambers St (1,2,3)",Manhattan,40.715477,-74.00927,126.0
2025-05-05 06:00:00,328,WTC Cortlandt (1),Manhattan,40.711834,-74.01219,292.0
2025-05-05 06:00:00,329,Rector St (1),Manhattan,40.70751,-74.01379,81.0
2025-05-05 06:00:00,333,"Wall St (2,3)",Manhattan,40.70682,-74.0091,155.0
2025-05-05 06:00:00,334,"Clark St (2,3)",Brooklyn,40.697468,-73.99309,97.0
2025-05-05 06:00:00,336,"Hoyt St (2,3)",Brooklyn,40.690544,-73.98506,55.0
2025-05-05 06:00:00,337,"Nevins St (2,3,4,5)",Brooklyn,40.688248,-73.98049,152.0
2025-05-05 06:00:00,339,"Bergen St (2,3)",Brooklyn,40.68083,-73.9751,65.0
2025-05-05 06:00:00,340,"Grand Army Plaza (2,3)",Brooklyn,40.675236,-73.97105,128.0
2025-05-05 06:00:00,341,"Eastern Pkwy-Brooklyn Museum (2,3)",Brooklyn,40.671986,-73.96438,86.0
2025-05-05 06:00:00,343,Nostrand Av (3),Brooklyn,40.669846,-73.95046,101.0
2025-05-05 06:00:00,344,Kingston Av (3),Brooklyn,40.6694,-73.94216,140.0
2025-05-05 06:00:00,345,"Crown Hts-Utica Av (3,4)",Brooklyn,40.668896,-73.932945,1399.0
2025-05-05 06:00:00,346,Sutter Av-Rutland Rd (3),Brooklyn,40.66472,-73.92261,489.0
2025-05-05 06:00:00,347,Saratoga Av (3),Brooklyn,40.661453,-73.91633,418.0
2025-05-05 06:00:00,348,Rockaway Av (3),Brooklyn,40.662548,-73.90894,250.0
2025-05-05 06:00:00,349,Junius St (3),Brooklyn,40.663513,-73.90245,121.0
2025-05-05 06:00:00,350,Pennsylvania Av (3),Brooklyn,40.664635,-73.8949,219.0
2025-05-05 06:00:00,351,Van Siclen Av (3),Brooklyn,40.665447,-73.8894,164.0
2025-05-05 06:00:00,352,New Lots Av (3),Brooklyn,40.666237,-73.88408,422.0
2025-05-05 06:00:00,353,"President St-Medgar Evers College (2,5)",Brooklyn,40.667885,-73.95068,141.0
2025-05-05 06:00:00,354,"Sterling St (2,5)",Brooklyn,40.662743,-73.95085,225.0
2025-05-05 06:00:00,355,"Winthrop St (2,5)",Brooklyn,40.65665,-73.9502,292.0
2025-05-05 06:00:00,356,"Church Av (2,5)",Brooklyn,40.650845,-73.94958,574.0
2025-05-05 06:00:00,357,"Beverly Rd (2,5)",Brooklyn,40.6451,-73.94896,294.0
2025-05-05 06:00:00,358,"Newkirk Av-Little Haiti (2,5)",Brooklyn,40.63997,-73.94841,524.0
2025-05-05 06:00:00,359,"Flatbush Av-Brooklyn College (2,5)",Brooklyn,40.632835,-73.94764,1064.0
2025-05-05 06:00:00,360,Pelham Bay Park (6),Bronx,40.852463,-73.82812,477.0
2025-05-05 06:00:00,361,Buhre Av (6),Bronx,40.84681,-73.832565,338.0
2025-05-05 06:00:00,362,Middletown Rd (6),Bronx,40.843864,-73.83632,205.0
2025-05-05 06:00:00,363,Westchester Sq-E Tremont Av (6),Bronx,40.839893,-73.84295,203.0
2025-05-05 06:00:00,364,Zerega Av (6),Bronx,40.836487,-73.84704,150.0
2025-05-05 06:00:00,365,Castle Hill Av (6),Bronx,40.834255,-73.85122,388.0
2025-05-05 06:00:00,366,Parkchester (6),Bronx,40.833225,-73.86082,930.0
2025-05-05 06:00:00,367,St Lawrence Av (6),Bronx,40.83151,-73.867615,371.0
2025-05-05 06:00:00,368,Morrison Av-Soundview (6),Bronx,40.82952,-73.87452,502.0
2025-05-05 06:00:00,369,Elder Av (6),Bronx,40.828583,-73.87916,439.0
2025-05-05 06:00:00,370,Whitlock Av (6),Bronx,40.826527,-73.886284,120.0
2025-05-05 06:00:00,371,Hunts Point Av (6),Bronx,40.82095,-73.89055,528.0
2025-05-05 06:00:00,372,Longwood Av (6),Bronx,40.816105,-73.89644,146.0
2025-05-05 06:00:00,373,E 149 St (6),Bronx,40.81212,-73.9041,276.0
2025-05-05 06:00:00,374,E 143 St-St Mary's St (6),Bronx,40.80872,-73.90765,72.0
2025-05-05 06:00:00,375,Cypress Av (6),Bronx,40.805367,-73.91404,121.0
2025-05-05 06:00:00,376,Brook Av (6),Bronx,40.807568,-73.91924,250.0
2025-05-05 06:00:00,377,3 Av-138 St (6),Bronx,40.810474,-73.92614,349.0
2025-05-05 06:00:00,378,Woodlawn (4),Bronx,40.886036,-73.87875,509.0
2025-05-05 06:00:00,379,Mosholu Pkwy (4),Bronx,40.87975,-73.88466,381.0
2025-05-05 06:00:00,380,Bedford Park Blvd-Lehman College (4),Bronx,40.873413,-73.89006,275.0
2025-05-05 06:00:00,381,Kingsbridge Rd (4),Bronx,40.86776,-73.89717,546.0
2025-05-05 06:00:00,382,Fordham Rd (4),Bronx,40.862804,-73.90103,599.0
2025-05-05 06:00:00,383,183 St (4),Bronx,40.858406,-73.90388,361.0
2025-05-05 06:00:00,384,Burnside Av (4),Bronx,40.853455,-73.907684,491.0
2025-05-05 06:00:00,385,176 St (4),Bronx,40.84848,-73.9118,334.0
2025-05-05 06:00:00,386,Mt Eden Av (4),Bronx,40.844433,-73.91469,266.0
2025-05-05 06:00:00,387,170 St (4),Bronx,40.840076,-73.91779,439.0
2025-05-05 06:00:00,388,167 St (4),Bronx,40.835537,-73.9214,554.0
2025-05-05 06:00:00,391,"138 St-Grand Concourse (4,5)",Bronx,40.813225,-73.92985,174.0
2025-05-05 06:00:00,392,"125 St (4,5,6)",Manhattan,40.80414,-73.93759,778.0
2025-05-05 06:00:00,393,116 St (6),Manhattan,40.79863,-73.94162,387.0
2025-05-05 06:00:00,394,110 St (6),Manhattan,40.79502,-73.94425,342.0
2025-05-05 06:00:00,395,103 St (6),Manhattan,40.7906,-73.94748,279.0
2025-05-05 06:00:00,396,96 St (6),Manhattan,40.78567,-73.95107,216.0
2025-05-05 06:00:00,397,"86 St (4,5,6)",Manhattan,40.77949,-73.95559,547.0
2025-05-05 06:00:00,398,77 St (6),Manhattan,40.77362,-73.95988,216.0
2025-05-05 06:00:00,399,68 St-Hunter College (6),Manhattan,40.768143,-73.96387,112.0
2025-05-05 06:00:00,403,33 St (6),Manhattan,40.746082,-73.98208,261.0
2025-05-05 06:00:00,404,28 St (6),Manhattan,40.74307,-73.98426,155.0
2025-05-05 06:00:00,405,23 St-Baruch College (6),Manhattan,40.739864,-73.9866,244.0
2025-05-05 06:00:00,407,Astor Pl (6),Manhattan,40.730053,-73.99107,125.0
2025-05-05 06:00:00,409,Spring St (6),Manhattan,40.7223,-73.99714,61.0
2025-05-05 06:00:00,413,"Wall St (4,5)",Manhattan,40.707558,-74.01186,161.0
2025-05-05 06:00:00,414,"Bowling Green (4,5)",Manhattan,40.70482,-74.01407,493.0
2025-05-05 06:00:00,416,Wakefield-241 St (2),Bronx,40.903126,-73.85062,373.0
2025-05-05 06:00:00,417,"Nereid Av (2,5)",Bronx,40.89838,-73.85438,241.0
2025-05-05 06:00:00,418,"233 St (2,5)",Bronx,40.893192,-73.857475,356.0
2025-05-05 06:00:00,419,"225 St (2,5)",Bronx,40.888023,-73.860344,258.0
2025-05-05 06:00:00,420,"219 St (2,5)",Bronx,40.883896,-73.86263,211.0
2025-05-05 06:00:00,421,"Gun Hill Rd (2,5)",Bronx,40.87785,-73.86626,358.0
2025-05-05 06:00:00,422,"Burke Av (2,5)",Bronx,40.871357,-73.867165,188.0
2025-05-05 06:00:00,423,"Allerton Av (2,5)",Bronx,40.865463,-73.867355,297.0
2025-05-05 06:00:00,424,"Pelham Pkwy (2,5)",Bronx,40.857193,-73.867615,433.0
2025-05-05 06:00:00,425,"Bronx Park East (2,5)",Bronx,40.848827,-73.868454,163.0
2025-05-05 06:00:00,426,"E 180 St (2,5)",Bronx,40.841892,-73.87349,712.0
2025-05-05 06:00:00,427,"West Farms Sq-E Tremont Av (2,5)",Bronx,40.840294,-73.88005,288.0
2025-05-05 06:00:00,428,"174 St (2,5)",Bronx,40.837288,-73.88773,343.0
2025-05-05 06:00:00,429,"Freeman St (2,5)",Bronx,40.829994,-73.89187,269.0
2025-05-05 06:00:00,430,"Simpson St (2,5)",Bronx,40.824074,-73.89307,388.0
2025-05-05 06:00:00,431,"Intervale Av (2,5)",Bronx,40.82218,-73.896736,159.0
2025-05-05 06:00:00,432,"Prospect Av (2,5)",Bronx,40.819584,-73.90177,310.0
2025-05-05 06:00:00,433,"Jackson Av (2,5)",Bronx,40.81649,-73.90781,261.0
2025-05-05 06:00:00,434,"3 Av-149 St (2,5)",Bronx,40.81611,-73.917755,779.0
2025-05-05 06:00:00,436,Harlem-148 St (3),Manhattan,40.82388,-73.93647,152.0
2025-05-05 06:00:00,437,145 St (3),Manhattan,40.82042,-73.93625,160.0
2025-05-05 06:00:00,438,"135 St (2,3)",Manhattan,40.814228,-73.94077,381.0
2025-05-05 06:00:00,439,"125 St (2,3)",Manhattan,40.807755,-73.945496,245.0
2025-05-05 06:00:00,440,"116 St (2,3)",Manhattan,40.802097,-73.94962,248.0
2025-05-05 06:00:00,441,"110 St-Malcolm X Plaza (2,3)",Manhattan,40.799076,-73.95182,190.0
2025-05-05 06:00:00,442,Eastchester-Dyre Av (5),Bronx,40.8883,-73.83083,415.0
2025-05-05 06:00:00,443,Baychester Av (5),Bronx,40.878662,-73.83859,256.0
2025-05-05 06:00:00,444,Gun Hill Rd (5),Bronx,40.869526,-73.84638,426.0
2025-05-05 06:00:00,445,Pelham Pkwy (5),Bronx,40.858986,-73.85536,245.0
2025-05-05 06:00:00,446,Morris Park (5),Bronx,40.854362,-73.8605,242.0
2025-05-05 06:00:00,447,Flushing-Main St (7),Queens,40.7596,-73.83003,3315.0
2025-05-05 06:00:00,448,Mets-Willets Point (7),Queens,40.754623,-73.84563,84.0
2025-05-05 06:00:00,449,111 St (7),Queens,40.75173,-73.85533,1260.0
2025-05-05 06:00:00,450,103 St-Corona Plaza (7),Queens,40.749866,-73.8627,2290.0
2025-05-05 06:00:00,451,Junction Blvd (7),Queens,40.749146,-73.86953,2211.0
2025-05-05 06:00:00,452,90 St-Elmhurst Av (7),Queens,40.74841,-73.87661,1472.0
2025-05-05 06:00:00,453,82 St-Jackson Hts (7),Queens,40.747658,-73.8837,580.0
2025-05-05 06:00:00,455,69 St (7),Queens,40.746326,-73.8964,328.0
2025-05-05 06:00:00,456,61 St-Woodside (7),Queens,40.74563,-73.902985,1051.0
2025-05-05 06:00:00,457,52 St (7),Queens,40.74415,-73.91255,359.0
2025-05-05 06:00:00,458,46 St-Bliss St (7),Queens,40.743134,-73.918434,558.0
2025-05-05 06:00:00,459,40 St-Lowery St (7),Queens,40.743782,-73.92402,379.0
2025-05-05 06:00:00,460,33 St-Rawson St (7),Queens,40.744587,-73.931,72.0
2025-05-05 06:00:00,461,"Queensboro Plaza (7,N,W)",Queens,40.750584,-73.9402,240.0
2025-05-05 06:00:00,463,Hunters Point Av (7),Queens,40.742214,-73.94891,155.0
2025-05-05 06:00:00,464,Vernon Blvd-Jackson Av (7),Queens,40.742626,-73.95358,424.0
2025-05-05 06:00:00,471,34 St-Hudson Yards (7),Manhattan,40.755882,-74.00191,223.0
2025-05-05 06:00:00,475,96 St (Q),Manhattan,40.784317,-73.94715,409.0
2025-05-05 06:00:00,476,86 St (Q),Manhattan,40.77789,-73.95179,417.0
2025-05-05 06:00:00,477,72 St (Q),Manhattan,40.7688,-73.95843,256.0
2025-05-05 06:00:00,501,St George (SIR),Staten Island,40.64375,-74.07365,463.0
2025-05-05 06:00:00,502,Tompkinsville (SIR),Staten Island,40.636948,-74.07484,22.0
2025-05-05 06:00:00,601,"14 St/6 Av (1,2,3,L,F,M)",Manhattan,40.737797,-73.997734,425.0
2025-05-05 06:00:00,602,"14 St-Union Sq (4,5,6,L,N,Q,R,W)",Manhattan,40.735065,-73.99042,566.0
2025-05-05 06:00:00,603,"149 St-Grand Concourse (2,4,5)",Bronx,40.818394,-73.92703,366.0
2025-05-05 06:00:00,604,"161 St-Yankee Stadium (4,B,D)",Bronx,40.82795,-73.92574,1010.0
2025-05-05 06:00:00,605,"168 St-Washington Hts (1,A,C)",Manhattan,40.840637,-73.93985,480.0
2025-05-05 06:00:00,606,"Court Sq-23 St (7,E,F,G)",Queens,40.747143,-73.94503,387.0
2025-05-05 06:00:00,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",Manhattan,40.74964,-73.987885,1427.0
2025-05-05 06:00:00,608,"4 Av-9 St (F,G,R)",Brooklyn,40.67056,-73.989044,268.0
2025-05-05 06:00:00,609,"42 St-Bryant Pk/5 Av (7,B,D,F,M)",Manhattan,40.75402,-73.98327,223.0
2025-05-05 06:00:00,610,"Grand Central-42 St (4,5,6,7,S)",Manhattan,40.75199,-73.977356,2862.0
2025-05-05 06:00:00,611,"Times Sq-42 St/Port Authority Bus Terminal (1,2,3,7,A,C,E,N,Q,R,W,S)",Manhattan,40.755745,-73.98758,6676.0
2025-05-05 06:00:00,612,"Lexington Av/51-53 Sts (6,E,F)",Manhattan,40.757328,-73.97049,297.0
2025-05-05 06:00:00,613,"Lexington Av/59 St (4,5,6,N,R,W)",Manhattan,40.762592,-73.96761,351.0
2025-05-05 06:00:00,614,"59 St-Columbus Circle (1,A,C,B,D)",Manhattan,40.768272,-73.981834,418.0
2025-05-05 06:00:00,615,"62 St/New Utrecht Av (D,N)",Brooklyn,40.625656,-73.99663,264.0
2025-05-05 06:00:00,616,"Jackson Hts-Roosevelt Av/74 St-Broadway (7,E,F,M,R)",Queens,40.746746,-73.891365,2692.0
2025-05-05 06:00:00,617,"Atlantic Av-Barclays Ctr (2,3,4,5,B,D,N,Q,R)",Brooklyn,40.684162,-73.97779,1175.0
2025-05-05 06:00:00,618,"14 St/8 Av (A,C,E,L)",Manhattan,40.740334,-74.00214,310.0
2025-05-05 06:00:00,619,"Broadway-Lafayette St/Bleecker St (6,B,D,F,M)",Manhattan,40.725605,-73.99543,199.0
2025-05-05 06:00:00,620,"Borough Hall/Court St (2,3,4,5,R)",Brooklyn,40.69324,-73.99064,253.0
2025-05-05 06:00:00,621,"Broadway Junction (A,C,J,Z,L)",Brooklyn,40.678898,-73.90436,439.0
2025-05-05 06:00:00,622,"Brooklyn Bridge-City Hall/Chambers St (4,5,6,J,Z)",Manhattan,40.713154,-74.00377,163.0
2025-05-05 06:00:00,623,"Canal St (6,J,Z,N,Q,R,W)",Manhattan,40.7187,-74.00058,144.0
2025-05-05 06:00:00,624,"Chambers St/WTC/Park Place/Cortlandt St (2,3,A,C,E,R,W)",Manhattan,40.712605,-74.00955,658.0
2025-05-05 06:00:00,625,"Delancey St-Essex St (F,M,J,Z)",Manhattan,40.718464,-73.98778,387.0
2025-05-05 06:00:00,626,"Franklin Av-Medgar Evers College/Botanic Garden (2,3,4,5,S)",Brooklyn,40.670513,-73.95869,414.0
2025-05-05 06:00:00,627,"Franklin Av (C,S)",Brooklyn,40.68099,-73.95634,90.0
2025-05-05 06:00:00,628,"Fulton St (2,3,4,5,A,C,J,Z)",Manhattan,40.71009,-74.007835,1206.0
2025-05-05 06:00:00,629,"Metropolitan Av/Lorimer St (G,L)",Brooklyn,40.71343,-73.95084,308.0
2025-05-05 06:00:00,630,"Myrtle-Wyckoff Avs (M,L)",Brooklyn,40.699623,-73.91199,1360.0
2025-05-05 06:00:00,635,"Whitehall St-South Ferry (1,R,W)",Manhattan,40.702576,-74.01333,531.0
2025-05-05 06:00:00,636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,40.69226,-73.98664,347.0
2025-05-05 07:00:00,1,"Astoria-Ditmars Blvd (N,W)",Queens,40.775036,-73.91203,1515.0
2025-05-05 07:00:00,2,"Astoria Blvd (N,W)",Queens,40.77026,-73.91785,1051.0
2025-05-05 07:00:00,3,"30 Av (N,W)",Queens,40.76678,-73.92148,1271.0
2025-05-05 07:00:00,4,"Broadway (N,W)",Queens,40.76182,-73.92551,1070.0
2025-05-05 07:00:00,5,"36 Av (N,W)",Queens,40.756805,-73.92957,487.0
2025-05-05 07:00:00,6,"39 Av-Dutch Kills (N,W)",Queens,40.75288,-73.932755,195.0
2025-05-05 07:00:00,8,"5 Av/59 St (N,R,W)",Manhattan,40.764812,-73.97335,86.0
2025-05-05 07:00:00,9,"57 St-7 Av (N,Q,R,W)",Manhattan,40.764664,-73.98066,566.0
2025-05-05 07:00:00,10,"49 St (N,R,W)",Manhattan,40.7599,-73.98414,344.0
2025-05-05 07:00:00,13,"28 St (R,W)",Manhattan,40.745495,-73.98869,213.0
2025-05-05 07:00:00,14,"23 St (R,W)",Manhattan,40.741302,-73.98934,237.0
2025-05-05 07:00:00,16,"8 St-NYU (R,W)",Manhattan,40.730328,-73.99263,322.0
2025-05-05 07:00:00,17,"Prince St (R,W)",Manhattan,40.72433,-73.9977,78.0
2025-05-05 07:00:00,20,"City Hall (R,W)",Manhattan,40.713284,-74.00698,80.0
2025-05-05 07:00:00,22,"Rector St (R,W)",Manhattan,40.70722,-74.01334,152.0
2025-05-05 07:00:00,26,"DeKalb Av (B,Q,R)",Brooklyn,40.690636,-73.98183,955.0
2025-05-05 07:00:00,28,Union St (R),Brooklyn,40.677315,-73.98311,514.0
