trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
"01-ABY--10-T3-8605","07:07:00","07:07:00","20043","1","","0","0","0.00"
"01-ABY--10-T3-8605","07:35:00","07:35:00","22254","2","","0","1","27298.68"
"01-ABY--10-T3-8605","08:24:00","08:26:00","20342","3","","0","0","109304.76"
"01-ABY--10-T3-8605","08:37:00","08:37:00","20289","4","","0","0","126589.63"
"01-ABY--10-T3-8605","08:56:00","08:56:00","20312","5","","0","0","187114.84"
"01-ABY--10-T3-8605","09:07:00","09:07:00","20353","6","","0","0","205308.06"
"01-ABY--10-T3-8605","09:22:00","09:24:00","20295","7","","0","0","231429.77"
"01-ABY--10-T3-8605","09:47:00","09:49:00","20356","8","","0","0","270158.31"
"01-ABY--10-T3-8605","10:02:00","10:02:00","22490","9","","0","0","293907.04"
"01-ABY--10-T3-8605","10:10:00","10:10:00","20302","10","","0","0","307692.35"
"01-ABY--10-T3-8605","10:27:00","10:29:00","20360","11","","0","0","335549.75"
"01-ABY--10-T3-8605","10:43:00","10:43:00","20287","12","","1","0","341532.61"
"01-ABY--10-T3-8610","06:45:00","06:45:00","20287","1","","0","0","0.00"
"01-ABY--10-T3-8610","06:54:00","06:56:00","20360","2","","0","0","5982.86"
"01-ABY--10-T3-8610","07:13:00","07:13:00","20302","3","","0","0","33840.26"
"01-ABY--10-T3-8610","07:22:00","07:22:00","22490","4","","0","0","47625.57"
"01-ABY--10-T3-8610","07:36:00","07:38:00","20356","5","","0","0","71374.30"
"01-ABY--10-T3-8610","08:01:00","08:03:00","20295","6","","0","0","110102.84"
"01-ABY--10-T3-8610","08:17:00","08:17:00","20353","7","","0","0","136224.55"
"01-ABY--10-T3-8610","08:27:00","08:27:00","20312","8","","0","0","154417.77"
"01-ABY--10-T3-8610","08:46:00","08:46:00","20289","9","","0","0","214942.98"
"01-ABY--10-T3-8610","09:00:00","09:02:00","20342","10","","0","0","232227.85"
"01-ABY--10-T3-8610","09:53:00","09:53:00","22254","11","","1","0","314233.93"
"01-ABY--10-T3-8610","10:27:00","10:27:00","20043","12","","1","0","343000.65"
"01-ABY--10-T3-8615","12:04:00","12:04:00","20043","1","","0","0","0.00"
"01-ABY--10-T3-8615","12:32:00","12:32:00","22254","2","","0","1","27298.68"
"01-ABY--10-T3-8615","13:21:00","13:23:00","20342","3","","0","0","109304.76"
"01-ABY--10-T3-8615","13:34:00","13:34:00","20289","4","","0","0","126589.63"
"01-ABY--10-T3-8615","13:53:00","13:53:00","20312","5","","0","0","187114.84"
"01-ABY--10-T3-8615","14:04:00","14:04:00","20353","6","","0","0","205308.06"
"01-ABY--10-T3-8615","14:19:00","14:21:00","20295","7","","0","0","231429.77"
"01-ABY--10-T3-8615","14:44:00","14:46:00","20356","8","","0","0","270158.31"
"01-ABY--10-T3-8615","14:59:00","14:59:00","22490","9","","0","0","293907.04"
"01-ABY--10-T3-8615","15:07:00","15:07:00","20302","10","","0","0","307692.35"
"01-ABY--10-T3-8615","15:24:00","15:26:00","20360","11","","0","0","335549.75"
"01-ABY--10-T3-8615","15:40:00","15:40:00","20287","12","","1","0","341532.61"
"01-ABY--10-T3-8617","14:33:00","14:33:00","20043","1","","0","0","0.00"
"01-ABY--10-T3-8617","15:02:00","15:02:00","22254","2","","0","1","27298.68"
"01-ABY--10-T3-8617","15:55:00","15:57:00","20342","3","","0","0","109304.76"
"01-ABY--10-T3-8617","16:09:00","16:09:00","20289","4","","0","0","126589.63"
"01-ABY--10-T3-8617","16:28:00","16:28:00","20312","5","","0","0","187114.84"
"01-ABY--10-T3-8617","16:39:00","16:39:00","20353","6","","0","0","205308.06"
"01-ABY--10-T3-8617","16:54:00","16:56:00","20295","7","","0","0","231429.77"
"01-ABY--10-T3-8617","17:19:00","17:21:00","20356","8","","0","0","270158.31"
"01-ABY--10-T3-8617","17:34:00","17:34:00","22490","9","","0","0","293907.04"
"01-ABY--10-T3-8617","17:42:00","17:42:00","20302","10","","0","0","307692.35"
"01-ABY--10-T3-8617","17:59:00","18:01:00","20360","11","","0","0","335549.75"
"01-ABY--10-T3-8617","18:16:00","18:16:00","20287","12","","1","0","341532.61"
"01-ABY--10-T3-8620","12:51:00","12:51:00","20287","1","","0","0","0.00"
"01-ABY--10-T3-8620","13:00:00","13:02:00","20360","2","","0","0","5982.86"
"01-ABY--10-T3-8620","13:19:00","13:19:00","20302","3","","0","0","33840.26"
"01-ABY--10-T3-8620","13:28:00","13:28:00","22490","4","","0","0","47625.57"
"01-ABY--10-T3-8620","13:42:00","13:44:00","20356","5","","0","0","71374.30"
"01-ABY--10-T3-8620","14:07:00","14:09:00","20295","6","","0","0","110102.84"
"01-ABY--10-T3-8620","14:23:00","14:23:00","20353","7","","0","0","136224.55"
"01-ABY--10-T3-8620","14:33:00","14:33:00","20312","8","","0","0","154417.77"
"01-ABY--10-T3-8620","14:52:00","14:52:00","20289","9","","0","0","214942.98"
"01-ABY--10-T3-8620","15:06:00","15:08:00","20342","10","","0","0","232227.85"
"01-ABY--10-T3-8620","15:59:00","15:59:00","22254","11","","1","0","314233.93"
"01-ABY--10-T3-8620","16:33:00","16:33:00","20043","12","","1","0","343000.65"
"01-ABY--10-T3-8625","18:02:00","18:02:00","20043","1","","0","0","0.00"
"01-ABY--10-T3-8625","18:35:00","18:35:00","22254","2","","0","1","27298.68"
"01-ABY--10-T3-8625","19:26:00","19:26:00","20342","3","","0","0","109304.76"
"01-ABY--10-T3-8625","19:37:00","19:37:00","20289","4","","0","0","126589.63"
"01-ABY--10-T3-8625","19:56:00","19:56:00","20312","5","","0","0","187114.84"
"01-ABY--10-T3-8625","20:07:00","20:07:00","20353","6","","0","0","205308.06"
"01-ABY--10-T3-8625","20:24:00","20:24:00","20295","7","","0","0","231429.77"
"01-ABY--10-T3-8625","20:49:00","20:49:00","20356","8","","0","0","270158.31"
"01-ABY--10-T3-8625","21:02:00","21:02:00","22490","9","","0","0","293907.04"
"01-ABY--10-T3-8625","21:10:00","21:10:00","20302","10","","0","0","307692.35"
"01-ABY--10-T3-8625","21:29:00","21:29:00","20360","11","","0","0","335549.75"
"01-ABY--10-T3-8625","21:43:00","21:43:00","20287","12","","1","0","341532.61"
"01-ABY--10-T3-8630","17:20:00","17:20:00","20287","1","","0","0","0.00"
"01-ABY--10-T3-8630","17:29:00","17:31:00","20360","2","","0","0","5982.86"
"01-ABY--10-T3-8630","17:48:00","17:48:00","20302","3","","0","0","33840.26"
"01-ABY--10-T3-8630","17:58:00","17:58:00","22490","4","","0","0","47625.57"
"01-ABY--10-T3-8630","18:11:00","18:13:00","20356","5","","0","0","71374.30"
"01-ABY--10-T3-8630","18:36:00","18:38:00","20295","6","","0","0","110102.84"
"01-ABY--10-T3-8630","18:52:00","18:52:00","20353","7","","0","0","136224.55"
"01-ABY--10-T3-8630","19:03:00","19:03:00","20312","8","","0","0","154417.77"
"01-ABY--10-T3-8630","19:22:00","19:22:00","20289","9","","0","0","214942.98"
"01-ABY--10-T3-8630","19:35:00","19:42:00","20342","10","","0","0","232227.85"
"01-ABY--10-T3-8630","21:12:00","21:12:00","22254","11","","1","0","314233.93"
"01-ABY--10-T3-8630","21:45:00","21:45:00","20043","12","","1","0","343000.65"
"01-ABY--11-T0-8605","07:07:00","07:07:00","20043","1","","0","0","0.00"
"01-ABY--11-T0-8605","07:35:00","07:35:00","22254","2","","0","1","27298.68"
"01-ABY--11-T0-8605","08:24:00","08:26:00","20342","3","","0","0","109304.76"
"01-ABY--11-T0-8605","08:37:00","08:37:00","20289","4","","0","0","126589.63"
"01-ABY--11-T0-8605","08:56:00","08:56:00","20312","5","","0","0","187114.84"
"01-ABY--11-T0-8605","09:07:00","09:07:00","20353","6","","0","0","205308.06"
"01-ABY--11-T0-8605","09:22:00","09:24:00","20295","7","","0","0","231429.77"
"01-ABY--11-T0-8605","09:47:00","09:49:00","20356","8","","0","0","270158.31"
"01-ABY--11-T0-8605","10:02:00","10:02:00","22490","9","","0","0","293907.04"
"01-ABY--11-T0-8605","10:10:00","10:10:00","20302","10","","0","0","307692.35"
"01-ABY--11-T0-8605","10:27:00","10:29:00","20360","11","","0","0","335549.75"
"01-ABY--11-T0-8605","10:43:00","10:43:00","20287","12","","1","0","341532.61"
"01-ABY--11-T0-8610","06:45:00","06:45:00","20287","1","","0","0","0.00"
"01-ABY--11-T0-8610","06:54:00","06:56:00","20360","2","","0","0","5982.86"
"01-ABY--11-T0-8610","07:13:00","07:13:00","20302","3","","0","0","33840.26"
"01-ABY--11-T0-8610","07:22:00","07:22:00","22490","4","","0","0","47625.57"
"01-ABY--11-T0-8610","07:36:00","07:38:00","20356","5","","0","0","71374.30"
"01-ABY--11-T0-8610","08:01:00","08:03:00","20295","6","","0","0","110102.84"
"01-ABY--11-T0-8610","08:17:00","08:17:00","20353","7","","0","0","136224.55"
"01-ABY--11-T0-8610","08:27:00","08:27:00","20312","8","","0","0","154417.77"
"01-ABY--11-T0-8610","08:46:00","08:46:00","20289","9","","0","0","214942.98"
"01-ABY--11-T0-8610","09:00:00","09:02:00","20342","10","","0","0","232227.85"
"01-ABY--11-T0-8610","09:53:00","09:53:00","22254","11","","1","0","314233.93"
"01-ABY--11-T0-8610","10:27:00","10:27:00","20043","12","","1","0","343000.65"
"01-ABY--11-T0-8615","12:04:00","12:04:00","20043","1","","0","0","0.00"
"01-ABY--11-T0-8615","12:32:00","12:32:00","22254","2","","0","1","27298.68"
"01-ABY--11-T0-8615","13:21:00","13:23:00","20342","3","","0","0","109304.76"
"01-ABY--11-T0-8615","13:34:00","13:34:00","20289","4","","0","0","126589.63"
"01-ABY--11-T0-8615","13:53:00","13:53:00","20312","5","","0","0","187114.84"
"01-ABY--11-T0-8615","14:04:00","14:04:00","20353","6","","0","0","205308.06"
"01-ABY--11-T0-8615","14:19:00","14:21:00","20295","7","","0","0","231429.77"
"01-ABY--11-T0-8615","14:44:00","14:46:00","20356","8","","0","0","270158.31"
"01-ABY--11-T0-8615","14:59:00","14:59:00","22490","9","","0","0","293907.04"
"01-ABY--11-T0-8615","15:07:00","15:07:00","20302","10","","0","0","307692.35"
"01-ABY--11-T0-8615","15:24:00","15:26:00","20360","11","","0","0","335549.75"
"01-ABY--11-T0-8615","15:40:00","15:40:00","20287","12","","1","0","341532.61"
"01-ABY--11-T0-8620","12:51:00","12:51:00","20287","1","","0","0","0.00"
"01-ABY--11-T0-8620","13:00:00","13:02:00","20360","2","","0","0","5982.86"
"01-ABY--11-T0-8620","13:19:00","13:19:00","20302","3","","0","0","33840.26"
"01-ABY--11-T0-8620","13:28:00","13:28:00","22490","4","","0","0","47625.57"
"01-ABY--11-T0-8620","13:42:00","13:44:00","20356","5","","0","0","71374.30"
"01-ABY--11-T0-8620","14:07:00","14:09:00","20295","6","","0","0","110102.84"
"01-ABY--11-T0-8620","14:23:00","14:23:00","20353","7","","0","0","136224.55"
"01-ABY--11-T0-8620","14:33:00","14:33:00","20312","8","","0","0","154417.77"
"01-ABY--11-T0-8620","14:52:00","14:52:00","20289","9","","0","0","214942.98"
"01-ABY--11-T0-8620","15:06:00","15:08:00","20342","10","","0","0","232227.85"
"01-ABY--11-T0-8620","15:59:00","15:59:00","22254","11","","1","0","314233.93"
"01-ABY--11-T0-8620","16:33:00","16:33:00","20043","12","","1","0","343000.65"
"01-ABY--11-T0-8625","18:02:00","18:02:00","20043","1","","0","0","0.00"
"01-ABY--11-T0-8625","18:30:00","18:30:00","22254","2","","0","1","27298.68"
"01-ABY--11-T0-8625","19:19:00","19:21:00","20342","3","","0","0","109304.76"
"01-ABY--11-T0-8625","19:32:00","19:32:00","20289","4","","0","0","126589.63"
"01-ABY--11-T0-8625","19:51:00","19:51:00","20312","5","","0","0","187114.84"
"01-ABY--11-T0-8625","20:02:00","20:02:00","20353","6","","0","0","205308.06"
"01-ABY--11-T0-8625","20:17:00","20:19:00","20295","7","","0","0","231429.77"
"01-ABY--11-T0-8625","20:42:00","20:44:00","20356","8","","0","0","270158.31"
"01-ABY--11-T0-8625","20:57:00","20:57:00","22490","9","","0","0","293907.04"
"01-ABY--11-T0-8625","21:05:00","21:05:00","20302","10","","0","0","307692.35"
"01-ABY--11-T0-8625","21:22:00","21:24:00","20360","11","","0","0","335549.75"
"01-ABY--11-T0-8625","21:38:00","21:38:00","20287","12","","1","0","341532.61"
"01-ABY--12-T0-8605","07:07:00","07:07:00","20043","1","","0","0","0.00"
"01-ABY--12-T0-8605","07:35:00","07:35:00","22254","2","","0","1","27298.68"
"01-ABY--12-T0-8605","08:24:00","08:26:00","20342","3","","0","0","109304.76"
"01-ABY--12-T0-8605","08:37:00","08:37:00","20289","4","","0","0","126589.63"
"01-ABY--12-T0-8605","08:56:00","08:56:00","20312","5","","0","0","187114.84"
"01-ABY--12-T0-8605","09:07:00","09:07:00","20353","6","","0","0","205308.06"
"01-ABY--12-T0-8605","09:22:00","09:24:00","20295","7","","0","0","231429.77"
"01-ABY--12-T0-8605","09:47:00","09:49:00","20356","8","","0","0","270158.31"
"01-ABY--12-T0-8605","10:02:00","10:02:00","22490","9","","0","0","293907.04"
"01-ABY--12-T0-8605","10:10:00","10:10:00","20302","10","","0","0","307692.35"
"01-ABY--12-T0-8605","10:27:00","10:29:00","20360","11","","0","0","335549.75"
"01-ABY--12-T0-8605","10:43:00","10:43:00","20287","12","","1","0","341532.61"
"01-ABY--12-T0-8610","06:45:00","06:45:00","20287","1","","0","0","0.00"
"01-ABY--12-T0-8610","06:54:00","06:56:00","20360","2","","0","0","5982.86"
"01-ABY--12-T0-8610","07:13:00","07:13:00","20302","3","","0","0","33840.26"
"01-ABY--12-T0-8610","07:22:00","07:22:00","22490","4","","0","0","47625.57"
"01-ABY--12-T0-8610","07:36:00","07:38:00","20356","5","","0","0","71374.30"
"01-ABY--12-T0-8610","08:01:00","08:03:00","20295","6","","0","0","110102.84"
"01-ABY--12-T0-8610","08:17:00","08:17:00","20353","7","","0","0","136224.55"
"01-ABY--12-T0-8610","08:27:00","08:27:00","20312","8","","0","0","154417.77"
"01-ABY--12-T0-8610","08:46:00","08:46:00","20289","9","","0","0","214942.98"
"01-ABY--12-T0-8610","09:00:00","09:02:00","20342","10","","0","0","232227.85"
"01-ABY--12-T0-8610","09:53:00","09:53:00","22254","11","","1","0","314233.93"
"01-ABY--12-T0-8610","10:27:00","10:27:00","20043","12","","1","0","343000.65"
"01-ABY--12-T0-8615","12:04:00","12:04:00","20043","1","","0","0","0.00"
"01-ABY--12-T0-8615","12:32:00","12:32:00","22254","2","","0","1","27298.68"
"01-ABY--12-T0-8615","13:21:00","13:23:00","20342","3","","0","0","109304.76"
"01-ABY--12-T0-8615","13:34:00","13:34:00","20289","4","","0","0","126589.63"
"01-ABY--12-T0-8615","13:53:00","13:53:00","20312","5","","0","0","187114.84"
"01-ABY--12-T0-8615","14:04:00","14:04:00","20353","6","","0","0","205308.06"
"01-ABY--12-T0-8615","14:19:00","14:21:00","20295","7","","0","0","231429.77"
"01-ABY--12-T0-8615","14:44:00","14:46:00","20356","8","","0","0","270158.31"
"01-ABY--12-T0-8615","14:59:00","14:59:00","22490","9","","0","0","293907.04"
"01-ABY--12-T0-8615","15:07:00","15:07:00","20302","10","","0","0","307692.35"
"01-ABY--12-T0-8615","15:24:00","15:26:00","20360","11","","0","0","335549.75"
"01-ABY--12-T0-8615","15:40:00","15:40:00","20287","12","","1","0","341532.61"
"01-ABY--12-T0-8620","12:51:00","12:51:00","20287","1","","0","0","0.00"
"01-ABY--12-T0-8620","13:00:00","13:02:00","20360","2","","0","0","5982.86"
"01-ABY--12-T0-8620","13:19:00","13:19:00","20302","3","","0","0","33840.26"
"01-ABY--12-T0-8620","13:28:00","13:28:00","22490","4","","0","0","47625.57"
"01-ABY--12-T0-8620","13:42:00","13:44:00","20356","5","","0","0","71374.30"
"01-ABY--12-T0-8620","14:07:00","14:09:00","20295","6","","0","0","110102.84"
"01-ABY--12-T0-8620","14:23:00","14:23:00","20353","7","","0","0","136224.55"
"01-ABY--12-T0-8620","14:33:00","14:33:00","20312","8","","0","0","154417.77"
"01-ABY--12-T0-8620","14:52:00","14:52:00","20289","9","","0","0","214942.98"
"01-ABY--12-T0-8620","15:06:00","15:08:00","20342","10","","0","0","232227.85"
"01-ABY--12-T0-8620","15:59:00","15:59:00","22254","11","","1","0","314233.93"
"01-ABY--12-T0-8620","16:33:00","16:33:00","20043","12","","1","0","343000.65"
"01-ABY--12-T0-8625","18:02:00","18:02:00","20043","1","","0","0","0.00"
"01-ABY--12-T0-8625","18:30:00","18:30:00","22254","2","","0","1","27298.68"
"01-ABY--12-T0-8625","19:19:00","19:21:00","20342","3","","0","0","109304.76"
"01-ABY--12-T0-8625","19:32:00","19:32:00","20289","4","","0","0","126589.63"
"01-ABY--12-T0-8625","19:51:00","19:51:00","20312","5","","0","0","187114.84"
"01-ABY--12-T0-8625","20:02:00","20:02:00","20353","6","","0","0","205308.06"
"01-ABY--12-T0-8625","20:17:00","20:19:00","20295","7","","0","0","231429.77"
"01-ABY--12-T0-8625","20:42:00","20:44:00","20356","8","","0","0","270158.31"
"01-ABY--12-T0-8625","20:57:00","20:57:00","22490","9","","0","0","293907.04"
"01-ABY--12-T0-8625","21:05:00","21:05:00","20302","10","","0","0","307692.35"
"01-ABY--12-T0-8625","21:22:00","21:24:00","20360","11","","0","0","335549.75"
"01-ABY--12-T0-8625","21:38:00","21:38:00","20287","12","","1","0","341532.61"
"01-ABY--12-T0-8630","17:20:00","17:20:00","20287","1","","0","0","0.00"
"01-ABY--12-T0-8630","17:29:00","17:31:00","20360","2","","0","0","5982.86"
"01-ABY--12-T0-8630","17:48:00","17:48:00","20302","3","","0","0","33840.26"
"01-ABY--12-T0-8630","17:58:00","17:58:00","22490","4","","0","0","47625.57"
"01-ABY--12-T0-8630","18:11:00","18:13:00","20356","5","","0","0","71374.30"
"01-ABY--12-T0-8630","18:36:00","18:38:00","20295","6","","0","0","110102.84"
"01-ABY--12-T0-8630","18:52:00","18:52:00","20353","7","","0","0","136224.55"
"01-ABY--12-T0-8630","19:03:00","19:03:00","20312","8","","0","0","154417.77"
"01-ABY--12-T0-8630","19:22:00","19:22:00","20289","9","","0","0","214942.98"
"01-ABY--12-T0-8630","19:35:00","19:42:00","20342","10","","0","0","232227.85"
"01-ABY--12-T0-8630","21:12:00","21:12:00","22254","11","","1","0","314233.93"
"01-ABY--12-T0-8630","21:45:00","21:45:00","20043","12","","1","0","343000.65"
"01-ABY--13-T0-8605","07:07:00","07:07:00","20043","1","","0","0","0.00"
"01-ABY--13-T0-8605","07:35:00","07:35:00","22254","2","","0","1","27298.68"
"01-ABY--13-T0-8605","08:24:00","08:26:00","20342","3","","0","0","109304.76"
"01-ABY--13-T0-8605","08:37:00","08:37:00","20289","4","","0","0","126589.63"
"01-ABY--13-T0-8605","08:56:00","08:56:00","20312","5","","0","0","187114.84"
"01-ABY--13-T0-8605","09:07:00","09:07:00","20353","6","","0","0","205308.06"
"01-ABY--13-T0-8605","09:22:00","09:24:00","20295","7","","0","0","231429.77"
"01-ABY--13-T0-8605","09:47:00","09:49:00","20356","8","","0","0","270158.31"
"01-ABY--13-T0-8605","10:02:00","10:02:00","22490","9","","0","0","293907.04"
"01-ABY--13-T0-8605","10:10:00","10:10:00","20302","10","","0","0","307692.35"
"01-ABY--13-T0-8605","10:27:00","10:29:00","20360","11","","0","0","335549.75"
"01-ABY--13-T0-8605","10:43:00","10:43:00","20287","12","","1","0","341532.61"
"01-ABY--13-T0-8610","06:45:00","06:45:00","20287","1","","0","0","0.00"
"01-ABY--13-T0-8610","06:54:00","06:56:00","20360","2","","0","0","5982.86"
"01-ABY--13-T0-8610","07:13:00","07:13:00","20302","3","","0","0","33840.26"
"01-ABY--13-T0-8610","07:22:00","07:22:00","22490","4","","0","0","47625.57"
"01-ABY--13-T0-8610","07:36:00","07:38:00","20356","5","","0","0","71374.30"
"01-ABY--13-T0-8610","08:01:00","08:03:00","20295","6","","0","0","110102.84"
"01-ABY--13-T0-8610","08:17:00","08:17:00","20353","7","","0","0","136224.55"
"01-ABY--13-T0-8610","08:27:00","08:27:00","20312","8","","0","0","154417.77"
"01-ABY--13-T0-8610","08:46:00","08:46:00","20289","9","","0","0","214942.98"
"01-ABY--13-T0-8610","09:00:00","09:02:00","20342","10","","0","0","232227.85"
"01-ABY--13-T0-8610","09:53:00","09:53:00","22254","11","","1","0","314233.93"
"01-ABY--13-T0-8610","10:27:00","10:27:00","20043","12","","1","0","343000.65"
"01-ABY--13-T0-8615","12:04:00","12:04:00","20043","1","","0","0","0.00"
"01-ABY--13-T0-8615","12:32:00","12:32:00","22254","2","","0","1","27298.68"
"01-ABY--13-T0-8615","13:21:00","13:23:00","20342","3","","0","0","109304.76"
"01-ABY--13-T0-8615","13:34:00","13:34:00","20289","4","","0","0","126589.63"
"01-ABY--13-T0-8615","13:53:00","13:53:00","20312","5","","0","0","187114.84"
"01-ABY--13-T0-8615","14:04:00","14:04:00","20353","6","","0","0","205308.06"
"01-ABY--13-T0-8615","14:19:00","14:21:00","20295","7","","0","0","231429.77"
"01-ABY--13-T0-8615","14:44:00","14:46:00","20356","8","","0","0","270158.31"
"01-ABY--13-T0-8615","14:59:00","14:59:00","22490","9","","0","0","293907.04"
"01-ABY--13-T0-8615","15:07:00","15:07:00","20302","10","","0","0","307692.35"
"01-ABY--13-T0-8615","15:24:00","15:26:00","20360","11","","0","0","335549.75"
"01-ABY--13-T0-8615","15:40:00","15:40:00","20287","12","","1","0","341532.61"
"01-ABY--13-T0-8620","12:51:00","12:51:00","20287","1","","0","0","0.00"
"01-ABY--13-T0-8620","13:00:00","13:02:00","20360","2","","0","0","5982.86"
"01-ABY--13-T0-8620","13:19:00","13:19:00","20302","3","","0","0","33840.26"
"01-ABY--13-T0-8620","13:28:00","13:28:00","22490","4","","0","0","47625.57"
"01-ABY--13-T0-8620","13:42:00","13:44:00","20356","5","","0","0","71374.30"
"01-ABY--13-T0-8620","14:07:00","14:09:00","20295","6","","0","0","110102.84"
"01-ABY--13-T0-8620","14:23:00","14:23:00","20353","7","","0","0","136224.55"
"01-ABY--13-T0-8620","14:33:00","14:33:00","20312","8","","0","0","154417.77"
"01-ABY--13-T0-8620","14:52:00","14:52:00","20289","9","","0","0","214942.98"
"01-ABY--13-T0-8620","15:06:00","15:08:00","20342","10","","0","0","232227.85"
"01-ABY--13-T0-8620","15:59:00","15:59:00","22254","11","","1","0","314233.93"
"01-ABY--13-T0-8620","16:33:00","16:33:00","20043","12","","1","0","343000.65"
"01-ABY--13-T0-8625","18:02:00","18:02:00","20043","1","","0","0","0.00"
"01-ABY--13-T0-8625","18:30:00","18:30:00","22254","2","","0","1","27298.68"
"01-ABY--13-T0-8625","19:19:00","19:21:00","20342","3","","0","0","109304.76"
"01-ABY--13-T0-8625","19:32:00","19:32:00","20289","4","","0","0","126589.63"
"01-ABY--13-T0-8625","19:51:00","19:51:00","20312","5","","0","0","187114.84"
"01-ABY--13-T0-8625","20:02:00","20:02:00","20353","6","","0","0","205308.06"
"01-ABY--13-T0-8625","20:17:00","20:19:00","20295","7","","0","0","231429.77"
"01-ABY--13-T0-8625","20:42:00","20:44:00","20356","8","","0","0","270158.31"
"01-ABY--13-T0-8625","20:57:00","20:57:00","22490","9","","0","0","293907.04"
"01-ABY--13-T0-8625","21:05:00","21:05:00","20302","10","","0","0","307692.35"
"01-ABY--13-T0-8625","21:22:00","21:24:00","20360","11","","0","0","335549.75"
"01-ABY--13-T0-8625","21:38:00","21:38:00","20287","12","","1","0","341532.61"
"01-ABY--14-T2-8605","07:07:00","07:07:00","20043","1","","0","0","0.00"
"01-ABY--14-T2-8605","07:35:00","07:35:00","22254","2","","0","1","27298.68"
"01-ABY--14-T2-8605","08:24:00","08:26:00","20342","3","","0","0","109304.76"
"01-ABY--14-T2-8605","08:37:00","08:37:00","20289","4","","0","0","126589.63"
"01-ABY--14-T2-8605","08:56:00","08:56:00","20312","5","","0","0","187114.84"
"01-ABY--14-T2-8605","09:07:00","09:07:00","20353","6","","0","0","205308.06"
"01-ABY--14-T2-8605","09:22:00","09:24:00","20295","7","","0","0","231429.77"
"01-ABY--14-T2-8605","09:47:00","09:49:00","20356","8","","0","0","270158.31"
"01-ABY--14-T2-8605","10:02:00","10:02:00","22490","9","","0","0","293907.04"
"01-ABY--14-T2-8605","10:10:00","10:10:00","20302","10","","0","0","307692.35"
"01-ABY--14-T2-8605","10:27:00","10:29:00","20360","11","","0","0","335549.75"
"01-ABY--14-T2-8605","10:43:00","10:43:00","20287","12","","1","0","341532.61"
"01-ABY--14-T2-8610","06:45:00","06:45:00","20287","1","","0","0","0.00"
"01-ABY--14-T2-8610","06:54:00","06:56:00","20360","2","","0","0","5982.86"
"01-ABY--14-T2-8610","07:13:00","07:13:00","20302","3","","0","0","33840.26"
"01-ABY--14-T2-8610","07:22:00","07:22:00","22490","4","","0","0","47625.57"
"01-ABY--14-T2-8610","07:36:00","07:38:00","20356","5","","0","0","71374.30"
"01-ABY--14-T2-8610","08:01:00","08:03:00","20295","6","","0","0","110102.84"
"01-ABY--14-T2-8610","08:17:00","08:17:00","20353","7","","0","0","136224.55"
"01-ABY--14-T2-8610","08:27:00","08:27:00","20312","8","","0","0","154417.77"
"01-ABY--14-T2-8610","08:46:00","08:46:00","20289","9","","0","0","214942.98"
"01-ABY--14-T2-8610","09:00:00","09:02:00","20342","10","","0","0","232227.85"
"01-ABY--14-T2-8610","09:53:00","09:53:00","22254","11","","1","0","314233.93"
"01-ABY--14-T2-8610","10:27:00","10:27:00","20043","12","","1","0","343000.65"
"01-ABY--14-T2-8612","07:55:00","07:55:00","20287","1","","0","0","0.00"
"01-ABY--14-T2-8612","08:04:00","08:06:00","20360","2","","0","0","5982.86"
"01-ABY--14-T2-8612","08:23:00","08:23:00","20302","3","","0","0","33840.26"
"01-ABY--14-T2-8612","08:32:00","08:32:00","22490","4","","0","0","47625.57"
"01-ABY--14-T2-8612","08:46:00","08:48:00","20356","5","","0","0","71374.30"
"01-ABY--14-T2-8612","09:11:00","09:13:00","20295","6","","0","0","110102.84"
"01-ABY--14-T2-8612","09:27:00","09:27:00","20353","7","","0","0","136224.55"
"01-ABY--14-T2-8612","09:37:00","09:37:00","20312","8","","0","0","154417.77"
"01-ABY--14-T2-8612","09:56:00","09:56:00","20289","9","","0","0","214942.98"
"01-ABY--14-T2-8612","10:10:00","10:12:00","20342","10","","0","0","232227.85"
"01-ABY--14-T2-8612","11:03:00","11:04:00","22254","11","","1","0","314233.93"
"01-ABY--14-T2-8612","11:37:00","11:37:00","20043","12","","1","0","343000.65"
"01-ABY--14-T2-8615","12:04:00","12:04:00","20043","1","","0","0","0.00"
"01-ABY--14-T2-8615","12:32:00","12:32:00","22254","2","","0","1","27298.68"
"01-ABY--14-T2-8615","13:21:00","13:23:00","20342","3","","0","0","109304.76"
"01-ABY--14-T2-8615","13:34:00","13:34:00","20289","4","","0","0","126589.63"
"01-ABY--14-T2-8615","13:53:00","13:53:00","20312","5","","0","0","187114.84"
"01-ABY--14-T2-8615","14:04:00","14:04:00","20353","6","","0","0","205308.06"
"01-ABY--14-T2-8615","14:19:00","14:21:00","20295","7","","0","0","231429.77"
"01-ABY--14-T2-8615","14:44:00","14:46:00","20356","8","","0","0","270158.31"
"01-ABY--14-T2-8615","14:59:00","14:59:00","22490","9","","0","0","293907.04"
"01-ABY--14-T2-8615","15:07:00","15:07:00","20302","10","","0","0","307692.35"
"01-ABY--14-T2-8615","15:24:00","15:26:00","20360","11","","0","0","335549.75"
"01-ABY--14-T2-8615","15:40:00","15:40:00","20287","12","","1","0","341532.61"
