pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time
"vic:rail:RMD_DP2_vic:rail:RMD_DP3_walkway_1","vic:rail:RMD_DP2","vic:rail:RMD_DP3","1","1","12"
"vic:rail:RMD_DP2_12254_walkway_1","vic:rail:RMD_DP2","12254","1","1","126"
"vic:rail:RMD_DP2_12255_walkway_1","vic:rail:RMD_DP2","12255","1","1","126"
"vic:rail:RMD_DP2_12256_walkway_1","vic:rail:RMD_DP2","12256","1","1","126"
"vic:rail:RMD_DP3_22247_walkway_1","vic:rail:RMD_DP3","22247","1","1","120"
"vic:rail:RMD_DP3_vic:rail:RMD_DP4_walkway_1","vic:rail:RMD_DP3","vic:rail:RMD_DP4","1","1","12"
"vic:rail:RMD_DP3_12257_walkway_1","vic:rail:RMD_DP3","12257","1","1","126"
"vic:rail:RMD_DP3_12258_walkway_1","vic:rail:RMD_DP3","12258","1","1","126"
"vic:rail:RMD_DP4_vic:rail:RMD_DP5_walkway_1","vic:rail:RMD_DP4","vic:rail:RMD_DP5","1","1","12"
"vic:rail:RMD_DP4_12259_walkway_1","vic:rail:RMD_DP4","12259","1","1","126"
"vic:rail:RMD_DP4_12260_walkway_1","vic:rail:RMD_DP4","12260","1","1","126"
"vic:rail:RMD_DP5_vic:rail:RMD_DP6_exit_gate_0","vic:rail:RMD_DP5","vic:rail:RMD_DP6","7","0","12"
"vic:rail:RMD_DP6_vic:rail:RMD_DP5_fare_gate_0","vic:rail:RMD_DP6","vic:rail:RMD_DP5","6","0","12"
"vic:rail:RMD_DP5_12262_walkway_1","vic:rail:RMD_DP5","12262","1","1","126"
"vic:rail:RMD_DP5_12261_walkway_1","vic:rail:RMD_DP5","12261","1","1","126"
"vic:rail:RMD_DP7_12253_stairs_1","vic:rail:RMD_DP7","12253","2","1","60"
"vic:rail:RMD_DP7_vic:rail:RMD_DP8_walkway_1","vic:rail:RMD_DP7","vic:rail:RMD_DP8","1","1","30"
"vic:rail:RMD_DP8_12254_stairs_1","vic:rail:RMD_DP8","12254","2","1","60"
"vic:rail:RMD_DP8_12255_stairs_1","vic:rail:RMD_DP8","12255","2","1","60"
"vic:rail:RMD_DP8_12256_stairs_1","vic:rail:RMD_DP8","12256","2","1","60"
"vic:rail:RMD_DP8_vic:rail:RMD_DP9_walkway_1","vic:rail:RMD_DP8","vic:rail:RMD_DP9","1","1","30"
"vic:rail:RMD_DP9_12257_stairs_1","vic:rail:RMD_DP9","12257","2","1","60"
"vic:rail:RMD_DP9_12258_stairs_1","vic:rail:RMD_DP9","12258","2","1","60"
"vic:rail:RMD_DP9_vic:rail:RMD_DP10_walkway_1","vic:rail:RMD_DP9","vic:rail:RMD_DP10","1","1","30"
"vic:rail:RMD_DP10_12259_stairs_1","vic:rail:RMD_DP10","12259","2","1","60"
"vic:rail:RMD_DP10_12260_stairs_1","vic:rail:RMD_DP10","12260","2","1","60"
"vic:rail:RMD_DP10_vic:rail:RMD_DP11_walkway_1","vic:rail:RMD_DP10","vic:rail:RMD_DP11","1","1","30"
"vic:rail:RMD_DP11_12262_stairs_1","vic:rail:RMD_DP11","12262","2","1","60"
"vic:rail:RMD_DP11_12261_stairs_1","vic:rail:RMD_DP11","12261","2","1","60"
"vic:rail:RMD_DP12_vic:rail:RMD_DP13_walkway_1","vic:rail:RMD_DP12","vic:rail:RMD_DP13","1","1","12"
"vic:rail:RMD_DP12_12253_walkway_1","vic:rail:RMD_DP12","12253","1","1","126"
"vic:rail:RMD_DP13_vic:rail:RMD_DP14_walkway_1","vic:rail:RMD_DP13","vic:rail:RMD_DP14","1","1","12"
"vic:rail:RMD_DP13_12254_walkway_1","vic:rail:RMD_DP13","12254","1","1","126"
"vic:rail:RMD_DP13_12255_walkway_1","vic:rail:RMD_DP13","12255","1","1","126"
"vic:rail:RMD_DP13_12256_walkway_1","vic:rail:RMD_DP13","12256","1","1","126"
"vic:rail:RMD_DP14_vic:rail:RMD_DP15_walkway_1","vic:rail:RMD_DP14","vic:rail:RMD_DP15","1","1","12"
"vic:rail:RMD_DP14_12257_walkway_1","vic:rail:RMD_DP14","12257","1","1","126"
"vic:rail:RMD_DP14_12258_walkway_1","vic:rail:RMD_DP14","12258","1","1","126"
"vic:rail:RMD_DP15_vic:rail:RMD_DP16_walkway_1","vic:rail:RMD_DP15","vic:rail:RMD_DP16","1","1","12"
"vic:rail:RMD_DP15_12259_walkway_1","vic:rail:RMD_DP15","12259","1","1","126"
"vic:rail:RMD_DP15_12260_walkway_1","vic:rail:RMD_DP15","12260","1","1","126"
"vic:rail:RMD_DP16_12262_walkway_1","vic:rail:RMD_DP16","12262","1","1","126"
"vic:rail:RMD_DP16_12261_walkway_1","vic:rail:RMD_DP16","12261","1","1","126"
"12254_12255_walkway_1","12254","12255","1","1","60"
"12257_12258_walkway_1","12257","12258","1","1","60"
"12259_12260_walkway_1","12259","12260","1","1","60"
"12262_12261_walkway_1","12262","12261","1","1","60"
"vic:rail:SSS_TX1_vic:rail:SSS_sEN1_walkway_1","vic:rail:SSS_TX1","vic:rail:SSS_sEN1","1","1","48"
"vic:rail:SSS_TX1_vic:rail:SSS_cEN2_walkway_1","vic:rail:SSS_TX1","vic:rail:SSS_cEN2","1","1","66"
"vic:rail:SSS_TX2_vic:rail:SSS_sEN5_walkway_1","vic:rail:SSS_TX2","vic:rail:SSS_sEN5","1","1","12"
"vic:rail:SSS_PR1_vic:rail:SSS_bEN1_walkway_1","vic:rail:SSS_PR1","vic:rail:SSS_bEN1","1","1","234"
"vic:rail:SSS_PR1_vic:rail:SSS_bEN2_walkway_1","vic:rail:SSS_PR1","vic:rail:SSS_bEN2","1","1","228"
"vic:rail:SSS_PR1_vic:rail:SSS_bEN3_walkway_1","vic:rail:SSS_PR1","vic:rail:SSS_bEN3","1","1","210"
"vic:rail:SSS_cDP4_vic:rail:SSS_cDP1_exit_gate_0","vic:rail:SSS_cDP4","vic:rail:SSS_cDP1","7","0","24"
"vic:rail:SSS_cDP1_vic:rail:SSS_cDP4_fare_gate_0","vic:rail:SSS_cDP1","vic:rail:SSS_cDP4","6","0","24"
"vic:rail:SSS_cDP4_vic:rail:SSS_cCN1_exit_gate_0","vic:rail:SSS_cDP4","vic:rail:SSS_cCN1","7","0","24"
"vic:rail:SSS_cCN1_vic:rail:SSS_cDP4_fare_gate_0","vic:rail:SSS_cCN1","vic:rail:SSS_cDP4","6","0","24"
"vic:rail:SSS_cDP4_vic:rail:SSS_cCN2_exit_gate_0","vic:rail:SSS_cDP4","vic:rail:SSS_cCN2","7","0","18"
"vic:rail:SSS_cCN2_vic:rail:SSS_cDP4_fare_gate_0","vic:rail:SSS_cCN2","vic:rail:SSS_cDP4","6","0","18"
"vic:rail:SSS_cDP4_vic:rail:SSS_cDP3_fare_gate_0","vic:rail:SSS_cDP4","vic:rail:SSS_cDP3","6","0","24"
"vic:rail:SSS_cDP3_vic:rail:SSS_cDP4_fare_gate_0","vic:rail:SSS_cDP3","vic:rail:SSS_cDP4","6","0","24"
"vic:rail:SSS_cDP4_vic:rail:SSS_LI6_walkway_1","vic:rail:SSS_cDP4","vic:rail:SSS_LI6","1","1","6"
"vic:rail:SSS_cDP4_22189_escalator_1","vic:rail:SSS_cDP4","22189","4","1","90"
"vic:rail:SSS_cDP4_22188_escalator_1","vic:rail:SSS_cDP4","22188","4","1","90"
"vic:rail:SSS_sEN1_vic:rail:SSS_LI1_walkway_1","vic:rail:SSS_sEN1","vic:rail:SSS_LI1","1","1","42"
"vic:rail:SSS_sEN1_20043_walkway_1","vic:rail:SSS_sEN1","20043","1","1","600"
"vic:rail:SSS_sEN1_26524_walkway_1","vic:rail:SSS_sEN1","26524","1","1","600"
"vic:rail:SSS_sEN1_26525_walkway_1","vic:rail:SSS_sEN1","26525","1","1","600"
"vic:rail:SSS_sEN1_26526_walkway_1","vic:rail:SSS_sEN1","26526","1","1","600"
"vic:rail:SSS_sEN1_22181_walkway_1","vic:rail:SSS_sEN1","22181","1","1","600"
"vic:rail:SSS_sEN1_22182_walkway_1","vic:rail:SSS_sEN1","22182","1","1","600"
"vic:rail:SSS_sEN1_22183_walkway_1","vic:rail:SSS_sEN1","22183","1","1","600"
"vic:rail:SSS_sEN1_22184_walkway_1","vic:rail:SSS_sEN1","22184","1","1","600"
"vic:rail:SSS_sEN1_22185_walkway_1","vic:rail:SSS_sEN1","22185","1","1","600"
"vic:rail:SSS_sEN1_22186_walkway_1","vic:rail:SSS_sEN1","22186","1","1","600"
"vic:rail:SSS_sEN1_22187_walkway_1","vic:rail:SSS_sEN1","22187","1","1","600"
"vic:rail:SSS_sEN1_vic:rail:SSS_sCN1_walkway_1","vic:rail:SSS_sEN1","vic:rail:SSS_sCN1","1","1","30"
"vic:rail:SSS_sEN2_vic:rail:SSS_sCN2_walkway_1","vic:rail:SSS_sEN2","vic:rail:SSS_sCN2","1","1","18"
"vic:rail:SSS_sEN2_20043_walkway_1","vic:rail:SSS_sEN2","20043","1","1","600"
"vic:rail:SSS_sEN2_26524_walkway_1","vic:rail:SSS_sEN2","26524","1","1","600"
"vic:rail:SSS_sEN2_26525_walkway_1","vic:rail:SSS_sEN2","26525","1","1","600"
"vic:rail:SSS_sEN2_26526_walkway_1","vic:rail:SSS_sEN2","26526","1","1","600"
"vic:rail:SSS_sEN2_22181_walkway_1","vic:rail:SSS_sEN2","22181","1","1","600"
"vic:rail:SSS_sEN2_22182_walkway_1","vic:rail:SSS_sEN2","22182","1","1","600"
"vic:rail:SSS_sEN2_22183_walkway_1","vic:rail:SSS_sEN2","22183","1","1","600"
"vic:rail:SSS_sEN2_22184_walkway_1","vic:rail:SSS_sEN2","22184","1","1","600"
"vic:rail:SSS_sEN2_22185_walkway_1","vic:rail:SSS_sEN2","22185","1","1","600"
"vic:rail:SSS_sEN2_22186_walkway_1","vic:rail:SSS_sEN2","22186","1","1","600"
"vic:rail:SSS_sEN2_22187_walkway_1","vic:rail:SSS_sEN2","22187","1","1","600"
"vic:rail:SSS_sEN3_20043_walkway_1","vic:rail:SSS_sEN3","20043","1","1","600"
"vic:rail:SSS_sEN3_26524_walkway_1","vic:rail:SSS_sEN3","26524","1","1","600"
"vic:rail:SSS_sEN3_26525_walkway_1","vic:rail:SSS_sEN3","26525","1","1","600"
"vic:rail:SSS_sEN3_26526_walkway_1","vic:rail:SSS_sEN3","26526","1","1","600"
"vic:rail:SSS_sEN3_22181_walkway_1","vic:rail:SSS_sEN3","22181","1","1","600"
"vic:rail:SSS_sEN3_22182_walkway_1","vic:rail:SSS_sEN3","22182","1","1","600"
"vic:rail:SSS_sEN3_22183_walkway_1","vic:rail:SSS_sEN3","22183","1","1","600"
"vic:rail:SSS_sEN3_22184_walkway_1","vic:rail:SSS_sEN3","22184","1","1","600"
"vic:rail:SSS_sEN3_22185_walkway_1","vic:rail:SSS_sEN3","22185","1","1","600"
"vic:rail:SSS_sEN3_22186_walkway_1","vic:rail:SSS_sEN3","22186","1","1","600"
"vic:rail:SSS_sEN3_22187_walkway_1","vic:rail:SSS_sEN3","22187","1","1","600"
"vic:rail:SSS_sEN3_vic:rail:SSS_sCN3_walkway_1","vic:rail:SSS_sEN3","vic:rail:SSS_sCN3","1","1","24"
"vic:rail:SSS_sEN4_vic:rail:SSS_sCN4_walkway_1","vic:rail:SSS_sEN4","vic:rail:SSS_sCN4","1","1","30"
"vic:rail:SSS_sEN4_20043_walkway_1","vic:rail:SSS_sEN4","20043","1","1","600"
"vic:rail:SSS_sEN4_26524_walkway_1","vic:rail:SSS_sEN4","26524","1","1","600"
"vic:rail:SSS_sEN4_26525_walkway_1","vic:rail:SSS_sEN4","26525","1","1","600"
"vic:rail:SSS_sEN4_26526_walkway_1","vic:rail:SSS_sEN4","26526","1","1","600"
"vic:rail:SSS_sEN4_22181_walkway_1","vic:rail:SSS_sEN4","22181","1","1","600"
"vic:rail:SSS_sEN4_22182_walkway_1","vic:rail:SSS_sEN4","22182","1","1","600"
"vic:rail:SSS_sEN4_22183_walkway_1","vic:rail:SSS_sEN4","22183","1","1","600"
"vic:rail:SSS_sEN4_22184_walkway_1","vic:rail:SSS_sEN4","22184","1","1","600"
"vic:rail:SSS_sEN4_22185_walkway_1","vic:rail:SSS_sEN4","22185","1","1","600"
"vic:rail:SSS_sEN4_22186_walkway_1","vic:rail:SSS_sEN4","22186","1","1","600"
"vic:rail:SSS_sEN4_22187_walkway_1","vic:rail:SSS_sEN4","22187","1","1","600"
"vic:rail:SSS_sEN5_vic:rail:SSS_sCN5_walkway_1","vic:rail:SSS_sEN5","vic:rail:SSS_sCN5","1","1","30"
"vic:rail:SSS_sEN5_26282_walkway_1","vic:rail:SSS_sEN5","26282","1","1","60"
"vic:rail:SSS_sEN5_20043_walkway_1","vic:rail:SSS_sEN5","20043","1","1","600"
"vic:rail:SSS_sEN5_26524_walkway_1","vic:rail:SSS_sEN5","26524","1","1","600"
"vic:rail:SSS_sEN5_26525_walkway_1","vic:rail:SSS_sEN5","26525","1","1","600"
"vic:rail:SSS_sEN5_26526_walkway_1","vic:rail:SSS_sEN5","26526","1","1","600"
"vic:rail:SSS_sEN5_22181_walkway_1","vic:rail:SSS_sEN5","22181","1","1","600"
"vic:rail:SSS_sEN5_22182_walkway_1","vic:rail:SSS_sEN5","22182","1","1","600"
"vic:rail:SSS_sEN5_22183_walkway_1","vic:rail:SSS_sEN5","22183","1","1","600"
"vic:rail:SSS_sEN5_22184_walkway_1","vic:rail:SSS_sEN5","22184","1","1","600"
"vic:rail:SSS_sEN5_22185_walkway_1","vic:rail:SSS_sEN5","22185","1","1","600"
"vic:rail:SSS_sEN5_22186_walkway_1","vic:rail:SSS_sEN5","22186","1","1","600"
"vic:rail:SSS_sEN5_22187_walkway_1","vic:rail:SSS_sEN5","22187","1","1","600"
"vic:rail:SSS_sEN6_vic:rail:SSS_sCN6_walkway_1","vic:rail:SSS_sEN6","vic:rail:SSS_sCN6","1","1","36"
"vic:rail:SSS_sEN6_20043_walkway_1","vic:rail:SSS_sEN6","20043","1","1","600"
"vic:rail:SSS_sEN6_26524_walkway_1","vic:rail:SSS_sEN6","26524","1","1","600"
"vic:rail:SSS_sEN6_26525_walkway_1","vic:rail:SSS_sEN6","26525","1","1","600"
"vic:rail:SSS_sEN6_26526_walkway_1","vic:rail:SSS_sEN6","26526","1","1","600"
"vic:rail:SSS_sEN6_22181_walkway_1","vic:rail:SSS_sEN6","22181","1","1","600"
"vic:rail:SSS_sEN6_22182_walkway_1","vic:rail:SSS_sEN6","22182","1","1","600"
"vic:rail:SSS_sEN6_22183_walkway_1","vic:rail:SSS_sEN6","22183","1","1","600"
"vic:rail:SSS_sEN6_22184_walkway_1","vic:rail:SSS_sEN6","22184","1","1","600"
"vic:rail:SSS_sEN6_22185_walkway_1","vic:rail:SSS_sEN6","22185","1","1","600"
"vic:rail:SSS_sEN6_22186_walkway_1","vic:rail:SSS_sEN6","22186","1","1","600"
"vic:rail:SSS_sEN6_22187_walkway_1","vic:rail:SSS_sEN6","22187","1","1","600"
"vic:rail:SSS_sEN7_vic:rail:SSS_sCN6_walkway_1","vic:rail:SSS_sEN7","vic:rail:SSS_sCN6","1","1","54"
"vic:rail:SSS_sEN7_20043_walkway_1","vic:rail:SSS_sEN7","20043","1","1","600"
"vic:rail:SSS_sEN7_26524_walkway_1","vic:rail:SSS_sEN7","26524","1","1","600"
"vic:rail:SSS_sEN7_26525_walkway_1","vic:rail:SSS_sEN7","26525","1","1","600"
"vic:rail:SSS_sEN7_26526_walkway_1","vic:rail:SSS_sEN7","26526","1","1","600"
"vic:rail:SSS_sEN7_22181_walkway_1","vic:rail:SSS_sEN7","22181","1","1","600"
"vic:rail:SSS_sEN7_22182_walkway_1","vic:rail:SSS_sEN7","22182","1","1","600"
"vic:rail:SSS_sEN7_22183_walkway_1","vic:rail:SSS_sEN7","22183","1","1","600"
"vic:rail:SSS_sEN7_22184_walkway_1","vic:rail:SSS_sEN7","22184","1","1","600"
"vic:rail:SSS_sEN7_22185_walkway_1","vic:rail:SSS_sEN7","22185","1","1","600"
"vic:rail:SSS_sEN7_22186_walkway_1","vic:rail:SSS_sEN7","22186","1","1","600"
"vic:rail:SSS_sEN7_22187_walkway_1","vic:rail:SSS_sEN7","22187","1","1","600"
"vic:rail:SSS_bEN1_vic:rail:SSS_bDP1_stairs_1","vic:rail:SSS_bEN1","vic:rail:SSS_bDP1","2","1","138"
"vic:rail:SSS_bEN1_20043_walkway_1","vic:rail:SSS_bEN1","20043","1","1","600"
"vic:rail:SSS_bEN1_26524_walkway_1","vic:rail:SSS_bEN1","26524","1","1","600"
"vic:rail:SSS_bEN1_26525_walkway_1","vic:rail:SSS_bEN1","26525","1","1","600"
"vic:rail:SSS_bEN1_26526_walkway_1","vic:rail:SSS_bEN1","26526","1","1","600"
"vic:rail:SSS_bEN1_22181_walkway_1","vic:rail:SSS_bEN1","22181","1","1","600"
"vic:rail:SSS_bEN1_22182_walkway_1","vic:rail:SSS_bEN1","22182","1","1","600"
"vic:rail:SSS_bEN1_22183_walkway_1","vic:rail:SSS_bEN1","22183","1","1","600"
"vic:rail:SSS_bEN1_22184_walkway_1","vic:rail:SSS_bEN1","22184","1","1","600"
"vic:rail:SSS_bEN1_22185_walkway_1","vic:rail:SSS_bEN1","22185","1","1","600"
"vic:rail:SSS_bEN1_22186_walkway_1","vic:rail:SSS_bEN1","22186","1","1","600"
"vic:rail:SSS_bEN1_22187_walkway_1","vic:rail:SSS_bEN1","22187","1","1","600"
"vic:rail:SSS_bEN2_vic:rail:SSS_bDP1_escalator_1","vic:rail:SSS_bEN2","vic:rail:SSS_bDP1","4","1","120"
"vic:rail:SSS_bEN2_20043_walkway_1","vic:rail:SSS_bEN2","20043","1","1","600"
"vic:rail:SSS_bEN2_26524_walkway_1","vic:rail:SSS_bEN2","26524","1","1","600"
"vic:rail:SSS_bEN2_26525_walkway_1","vic:rail:SSS_bEN2","26525","1","1","600"
"vic:rail:SSS_bEN2_26526_walkway_1","vic:rail:SSS_bEN2","26526","1","1","600"
"vic:rail:SSS_bEN2_22181_walkway_1","vic:rail:SSS_bEN2","22181","1","1","600"
"vic:rail:SSS_bEN2_22182_walkway_1","vic:rail:SSS_bEN2","22182","1","1","600"
"vic:rail:SSS_bEN2_22183_walkway_1","vic:rail:SSS_bEN2","22183","1","1","600"
"vic:rail:SSS_bEN2_22184_walkway_1","vic:rail:SSS_bEN2","22184","1","1","600"
"vic:rail:SSS_bEN2_22185_walkway_1","vic:rail:SSS_bEN2","22185","1","1","600"
"vic:rail:SSS_bEN2_22186_walkway_1","vic:rail:SSS_bEN2","22186","1","1","600"
"vic:rail:SSS_bEN2_22187_walkway_1","vic:rail:SSS_bEN2","22187","1","1","600"
"26282_20043_walkway_1","26282","20043","1","1","600"
"26282_26524_walkway_1","26282","26524","1","1","600"
"26282_26525_walkway_1","26282","26525","1","1","600"
"26282_26526_walkway_1","26282","26526","1","1","600"
"26282_22181_walkway_1","26282","22181","1","1","600"
"26282_22182_walkway_1","26282","22182","1","1","600"
"26282_22183_walkway_1","26282","22183","1","1","600"
"26282_22184_walkway_1","26282","22184","1","1","600"
"26282_22185_walkway_1","26282","22185","1","1","600"
"26282_22186_walkway_1","26282","22186","1","1","600"
"26282_22187_walkway_1","26282","22187","1","1","600"
"vic:rail:SSS_bEN3_vic:rail:SSS_LI2_walkway_1","vic:rail:SSS_bEN3","vic:rail:SSS_LI2","1","1","48"
"vic:rail:SSS_bEN3_20043_walkway_1","vic:rail:SSS_bEN3","20043","1","1","600"
"vic:rail:SSS_bEN3_26524_walkway_1","vic:rail:SSS_bEN3","26524","1","1","600"
"vic:rail:SSS_bEN3_26525_walkway_1","vic:rail:SSS_bEN3","26525","1","1","600"
"vic:rail:SSS_bEN3_26526_walkway_1","vic:rail:SSS_bEN3","26526","1","1","600"
"vic:rail:SSS_bEN3_22181_walkway_1","vic:rail:SSS_bEN3","22181","1","1","600"
"vic:rail:SSS_bEN3_22182_walkway_1","vic:rail:SSS_bEN3","22182","1","1","600"
"vic:rail:SSS_bEN3_22183_walkway_1","vic:rail:SSS_bEN3","22183","1","1","600"
"vic:rail:SSS_bEN3_22184_walkway_1","vic:rail:SSS_bEN3","22184","1","1","600"
"vic:rail:SSS_bEN3_22185_walkway_1","vic:rail:SSS_bEN3","22185","1","1","600"
"vic:rail:SSS_bEN3_22186_walkway_1","vic:rail:SSS_bEN3","22186","1","1","600"
"vic:rail:SSS_bEN3_22187_walkway_1","vic:rail:SSS_bEN3","22187","1","1","600"
"vic:rail:SSS_dEN1_vic:rail:SSS_dDP1_walkway_1","vic:rail:SSS_dEN1","vic:rail:SSS_dDP1","1","1","30"
"vic:rail:SSS_cEN1_20043_walkway_1","vic:rail:SSS_cEN1","20043","1","1","600"
"vic:rail:SSS_cEN1_26524_walkway_1","vic:rail:SSS_cEN1","26524","1","1","600"
"vic:rail:SSS_cEN1_26525_walkway_1","vic:rail:SSS_cEN1","26525","1","1","600"
"vic:rail:SSS_cEN1_26526_walkway_1","vic:rail:SSS_cEN1","26526","1","1","600"
"vic:rail:SSS_cEN1_22181_walkway_1","vic:rail:SSS_cEN1","22181","1","1","600"
"vic:rail:SSS_cEN1_22182_walkway_1","vic:rail:SSS_cEN1","22182","1","1","600"
"vic:rail:SSS_cEN1_22183_walkway_1","vic:rail:SSS_cEN1","22183","1","1","600"
"vic:rail:SSS_cEN1_22184_walkway_1","vic:rail:SSS_cEN1","22184","1","1","600"
"vic:rail:SSS_cEN1_22185_walkway_1","vic:rail:SSS_cEN1","22185","1","1","600"
"vic:rail:SSS_cEN1_22186_walkway_1","vic:rail:SSS_cEN1","22186","1","1","600"
"vic:rail:SSS_cEN1_22187_walkway_1","vic:rail:SSS_cEN1","22187","1","1","600"
"vic:rail:SSS_cEN1_vic:rail:SSS_cCN1_walkway_1","vic:rail:SSS_cEN1","vic:rail:SSS_cCN1","1","1","30"
"vic:rail:SSS_cEN2_vic:rail:SSS_cCN2_stairs_1","vic:rail:SSS_cEN2","vic:rail:SSS_cCN2","2","1","30"
"vic:rail:SSS_cEN2_20043_walkway_1","vic:rail:SSS_cEN2","20043","1","1","600"
"vic:rail:SSS_cEN2_26524_walkway_1","vic:rail:SSS_cEN2","26524","1","1","600"
"vic:rail:SSS_cEN2_26525_walkway_1","vic:rail:SSS_cEN2","26525","1","1","600"
"vic:rail:SSS_cEN2_26526_walkway_1","vic:rail:SSS_cEN2","26526","1","1","600"
"vic:rail:SSS_cEN2_22181_walkway_1","vic:rail:SSS_cEN2","22181","1","1","600"
"vic:rail:SSS_cEN2_22182_walkway_1","vic:rail:SSS_cEN2","22182","1","1","600"
"vic:rail:SSS_cEN2_22183_walkway_1","vic:rail:SSS_cEN2","22183","1","1","600"
"vic:rail:SSS_cEN2_22184_walkway_1","vic:rail:SSS_cEN2","22184","1","1","600"
"vic:rail:SSS_cEN2_22185_walkway_1","vic:rail:SSS_cEN2","22185","1","1","600"
"vic:rail:SSS_cEN2_22186_walkway_1","vic:rail:SSS_cEN2","22186","1","1","600"
"vic:rail:SSS_cEN2_22187_walkway_1","vic:rail:SSS_cEN2","22187","1","1","600"
"vic:rail:SSS_LI1_vic:rail:SSS_cDP1_elevator_1","vic:rail:SSS_LI1","vic:rail:SSS_cDP1","5","1","120"
"vic:rail:SSS_LI2_vic:rail:SSS_bDP1_elevator_1","vic:rail:SSS_LI2","vic:rail:SSS_bDP1","5","1","120"
"vic:rail:SSS_LI3_vic:rail:SSS_dDP5_walkway_1","vic:rail:SSS_LI3","vic:rail:SSS_dDP5","1","1","12"
"vic:rail:SSS_LI3_22189_elevator_1","vic:rail:SSS_LI3","22189","5","1","120"
"vic:rail:SSS_LI3_22188_elevator_1","vic:rail:SSS_LI3","22188","5","1","120"
"vic:rail:SSS_LI4_vic:rail:SSS_dDP4_walkway_1","vic:rail:SSS_LI4","vic:rail:SSS_dDP4","1","1","12"
"vic:rail:SSS_LI4_22190_elevator_1","vic:rail:SSS_LI4","22190","5","1","120"
"vic:rail:SSS_LI4_22191_elevator_1","vic:rail:SSS_LI4","22191","5","1","120"
"vic:rail:SSS_LI5_vic:rail:SSS_dDP3_walkway_1","vic:rail:SSS_LI5","vic:rail:SSS_dDP3","1","1","12"
"vic:rail:SSS_LI5_22192_elevator_1","vic:rail:SSS_LI5","22192","5","1","120"
"vic:rail:SSS_LI5_22193_elevator_1","vic:rail:SSS_LI5","22193","5","1","120"
"vic:rail:SSS_LI6_22189_elevator_1","vic:rail:SSS_LI6","22189","5","1","120"
"vic:rail:SSS_LI6_22188_elevator_1","vic:rail:SSS_LI6","22188","5","1","120"
"vic:rail:SSS_LI7_vic:rail:SSS_cDP3_walkway_1","vic:rail:SSS_LI7","vic:rail:SSS_cDP3","1","1","6"
"vic:rail:SSS_LI7_22190_elevator_1","vic:rail:SSS_LI7","22190","5","1","120"
"vic:rail:SSS_LI7_22191_elevator_1","vic:rail:SSS_LI7","22191","5","1","120"
"vic:rail:SSS_LI8_vic:rail:SSS_cDP2_walkway_1","vic:rail:SSS_LI8","vic:rail:SSS_cDP2","1","1","6"
"vic:rail:SSS_LI8_22192_elevator_1","vic:rail:SSS_LI8","22192","5","1","120"
"vic:rail:SSS_LI8_22193_elevator_1","vic:rail:SSS_LI8","22193","5","1","120"
"vic:rail:SSS_sCN1_vic:rail:SSS_sCN2_walkway_1","vic:rail:SSS_sCN1","vic:rail:SSS_sCN2","1","1","42"
"vic:rail:SSS_sCN1_vic:rail:SSS_cDP1_stairs_1","vic:rail:SSS_sCN1","vic:rail:SSS_cDP1","2","1","150"
"vic:rail:SSS_sCN1_vic:rail:SSS_cDP1_escalator_1","vic:rail:SSS_sCN1","vic:rail:SSS_cDP1","4","1","120"
"vic:rail:SSS_sCN2_vic:rail:SSS_sCN3_walkway_1","vic:rail:SSS_sCN2","vic:rail:SSS_sCN3","1","1","24"
"vic:rail:SSS_sCN3_vic:rail:SSS_sCN4_walkway_1","vic:rail:SSS_sCN3","vic:rail:SSS_sCN4","1","1","24"
"vic:rail:SSS_sCN4_vic:rail:SSS_sCN5_walkway_1","vic:rail:SSS_sCN4","vic:rail:SSS_sCN5","1","1","24"
"vic:rail:SSS_sCN5_vic:rail:SSS_sCN6_walkway_1","vic:rail:SSS_sCN5","vic:rail:SSS_sCN6","1","1","24"
"vic:rail:SSS_sCN6_vic:rail:SSS_bDP1_stairs_1","vic:rail:SSS_sCN6","vic:rail:SSS_bDP1","2","1","108"
"vic:rail:SSS_sCN6_vic:rail:SSS_bDP1_escalator_1","vic:rail:SSS_sCN6","vic:rail:SSS_bDP1","4","1","90"
"vic:rail:SSS_bDP1_vic:rail:SSS_dDP2_walkway_1","vic:rail:SSS_bDP1","vic:rail:SSS_dDP2","1","1","102"
"vic:rail:SSS_dDP1_vic:rail:SSS_dDP3_fare_gate_0","vic:rail:SSS_dDP1","vic:rail:SSS_dDP3","6","0","18"
"vic:rail:SSS_dDP3_vic:rail:SSS_dDP1_exit_gate_0","vic:rail:SSS_dDP3","vic:rail:SSS_dDP1","7","0","18"
"vic:rail:SSS_dDP2_vic:rail:SSS_dDP4_fare_gate_0","vic:rail:SSS_dDP2","vic:rail:SSS_dDP4","6","0","24"
"vic:rail:SSS_dDP4_vic:rail:SSS_dDP2_exit_gate_0","vic:rail:SSS_dDP4","vic:rail:SSS_dDP2","7","0","24"
"vic:rail:SSS_dDP2_vic:rail:SSS_dDP5_fare_gate_0","vic:rail:SSS_dDP2","vic:rail:SSS_dDP5","6","0","30"
"vic:rail:SSS_dDP5_vic:rail:SSS_dDP2_exit_gate_0","vic:rail:SSS_dDP5","vic:rail:SSS_dDP2","7","0","30"
