Date,Hour,Station,Ridership,hour,temp,rhum,prcp,wspd,pres,cldc,coco
2025-08-01,0,Attiguppe,0,0,21.2,93,0.0,11.2,1012.0,6,3
2025-08-01,1,Attiguppe,0,1,20.0,94,0.0,14.8,1013.0,4,3
2025-08-01,2,Attiguppe,0,2,21.0,94,0.0,14.8,1013.0,4,3
2025-08-01,3,Attiguppe,0,3,22.4,85,0.0,16.6,1014.0,6,3
2025-08-01,4,Attiguppe,6,4,24.0,83,0.0,16.6,1014.0,2,3
2025-08-01,5,Attiguppe,65,5,26.0,74,0.0,18.4,1014.0,4,3
2025-08-01,6,Attiguppe,219,6,26.4,68,0.0,18.4,1013.0,6,3
2025-08-01,7,Attiguppe,646,7,28.0,66,0.0,18.4,1013.0,4,3
2025-08-01,8,Attiguppe,1338,8,29.0,62,0.2,18.4,1012.0,4,3
2025-08-01,9,Attiguppe,1818,9,29.0,62,0.1,18.4,1011.0,4,7
2025-08-01,10,Attiguppe,1039,10,29.0,58,0.2,18.4,1011.0,4,3
2025-08-01,11,Attiguppe,502,11,28.0,66,0.2,18.4,1011.0,4,3
2025-08-01,12,Attiguppe,364,12,28.6,53,0.0,20.5,1011.0,7,3
2025-08-01,13,Attiguppe,336,13,27.0,66,0.0,13.0,1012.0,4,18
2025-08-01,14,Attiguppe,318,14,25.0,74,0.0,7.6,1012.0,4,7
2025-08-01,15,Attiguppe,317,15,25.0,74,0.0,7.6,1013.0,4,7
2025-08-01,16,Attiguppe,307,16,25.0,74,0.0,14.8,1014.0,4,3
2025-08-01,17,Attiguppe,324,17,24.0,78,0.0,9.4,1014.0,4,3
2025-08-01,18,Attiguppe,371,18,24.2,70,0.0,7.6,1014.0,4,3
2025-08-01,19,Attiguppe,369,19,23.0,83,0.0,11.2,1013.0,2,3
2025-08-01,20,Attiguppe,329,20,23.0,83,0.0,14.8,1013.0,2,3
2025-08-01,21,Attiguppe,202,21,22.0,88,0.0,9.4,1012.0,4,3
2025-08-01,22,Attiguppe,141,22,22.0,88,0.0,9.4,1012.0,4,2
2025-08-01,23,Attiguppe,23,23,21.0,88,0.0,13.0,1012.0,4,2
2025-08-01,0,Baiyappanahalli,0,0,21.2,93,0.0,11.2,1012.0,6,3
2025-08-01,1,Baiyappanahalli,0,1,20.0,94,0.0,14.8,1013.0,4,3
2025-08-01,2,Baiyappanahalli,0,2,21.0,94,0.0,14.8,1013.0,4,3
2025-08-01,3,Baiyappanahalli,0,3,22.4,85,0.0,16.6,1014.0,6,3
2025-08-01,4,Baiyappanahalli,19,4,24.0,83,0.0,16.6,1014.0,2,3
2025-08-01,5,Baiyappanahalli,83,5,26.0,74,0.0,18.4,1014.0,4,3
2025-08-01,6,Baiyappanahalli,215,6,26.4,68,0.0,18.4,1013.0,6,3
2025-08-01,7,Baiyappanahalli,918,7,28.0,66,0.0,18.4,1013.0,4,3
2025-08-01,8,Baiyappanahalli,1727,8,29.0,62,0.2,18.4,1012.0,4,3
2025-08-01,9,Baiyappanahalli,2718,9,29.0,62,0.1,18.4,1011.0,4,7
2025-08-01,10,Baiyappanahalli,1415,10,29.0,58,0.2,18.4,1011.0,4,3
2025-08-01,11,Baiyappanahalli,663,11,28.0,66,0.2,18.4,1011.0,4,3
2025-08-01,12,Baiyappanahalli,563,12,28.6,53,0.0,20.5,1011.0,7,3
2025-08-01,13,Baiyappanahalli,428,13,27.0,66,0.0,13.0,1012.0,4,18
2025-08-01,14,Baiyappanahalli,378,14,25.0,74,0.0,7.6,1012.0,4,7
2025-08-01,15,Baiyappanahalli,456,15,25.0,74,0.0,7.6,1013.0,4,7
2025-08-01,16,Baiyappanahalli,497,16,25.0,74,0.0,14.8,1014.0,4,3
2025-08-01,17,Baiyappanahalli,880,17,24.0,78,0.0,9.4,1014.0,4,3
2025-08-01,18,Baiyappanahalli,942,18,24.2,70,0.0,7.6,1014.0,4,3
2025-08-01,19,Baiyappanahalli,923,19,23.0,83,0.0,11.2,1013.0,2,3
2025-08-01,20,Baiyappanahalli,489,20,23.0,83,0.0,14.8,1013.0,2,3
2025-08-01,21,Baiyappanahalli,373,21,22.0,88,0.0,9.4,1012.0,4,3
2025-08-01,22,Baiyappanahalli,134,22,22.0,88,0.0,9.4,1012.0,4,2
2025-08-01,23,Baiyappanahalli,15,23,21.0,88,0.0,13.0,1012.0,4,2
2025-08-01,0,Banashankari,0,0,21.2,93,0.0,11.2,1012.0,6,3
2025-08-01,1,Banashankari,0,1,20.0,94,0.0,14.8,1013.0,4,3
2025-08-01,2,Banashankari,0,2,21.0,94,0.0,14.8,1013.0,4,3
2025-08-01,3,Banashankari,0,3,22.4,85,0.0,16.6,1014.0,6,3
2025-08-01,4,Banashankari,0,4,24.0,83,0.0,16.6,1014.0,2,3
2025-08-01,5,Banashankari,56,5,26.0,74,0.0,18.4,1014.0,4,3
2025-08-01,6,Banashankari,174,6,26.4,68,0.0,18.4,1013.0,6,3
2025-08-01,7,Banashankari,493,7,28.0,66,0.0,18.4,1013.0,4,3
2025-08-01,8,Banashankari,1195,8,29.0,62,0.2,18.4,1012.0,4,3
2025-08-01,9,Banashankari,1341,9,29.0,62,0.1,18.4,1011.0,4,7
2025-08-01,10,Banashankari,996,10,29.0,58,0.2,18.4,1011.0,4,3
2025-08-01,11,Banashankari,741,11,28.0,66,0.2,18.4,1011.0,4,3
2025-08-01,12,Banashankari,866,12,28.6,53,0.0,20.5,1011.0,7,3
2025-08-01,13,Banashankari,930,13,27.0,66,0.0,13.0,1012.0,4,18
2025-08-01,14,Banashankari,749,14,25.0,74,0.0,7.6,1012.0,4,7
2025-08-01,15,Banashankari,634,15,25.0,74,0.0,7.6,1013.0,4,7
2025-08-01,16,Banashankari,891,16,25.0,74,0.0,14.8,1014.0,4,3
2025-08-01,17,Banashankari,1216,17,24.0,78,0.0,9.4,1014.0,4,3
2025-08-01,18,Banashankari,1393,18,24.2,70,0.0,7.6,1014.0,4,3
2025-08-01,19,Banashankari,1444,19,23.0,83,0.0,11.2,1013.0,2,3
2025-08-01,20,Banashankari,1039,20,23.0,83,0.0,14.8,1013.0,2,3
2025-08-01,21,Banashankari,661,21,22.0,88,0.0,9.4,1012.0,4,3
2025-08-01,22,Banashankari,330,22,22.0,88,0.0,9.4,1012.0,4,2
2025-08-01,23,Banashankari,35,23,21.0,88,0.0,13.0,1012.0,4,2
2025-08-01,0,Benniganahalli,1,0,21.2,93,0.0,11.2,1012.0,6,3
2025-08-01,1,Benniganahalli,0,1,20.0,94,0.0,14.8,1013.0,4,3
2025-08-01,2,Benniganahalli,0,2,21.0,94,0.0,14.8,1013.0,4,3
2025-08-01,3,Benniganahalli,0,3,22.4,85,0.0,16.6,1014.0,6,3
2025-08-01,4,Benniganahalli,34,4,24.0,83,0.0,16.6,1014.0,2,3
2025-08-01,5,Benniganahalli,182,5,26.0,74,0.0,18.4,1014.0,4,3
2025-08-01,6,Benniganahalli,427,6,26.4,68,0.0,18.4,1013.0,6,3
2025-08-01,7,Benniganahalli,1239,7,28.0,66,0.0,18.4,1013.0,4,3
2025-08-01,8,Benniganahalli,3095,8,29.0,62,0.2,18.4,1012.0,4,3
2025-08-01,9,Benniganahalli,3674,9,29.0,62,0.1,18.4,1011.0,4,7
2025-08-01,10,Benniganahalli,2723,10,29.0,58,0.2,18.4,1011.0,4,3
2025-08-01,11,Benniganahalli,1529,11,28.0,66,0.2,18.4,1011.0,4,3
2025-08-01,12,Benniganahalli,1173,12,28.6,53,0.0,20.5,1011.0,7,3
2025-08-01,13,Benniganahalli,983,13,27.0,66,0.0,13.0,1012.0,4,18
2025-08-01,14,Benniganahalli,1016,14,25.0,74,0.0,7.6,1012.0,4,7
2025-08-01,15,Benniganahalli,944,15,25.0,74,0.0,7.6,1013.0,4,7
2025-08-01,16,Benniganahalli,1281,16,25.0,74,0.0,14.8,1014.0,4,3
2025-08-01,17,Benniganahalli,1636,17,24.0,78,0.0,9.4,1014.0,4,3
2025-08-01,18,Benniganahalli,1819,18,24.2,70,0.0,7.6,1014.0,4,3
2025-08-01,19,Benniganahalli,1901,19,23.0,83,0.0,11.2,1013.0,2,3
2025-08-01,20,Benniganahalli,1306,20,23.0,83,0.0,14.8,1013.0,2,3
2025-08-01,21,Benniganahalli,786,21,22.0,88,0.0,9.4,1012.0,4,3
2025-08-01,22,Benniganahalli,440,22,22.0,88,0.0,9.4,1012.0,4,2
2025-08-01,23,Benniganahalli,54,23,21.0,88,0.0,13.0,1012.0,4,2
2025-08-01,0,Challaghatta,0,0,21.2,93,0.0,11.2,1012.0,6,3
2025-08-01,1,Challaghatta,0,1,20.0,94,0.0,14.8,1013.0,4,3
2025-08-01,2,Challaghatta,0,2,21.0,94,0.0,14.8,1013.0,4,3
2025-08-01,3,Challaghatta,0,3,22.4,85,0.0,16.6,1014.0,6,3
2025-08-01,4,Challaghatta,5,4,24.0,83,0.0,16.6,1014.0,2,3
2025-08-01,5,Challaghatta,17,5,26.0,74,0.0,18.4,1014.0,4,3
2025-08-01,6,Challaghatta,112,6,26.4,68,0.0,18.4,1013.0,6,3
2025-08-01,7,Challaghatta,231,7,28.0,66,0.0,18.4,1013.0,4,3
2025-08-01,8,Challaghatta,572,8,29.0,62,0.2,18.4,1012.0,4,3
2025-08-01,9,Challaghatta,555,9,29.0,62,0.1,18.4,1011.0,4,7
2025-08-01,10,Challaghatta,340,10,29.0,58,0.2,18.4,1011.0,4,3
2025-08-01,11,Challaghatta,388,11,28.0,66,0.2,18.4,1011.0,4,3
2025-08-01,12,Challaghatta,231,12,28.6,53,0.0,20.5,1011.0,7,3
2025-08-01,13,Challaghatta,343,13,27.0,66,0.0,13.0,1012.0,4,18
2025-08-01,14,Challaghatta,297,14,25.0,74,0.0,7.6,1012.0,4,7
2025-08-01,15,Challaghatta,451,15,25.0,74,0.0,7.6,1013.0,4,7
2025-08-01,16,Challaghatta,582,16,25.0,74,0.0,14.8,1014.0,4,3
2025-08-01,17,Challaghatta,565,17,24.0,78,0.0,9.4,1014.0,4,3
2025-08-01,18,Challaghatta,605,18,24.2,70,0.0,7.6,1014.0,4,3
2025-08-01,19,Challaghatta,494,19,23.0,83,0.0,11.2,1013.0,2,3
2025-08-01,20,Challaghatta,191,20,23.0,83,0.0,14.8,1013.0,2,3
2025-08-01,21,Challaghatta,119,21,22.0,88,0.0,9.4,1012.0,4,3
2025-08-01,22,Challaghatta,45,22,22.0,88,0.0,9.4,1012.0,4,2
2025-08-01,23,Challaghatta,3,23,21.0,88,0.0,13.0,1012.0,4,2
2025-08-01,0,Chickpete,0,0,21.2,93,0.0,11.2,1012.0,6,3
2025-08-01,1,Chickpete,0,1,20.0,94,0.0,14.8,1013.0,4,3
2025-08-01,2,Chickpete,0,2,21.0,94,0.0,14.8,1013.0,4,3
2025-08-01,3,Chickpete,0,3,22.4,85,0.0,16.6,1014.0,6,3
2025-08-01,4,Chickpete,0,4,24.0,83,0.0,16.6,1014.0,2,3
2025-08-01,5,Chickpete,11,5,26.0,74,0.0,18.4,1014.0,4,3
2025-08-01,6,Chickpete,52,6,26.4,68,0.0,18.4,1013.0,6,3
2025-08-01,7,Chickpete,203,7,28.0,66,0.0,18.4,1013.0,4,3
2025-08-01,8,Chickpete,278,8,29.0,62,0.2,18.4,1012.0,4,3
2025-08-01,9,Chickpete,354,9,29.0,62,0.1,18.4,1011.0,4,7
2025-08-01,10,Chickpete,233,10,29.0,58,0.2,18.4,1011.0,4,3
2025-08-01,11,Chickpete,324,11,28.0,66,0.2,18.4,1011.0,4,3
2025-08-01,12,Chickpete,476,12,28.6,53,0.0,20.5,1011.0,7,3
2025-08-01,13,Chickpete,760,13,27.0,66,0.0,13.0,1012.0,4,18
2025-08-01,14,Chickpete,1122,14,25.0,74,0.0,7.6,1012.0,4,7
2025-08-01,15,Chickpete,1215,15,25.0,74,0.0,7.6,1013.0,4,7
2025-08-01,16,Chickpete,1275,16,25.0,74,0.0,14.8,1014.0,4,3
2025-08-01,17,Chickpete,1393,17,24.0,78,0.0,9.4,1014.0,4,3
2025-08-01,18,Chickpete,1442,18,24.2,70,0.0,7.6,1014.0,4,3
2025-08-01,19,Chickpete,1517,19,23.0,83,0.0,11.2,1013.0,2,3
2025-08-01,20,Chickpete,1450,20,23.0,83,0.0,14.8,1013.0,2,3
2025-08-01,21,Chickpete,740,21,22.0,88,0.0,9.4,1012.0,4,3
2025-08-01,22,Chickpete,146,22,22.0,88,0.0,9.4,1012.0,4,2
2025-08-01,23,Chickpete,14,23,21.0,88,0.0,13.0,1012.0,4,2
2025-08-01,0,Chikkabidarakallu,0,0,21.2,93,0.0,11.2,1012.0,6,3
2025-08-01,1,Chikkabidarakallu,0,1,20.0,94,0.0,14.8,1013.0,4,3
2025-08-01,2,Chikkabidarakallu,0,2,21.0,94,0.0,14.8,1013.0,4,3
2025-08-01,3,Chikkabidarakallu,0,3,22.4,85,0.0,16.6,1014.0,6,3
2025-08-01,4,Chikkabidarakallu,3,4,24.0,83,0.0,16.6,1014.0,2,3
2025-08-01,5,Chikkabidarakallu,29,5,26.0,74,0.0,18.4,1014.0,4,3
2025-08-01,6,Chikkabidarakallu,83,6,26.4,68,0.0,18.4,1013.0,6,3
2025-08-01,7,Chikkabidarakallu,364,7,28.0,66,0.0,18.4,1013.0,4,3
2025-08-01,8,Chikkabidarakallu,699,8,29.0,62,0.2,18.4,1012.0,4,3
2025-08-01,9,Chikkabidarakallu,759,9,29.0,62,0.1,18.4,1011.0,4,7
2025-08-01,10,Chikkabidarakallu,412,10,29.0,58,0.2,18.4,1011.0,4,3
2025-08-01,11,Chikkabidarakallu,245,11,28.0,66,0.2,18.4,1011.0,4,3
2025-08-01,12,Chikkabidarakallu,202,12,28.6,53,0.0,20.5,1011.0,7,3
2025-08-01,13,Chikkabidarakallu,152,13,27.0,66,0.0,13.0,1012.0,4,18
2025-08-01,14,Chikkabidarakallu,132,14,25.0,74,0.0,7.6,1012.0,4,7
2025-08-01,15,Chikkabidarakallu,160,15,25.0,74,0.0,7.6,1013.0,4,7
2025-08-01,16,Chikkabidarakallu,171,16,25.0,74,0.0,14.8,1014.0,4,3
2025-08-01,17,Chikkabidarakallu,144,17,24.0,78,0.0,9.4,1014.0,4,3
2025-08-01,18,Chikkabidarakallu,224,18,24.2,70,0.0,7.6,1014.0,4,3
2025-08-01,19,Chikkabidarakallu,302,19,23.0,83,0.0,11.2,1013.0,2,3
2025-08-01,20,Chikkabidarakallu,130,20,23.0,83,0.0,14.8,1013.0,2,3
2025-08-01,21,Chikkabidarakallu,77,21,22.0,88,0.0,9.4,1012.0,4,3
2025-08-01,22,Chikkabidarakallu,47,22,22.0,88,0.0,9.4,1012.0,4,2
2025-08-01,23,Chikkabidarakallu,1,23,21.0,88,0.0,13.0,1012.0,4,2
2025-08-01,0,Cubbon Park,0,0,21.2,93,0.0,11.2,1012.0,6,3
2025-08-01,1,Cubbon Park,0,1,20.0,94,0.0,14.8,1013.0,4,3
2025-08-01,2,Cubbon Park,0,2,21.0,94,0.0,14.8,1013.0,4,3
2025-08-01,3,Cubbon Park,0,3,22.4,85,0.0,16.6,1014.0,6,3
2025-08-01,4,Cubbon Park,0,4,24.0,83,0.0,16.6,1014.0,2,3
2025-08-01,5,Cubbon Park,10,5,26.0,74,0.0,18.4,1014.0,4,3
2025-08-01,6,Cubbon Park,77,6,26.4,68,0.0,18.4,1013.0,6,3
2025-08-01,7,Cubbon Park,200,7,28.0,66,0.0,18.4,1013.0,4,3
2025-08-01,8,Cubbon Park,379,8,29.0,62,0.2,18.4,1012.0,4,3
2025-08-01,9,Cubbon Park,470,9,29.0,62,0.1,18.4,1011.0,4,7
2025-08-01,10,Cubbon Park,345,10,29.0,58,0.2,18.4,1011.0,4,3
2025-08-01,11,Cubbon Park,377,11,28.0,66,0.2,18.4,1011.0,4,3
2025-08-01,12,Cubbon Park,496,12,28.6,53,0.0,20.5,1011.0,7,3
2025-08-01,13,Cubbon Park,576,13,27.0,66,0.0,13.0,1012.0,4,18
2025-08-01,14,Cubbon Park,679,14,25.0,74,0.0,7.6,1012.0,4,7
2025-08-01,15,Cubbon Park,802,15,25.0,74,0.0,7.6,1013.0,4,7
2025-08-01,16,Cubbon Park,1113,16,25.0,74,0.0,14.8,1014.0,4,3
2025-08-01,17,Cubbon Park,2143,17,24.0,78,0.0,9.4,1014.0,4,3
2025-08-01,18,Cubbon Park,2963,18,24.2,70,0.0,7.6,1014.0,4,3
2025-08-01,19,Cubbon Park,1932,19,23.0,83,0.0,11.2,1013.0,2,3
2025-08-01,20,Cubbon Park,889,20,23.0,83,0.0,14.8,1013.0,2,3
2025-08-01,21,Cubbon Park,451,21,22.0,88,0.0,9.4,1012.0,4,3
2025-08-01,22,Cubbon Park,277,22,22.0,88,0.0,9.4,1012.0,4,2
2025-08-01,23,Cubbon Park,50,23,21.0,88,0.0,13.0,1012.0,4,2
2025-08-01,0,Dasarahalli,0,0,21.2,93,0.0,11.2,1012.0,6,3
2025-08-01,1,Dasarahalli,0,1,20.0,94,0.0,14.8,1013.0,4,3
2025-08-01,2,Dasarahalli,0,2,21.0,94,0.0,14.8,1013.0,4,3
2025-08-01,3,Dasarahalli,0,3,22.4,85,0.0,16.6,1014.0,6,3
2025-08-01,4,Dasarahalli,0,4,24.0,83,0.0,16.6,1014.0,2,3
2025-08-01,5,Dasarahalli,98,5,26.0,74,0.0,18.4,1014.0,4,3
2025-08-01,6,Dasarahalli,245,6,26.4,68,0.0,18.4,1013.0,6,3
2025-08-01,7,Dasarahalli,808,7,28.0,66,0.0,18.4,1013.0,4,3
2025-08-01,8,Dasarahalli,1615,8,29.0,62,0.2,18.4,1012.0,4,3
2025-08-01,9,Dasarahalli,1774,9,29.0,62,0.1,18.4,1011.0,4,7
2025-08-01,10,Dasarahalli,1116,10,29.0,58,0.2,18.4,1011.0,4,3
2025-08-01,11,Dasarahalli,580,11,28.0,66,0.2,18.4,1011.0,4,3
2025-08-01,12,Dasarahalli,566,12,28.6,53,0.0,20.5,1011.0,7,3
2025-08-01,13,Dasarahalli,460,13,27.0,66,0.0,13.0,1012.0,4,18
2025-08-01,14,Dasarahalli,485,14,25.0,74,0.0,7.6,1012.0,4,7
2025-08-01,15,Dasarahalli,387,15,25.0,74,0.0,7.6,1013.0,4,7
2025-08-01,16,Dasarahalli,496,16,25.0,74,0.0,14.8,1014.0,4,3
2025-08-01,17,Dasarahalli,478,17,24.0,78,0.0,9.4,1014.0,4,3
2025-08-01,18,Dasarahalli,606,18,24.2,70,0.0,7.6,1014.0,4,3
2025-08-01,19,Dasarahalli,592,19,23.0,83,0.0,11.2,1013.0,2,3
2025-08-01,20,Dasarahalli,405,20,23.0,83,0.0,14.8,1013.0,2,3
2025-08-01,21,Dasarahalli,253,21,22.0,88,0.0,9.4,1012.0,4,3
2025-08-01,22,Dasarahalli,123,22,22.0,88,0.0,9.4,1012.0,4,2
2025-08-01,23,Dasarahalli,8,23,21.0,88,0.0,13.0,1012.0,4,2
2025-08-01,0,Deepanjali Nagar,0,0,21.2,93,0.0,11.2,1012.0,6,3
2025-08-01,1,Deepanjali Nagar,0,1,20.0,94,0.0,14.8,1013.0,4,3
2025-08-01,2,Deepanjali Nagar,0,2,21.0,94,0.0,14.8,1013.0,4,3
2025-08-01,3,Deepanjali Nagar,0,3,22.4,85,0.0,16.6,1014.0,6,3
2025-08-01,4,Deepanjali Nagar,8,4,24.0,83,0.0,16.6,1014.0,2,3
2025-08-01,5,Deepanjali Nagar,56,5,26.0,74,0.0,18.4,1014.0,4,3
2025-08-01,6,Deepanjali Nagar,121,6,26.4,68,0.0,18.4,1013.0,6,3
2025-08-01,7,Deepanjali Nagar,292,7,28.0,66,0.0,18.4,1013.0,4,3
2025-08-01,8,Deepanjali Nagar,594,8,29.0,62,0.2,18.4,1012.0,4,3
2025-08-01,9,Deepanjali Nagar,676,9,29.0,62,0.1,18.4,1011.0,4,7
2025-08-01,10,Deepanjali Nagar,468,10,29.0,58,0.2,18.4,1011.0,4,3
2025-08-01,11,Deepanjali Nagar,204,11,28.0,66,0.2,18.4,1011.0,4,3
2025-08-01,12,Deepanjali Nagar,188,12,28.6,53,0.0,20.5,1011.0,7,3
2025-08-01,13,Deepanjali Nagar,164,13,27.0,66,0.0,13.0,1012.0,4,18
2025-08-01,14,Deepanjali Nagar,132,14,25.0,74,0.0,7.6,1012.0,4,7
2025-08-01,15,Deepanjali Nagar,124,15,25.0,74,0.0,7.6,1013.0,4,7
2025-08-01,16,Deepanjali Nagar,159,16,25.0,74,0.0,14.8,1014.0,4,3
2025-08-01,17,Deepanjali Nagar,195,17,24.0,78,0.0,9.4,1014.0,4,3
2025-08-01,18,Deepanjali Nagar,190,18,24.2,70,0.0,7.6,1014.0,4,3
2025-08-01,19,Deepanjali Nagar,246,19,23.0,83,0.0,11.2,1013.0,2,3
2025-08-01,20,Deepanjali Nagar,165,20,23.0,83,0.0,14.8,1013.0,2,3
2025-08-01,21,Deepanjali Nagar,157,21,22.0,88,0.0,9.4,1012.0,4,3
2025-08-01,22,Deepanjali Nagar,70,22,22.0,88,0.0,9.4,1012.0,4,2
2025-08-01,23,Deepanjali Nagar,15,23,21.0,88,0.0,13.0,1012.0,4,2
2025-08-01,0,Doddakallasandra,0,0,21.2,93,0.0,11.2,1012.0,6,3
2025-08-01,1,Doddakallasandra,0,1,20.0,94,0.0,14.8,1013.0,4,3
2025-08-01,2,Doddakallasandra,0,2,21.0,94,0.0,14.8,1013.0,4,3
2025-08-01,3,Doddakallasandra,0,3,22.4,85,0.0,16.6,1014.0,6,3
2025-08-01,4,Doddakallasandra,3,4,24.0,83,0.0,16.6,1014.0,2,3
2025-08-01,5,Doddakallasandra,20,5,26.0,74,0.0,18.4,1014.0,4,3
2025-08-01,6,Doddakallasandra,90,6,26.4,68,0.0,18.4,1013.0,6,3
2025-08-01,7,Doddakallasandra,437,7,28.0,66,0.0,18.4,1013.0,4,3
2025-08-01,8,Doddakallasandra,753,8,29.0,62,0.2,18.4,1012.0,4,3
2025-08-01,9,Doddakallasandra,832,9,29.0,62,0.1,18.4,1011.0,4,7
2025-08-01,10,Doddakallasandra,437,10,29.0,58,0.2,18.4,1011.0,4,3
2025-08-01,11,Doddakallasandra,265,11,28.0,66,0.2,18.4,1011.0,4,3
2025-08-01,12,Doddakallasandra,221,12,28.6,53,0.0,20.5,1011.0,7,3
2025-08-01,13,Doddakallasandra,197,13,27.0,66,0.0,13.0,1012.0,4,18
2025-08-01,14,Doddakallasandra,195,14,25.0,74,0.0,7.6,1012.0,4,7
2025-08-01,15,Doddakallasandra,243,15,25.0,74,0.0,7.6,1013.0,4,7
2025-08-01,16,Doddakallasandra,195,16,25.0,74,0.0,14.8,1014.0,4,3
2025-08-01,17,Doddakallasandra,221,17,24.0,78,0.0,9.4,1014.0,4,3
2025-08-01,18,Doddakallasandra,338,18,24.2,70,0.0,7.6,1014.0,4,3
2025-08-01,19,Doddakallasandra,312,19,23.0,83,0.0,11.2,1013.0,2,3
2025-08-01,20,Doddakallasandra,205,20,23.0,83,0.0,14.8,1013.0,2,3
2025-08-01,21,Doddakallasandra,120,21,22.0,88,0.0,9.4,1012.0,4,3
2025-08-01,22,Doddakallasandra,52,22,22.0,88,0.0,9.4,1012.0,4,2
2025-08-01,23,Doddakallasandra,1,23,21.0,88,0.0,13.0,1012.0,4,2
2025-08-01,0,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,21.2,93,0.0,11.2,1012.0,6,3
2025-08-01,1,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,1,20.0,94,0.0,14.8,1013.0,4,3
2025-08-01,2,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,2,21.0,94,0.0,14.8,1013.0,4,3
2025-08-01,3,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,3,22.4,85,0.0,16.6,1014.0,6,3
2025-08-01,4,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,4,24.0,83,0.0,16.6,1014.0,2,3
2025-08-01,5,"Dr. B. R. Ambedkar Station, Vidhana Soudha",8,5,26.0,74,0.0,18.4,1014.0,4,3
2025-08-01,6,"Dr. B. R. Ambedkar Station, Vidhana Soudha",46,6,26.4,68,0.0,18.4,1013.0,6,3
2025-08-01,7,"Dr. B. R. Ambedkar Station, Vidhana Soudha",112,7,28.0,66,0.0,18.4,1013.0,4,3
2025-08-01,8,"Dr. B. R. Ambedkar Station, Vidhana Soudha",223,8,29.0,62,0.2,18.4,1012.0,4,3
2025-08-01,9,"Dr. B. R. Ambedkar Station, Vidhana Soudha",234,9,29.0,62,0.1,18.4,1011.0,4,7
2025-08-01,10,"Dr. B. R. Ambedkar Station, Vidhana Soudha",378,10,29.0,58,0.2,18.4,1011.0,4,3
2025-08-01,11,"Dr. B. R. Ambedkar Station, Vidhana Soudha",414,11,28.0,66,0.2,18.4,1011.0,4,3
2025-08-01,12,"Dr. B. R. Ambedkar Station, Vidhana Soudha",506,12,28.6,53,0.0,20.5,1011.0,7,3
2025-08-01,13,"Dr. B. R. Ambedkar Station, Vidhana Soudha",683,13,27.0,66,0.0,13.0,1012.0,4,18
2025-08-01,14,"Dr. B. R. Ambedkar Station, Vidhana Soudha",802,14,25.0,74,0.0,7.6,1012.0,4,7
2025-08-01,15,"Dr. B. R. Ambedkar Station, Vidhana Soudha",857,15,25.0,74,0.0,7.6,1013.0,4,7
2025-08-01,16,"Dr. B. R. Ambedkar Station, Vidhana Soudha",995,16,25.0,74,0.0,14.8,1014.0,4,3
2025-08-01,17,"Dr. B. R. Ambedkar Station, Vidhana Soudha",2869,17,24.0,78,0.0,9.4,1014.0,4,3
2025-08-01,18,"Dr. B. R. Ambedkar Station, Vidhana Soudha",2381,18,24.2,70,0.0,7.6,1014.0,4,3
2025-08-01,19,"Dr. B. R. Ambedkar Station, Vidhana Soudha",1132,19,23.0,83,0.0,11.2,1013.0,2,3
2025-08-01,20,"Dr. B. R. Ambedkar Station, Vidhana Soudha",531,20,23.0,83,0.0,14.8,1013.0,2,3
2025-08-01,21,"Dr. B. R. Ambedkar Station, Vidhana Soudha",235,21,22.0,88,0.0,9.4,1012.0,4,3
2025-08-01,22,"Dr. B. R. Ambedkar Station, Vidhana Soudha",69,22,22.0,88,0.0,9.4,1012.0,4,2
2025-08-01,23,"Dr. B. R. Ambedkar Station, Vidhana Soudha",18,23,21.0,88,0.0,13.0,1012.0,4,2
2025-08-01,0,Garudacharpalya,0,0,21.2,93,0.0,11.2,1012.0,6,3
2025-08-01,1,Garudacharpalya,0,1,20.0,94,0.0,14.8,1013.0,4,3
2025-08-01,2,Garudacharpalya,0,2,21.0,94,0.0,14.8,1013.0,4,3
2025-08-01,3,Garudacharpalya,0,3,22.4,85,0.0,16.6,1014.0,6,3
2025-08-01,4,Garudacharpalya,5,4,24.0,83,0.0,16.6,1014.0,2,3
2025-08-01,5,Garudacharpalya,46,5,26.0,74,0.0,18.4,1014.0,4,3
2025-08-01,6,Garudacharpalya,146,6,26.4,68,0.0,18.4,1013.0,6,3
2025-08-01,7,Garudacharpalya,254,7,28.0,66,0.0,18.4,1013.0,4,3
2025-08-01,8,Garudacharpalya,514,8,29.0,62,0.2,18.4,1012.0,4,3
2025-08-01,9,Garudacharpalya,493,9,29.0,62,0.1,18.4,1011.0,4,7
2025-08-01,10,Garudacharpalya,353,10,29.0,58,0.2,18.4,1011.0,4,3
2025-08-01,11,Garudacharpalya,247,11,28.0,66,0.2,18.4,1011.0,4,3
2025-08-01,12,Garudacharpalya,209,12,28.6,53,0.0,20.5,1011.0,7,3
2025-08-01,13,Garudacharpalya,303,13,27.0,66,0.0,13.0,1012.0,4,18
2025-08-01,14,Garudacharpalya,275,14,25.0,74,0.0,7.6,1012.0,4,7
